Cat,AUN,LEA Name,County,Revenue from Federal Sources 8000,"Payments for Federally Impacted Areas
P.L. 81-874
8110",Other Unrestricted Federal Grants-in-Aid Direct From the Federal Government 8190,Unrestricted Grants-in-Aid From the Federal Government Through the Commonwealth of PA 8200,"Payments for Federally Impacted Areas P.L. 81-815
8310","Energy Conservation Grants - TA and ECM
8320",Other Restricted Federal Grants-in-Aid Directly From the Federal Government 8390,"Grants for IDEA and NCLB Programs Not Specified in the Following 8510 Series
8511","IDEA, Part B 8512","IDEA, Section 619
8513","NCLB, Title I - Improving the Academic Achievement of the Disadvantaged 8514","NCLB, Title II - Preparing, Training and Recruiting High Quality Teachers and Principals 8515","NCLB, Title III - Language Instruction for English Learners and Immigrant Students 8516","NCLB, Title IV - 21st Century Schools 8517","NCLB, Title V - Flexibility and Accountability 8519",Vocational Education - Operating Expenditures 8521,Child Nutrition Program 8530,Nutrition Education and Training 8540,Federal Block Grants 8560,Child Care and Development Block Grants 8580,Adult Basic Education 8620,Economic Opportunity Act (Headstart) 8640,Workforce Investment Act (WIA) 8660,Other Restricted Federal Grants-in-Aid Through the Commonwealth of PA 8690,ARRA - Build America Bonds 8731,ARRA - Qualified School Construction Bonds (QSCB) 8732,ARRA - Qualified Zone Academy Bonds (QZAB) 8733,ARRA - Qualified Energy Conservation Bonds (QECB) 8735,ESSER - Elementary and Secondary School Emergency Relief Fund 8741,Governor's Emergency Education Relief Fund (GEER) 8742,ESSER II - Elementary and Secondary School Emergency Relief Fund 8743,ARP ESSER(ESSER III) - Elementary and Secondary School Emergency Relief Fund 8744,GEER II - Governor's Emergency Education Relief Fund 8745,ARP IDEA 8746,ARP ECF - Emergency Connectivity Fund 8747,ARP IDEA Preschool 8748,"Other CARES and CRRSA Act, and ARP ACT Funding 8749",ARP ESSER Learning Loss 8751,ARP ESSER Summer Programs 8752,ARP ESSER Afterschool Programs 8753,ARP ESSER Homeless Children and Youth Funds (ARP-HCY) 8754,ARP ESSER Emergency Relief for Other Educational Entities 8755,School Based Access Medicaid Reimbursement Program (SBAP) Reimbursements (ACCESS) 8810,Medical Assistance Reimbursements for Administrative Claiming (Quarterly) Program 8820,Medical Assistance Reimbursement (ACCESS) - Early Intervention 8830
4.0,126510020.0,Agora Cyber CS,Montgomery,20105300.0,,,,,,,,,,3584825.0,195590.0,,252021.0,,,,,,,,,,,,,,,,,7121513.0,8855741.0,,,,,,,,,31387.0,,,64223.0,
4.0,123460001.0,Pennsylvania Virtual CS,Montgomery,5914765.0,,,,,,,,,,1070059.0,90726.0,,86690.0,,,,,,,,,,,,,,,,,2052243.0,2615047.0,,,,,,,,,,,,,
4.0,123463370.0,Souderton CS Collaborative,Montgomery,42184.0,,,,,,,,39383.0,,,2801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,120486892.0,Easton Arts Academy Elementary CS,Northampton,684187.0,,,,,,,,,,58665.0,8143.0,,10000.0,,,240956.0,,,,,,,,,,,,,,119478.0,246945.0,,,,,,,,,,,,,
4.0,120480002.0,Lehigh Valley Academy Regional CS,Northampton,5428198.0,,,,,,,,,,729824.0,79798.0,,51144.0,,,,,,,,,,,,,,,,,807978.0,3559401.0,,,,,,161689.0,35633.0,2731.0,,,,,
4.0,120483170.0,Lehigh Valley Charter High School for the Arts,Northampton,572815.25,,,,,,,,,,126086.0,16962.0,,10000.0,,,,,,,,,,,,,,,390158.83,,,,,,,,,22643.37,3545.11,3353.6,,,,66.34,
4.0,139481451.0,Lehigh Valley Dual Language CS,Northampton,1797693.34,,,,,,,,,,232263.35,23524.0,18018.0,17491.0,,,468274.93,,,,,,,,,,,,,,407692.09,552083.03,,,,,,59664.61,,18682.33,,,,,
4.0,126510015.0,Ad Prima CS,Philadelphia,4406858.0,,,,,,,,110701.0,,542701.0,35586.0,,43683.0,,,,,,,,,,,,,,,-42792.0,,1446253.0,2126070.0,,,,,,60815.0,46253.0,37588.0,,,,,
4.0,126512990.0,Alliance for Progress CS,Philadelphia,2508648.0,,,,,,,,98992.0,,543599.0,36995.0,,43186.0,,,,,,,,,,,,,,,,,249439.0,1536437.0,,,,,,,,,,,,,
4.0,104510394.0,Antonia Pantoja Community CS,Philadelphia,4257068.0,,,,,,,,207565.0,,656154.0,44244.0,17816.0,,52193.0,,533780.0,,,,,,,,,,,,2744917.0,,,,,,,,,,,,,,399.0,,
4.0,181519176.0,ASPIRA Bilingual Cyber CS,Philadelphia,4078551.0,,,,,,,,277817.0,,907841.0,54872.0,38338.0,40877.0,,,,,,,,,,,,,,,2758454.0,,,,,,,,,,,,,,352.0,,
4.0,126510010.0,Belmont CS,Philadelphia,7470246.0,,,,,,,,163923.0,,973391.0,58984.0,,77427.0,,,1014439.0,,,,,,,,,,,,,,1711595.0,3087455.0,,,,,,201427.0,82698.0,82698.0,16209.0,,,,
4.0,168513758.0,Bluford CS,Philadelphia,3286716.0,,,,,,,,,,556651.0,36541.0,,36949.0,,,,,,,,,,,,,,,,,1399687.0,1185987.0,,,,,,33292.0,,37609.0,,,,,
4.0,185515523.0,Boys Latin of Philadelphia CS,Philadelphia,4022022.0,,,,,,,,,,754289.0,48444.0,,60267.0,,,598718.0,,,,,,,,,,,,,,1505946.0,928284.0,,,,,,71080.0,54994.0,,,,,,
4.0,126513160.0,Christopher Columbus CS,Philadelphia,3055041.74,,,,,,,,,,850633.25,55688.55,,67703.46,,,,,,,,,,,,,,,,,821807.18,1168398.4,,,,,,38919.0,44108.1,7783.8,,,,,
4.0,126512840.0,Community Academy of Philadelphia CS,Philadelphia,7065664.0,,,,,,,,,,1190367.0,77695.0,51625.0,94687.0,,,1143250.0,,,,,,,,,,,,,,2304943.0,2011013.0,,,,,,67338.0,73353.0,51393.0,,,,,
4.0,103519376.0,Daroff CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,126516724.0,Deep Roots CS,Philadelphia,1798668.0,,,,,,,,,,356942.0,18494.0,,28637.0,,,,,,,,,,,,,,,,,435101.0,942436.0,,,,,,,17058.0,,,,,,
4.0,126510011.0,Discovery CS,Philadelphia,2736432.0,,,,,,,,,,592573.0,39244.0,,47548.0,,,,,,,,,,,,,,,,,729160.0,1063297.0,,,264610.0,,,,,,,,,,
4.0,126513440.0,Esperanza Academy CS,Philadelphia,11224226.0,,,,,,,,315073.0,,1579450.0,102748.0,83245.0,119678.0,,,1231912.0,,,,,,,,,,,,,,3731440.0,3630634.0,,,428425.0,,1250.0,,,,,,371.0,,
4.0,126511563.0,Esperanza Cyber CS,Philadelphia,6108989.0,,,,,,,,210758.0,,1029529.0,61525.0,39597.0,81892.0,,,,,,,,,,302468.0,,,,,,,1447285.0,2930819.0,,,,,,,,,5116.0,,,,
4.0,126513100.0,Eugenio Maria De Hostos CS,Philadelphia,3028660.0,,,,,,,,147956.0,,441693.0,30777.0,12029.0,35859.0,,,406939.0,,,,,,,,,,,,1953088.0,,,,,,,,,,,,,,319.0,,
4.0,100510000.0,First Philadelphia Preparatory CS,Philadelphia,10457195.0,,,,,,,,,,1785550.0,116416.0,17816.0,142029.0,,,,,,,,,,,,,,,,,4155393.0,4239991.0,,,,,,,,,,,,,
4.0,126510021.0,Folk Arts-Cultural Treasures CS,Philadelphia,2381920.0,,,,,,,,,,449764.0,,28343.0,30627.0,35343.0,,,,50341.0,,,,,,,,,,,,567092.0,1077644.0,122766.0,,,,,,,,,,20000.0,,
4.0,147513703.0,Franklin Towne Charter Elementary School,Philadelphia,4906451.0,,,,,,,,172438.0,1620.0,917454.0,60312.0,,72977.0,,,,,,,,,,,,,,,,,1237247.0,2379546.0,,,,,,16081.0,16826.0,31950.0,,,,,
4.0,126513450.0,Franklin Towne CHS,Philadelphia,6033319.0,,,,,,,,194791.0,,1213593.0,80330.0,,96534.0,,,498271.0,,,,,,,,,,,,,,1274197.0,2445058.0,,,,,,148123.0,49051.0,33371.0,,,,,
4.0,126518547.0,Frederick Douglass Mastery CS,Philadelphia,3946453.0,,,,,,,,159665.0,,650347.0,37638.0,,51731.0,,,,,,,,,,,,,,,,,762782.0,2089311.0,,,,,,164185.0,18760.0,12034.0,,,,,
4.0,126513270.0,Freire CS,Philadelphia,6215792.7,,,,,,,,273559.59,,936933.18,59525.81,,387928.84,,,,,,,,,,16000.0,,,,,,,1696384.0,2845461.28,,,,,,,,,,,,,
4.0,126513380.0,Global Leadership Academy CS,Philadelphia,3693805.61,,,,,,,,,,634399.49,38878.0,,49059.0,,,,,,,,,,,,,,,,-26193.56,1195510.17,1655892.53,,,,,,113482.38,9851.51,22926.09,,,,,
4.0,126518004.0,Global Leadership Academy CS Southwest at Huey,Philadelphia,2999403.06,,,,,,,,106443.0,,537474.0,33899.0,,42753.0,,,,,,,,,,,,,,,,,1089757.89,1049227.19,,,,,,98218.01,25533.75,16097.22,,,,,
4.0,126510005.0,Green Woods CS,Philadelphia,2733594.0,,,,,,,,,,650347.0,42998.0,,51731.0,,,119403.0,,,,,,,,,,,,,,205133.0,1477135.0,,,,,,106043.0,52804.0,28000.0,,,,,
4.0,126512850.0,Harambee Institute of Science and Technology CS,Philadelphia,2924612.0,,,,,,,,,,540908.0,35451.0,,535057.0,,,,,,,,,,,,,,,1799300.0,13239.0,,,,,,,,,,,,,657.0,,
4.0,126512980.0,Imhotep Institute CHS,Philadelphia,3090642.0,,,,,,,113292.0,117088.0,,552982.0,37036.0,,44110.0,,,,,,,,,,,,,,,,,1206693.0,944274.0,,,,,,45637.0,14765.0,14765.0,,,,,
4.0,126513510.0,Independence CS,Philadelphia,4779382.0,,,,,,,,,,756496.0,53060.0,,261417.0,,,,,,,,,,,,,,,,,1773062.0,1818710.0,,,,,,112915.0,2187.0,,1535.0,,,,
4.0,126512039.0,Independence CS West,Philadelphia,3075184.0,,,,,,,,,,758969.0,52840.0,,233970.0,,,,,,,,,,,,,,,,,1217229.0,603889.0,,,,,,202831.0,5148.0,,308.0,,,,
4.0,126513070.0,Inquiry CS,Philadelphia,2112949.0,,,,,,,,59608.0,,255493.0,16733.0,,20323.0,,,339961.0,,,,,,,,,,,,,,450011.0,876563.0,,,,,,51297.0,20947.0,20947.0,1066.0,,,,
4.0,133513315.0,John B Stetson CS,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,182514568.0,Keystone Academy CS,Philadelphia,2980745.0,,,,,,,,,,618020.0,42069.0,,47600.0,,,,,,,,,,,,,,,,,2048114.0,205293.0,,,,,,3156.0,,16466.0,,,,27.0,
4.0,126514864.0,KIPP DuBois CS,Philadelphia,3120117.0,,126258.0,,,,,,169245.0,,502039.0,31927.0,,30897.0,,,,,,,,,,,,,,,,274803.0,1177123.0,792407.0,15155.0,,,,,,,,263.0,,,,
4.0,126514059.0,KIPP North Philadelphia CS,Philadelphia,2638128.0,,202107.0,,,,,,75593.0,,648356.0,36445.0,,35639.0,,,,,,,,,,,,,,,1639988.0,,,,,,,,,,,,,,,,
4.0,126510013.0,KIPP Philadelphia CS,Philadelphia,5052964.0,,203121.0,,,,,,180748.0,,820680.0,14198.0,,13856.0,,,,,,,,,,,,,,,,,1929832.0,1302756.0,587275.0,,,,,,,,498.0,,,,
4.0,126515362.0,KIPP Philadelphia Octavius Catto CS,Philadelphia,230845.0,,230845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,126515492.0,KIPP West Philadelphia CS,Philadelphia,4977455.0,,200711.0,,,,,,137932.0,,826250.0,52393.0,,58912.0,,,,,,,,,,,,,,,,,1710657.0,1342478.0,647676.0,,,,,,,,446.0,,,,
4.0,126513110.0,Laboratory CS,Philadelphia,3605884.0,,,,,,,,,,567862.0,30173.0,2632.0,53298.0,,,,,,,,,,,,,,,,,1199032.0,1648798.0,,,,,,13500.0,33662.0,56927.0,,,,,
4.0,126519476.0,Lindley Academy CS at Birney,Philadelphia,5588984.0,,,,,,,,,,728371.0,46004.0,,54504.0,,,,,,,,,,,,,,,,,,4356871.0,,,,,,288024.0,57605.0,57605.0,,,,,
4.0,126513480.0,Mariana Bracetti Academy CS,Philadelphia,6573685.0,,,,,,,,,,1301407.0,97971.0,33404.0,117550.0,,,,,,,,,,,,,,,,,3783088.0,1154726.0,,,,,,39748.0,29584.0,,16207.0,,,,
4.0,126510014.0,Maritime Academy CS,Philadelphia,6490622.64,,,,,,,,,,873227.0,,12349.0,69460.0,51939.0,,794822.38,,230334.79,,,,,,,,,,,4605.3,307286.12,4045132.7,,,,,,67443.6,13488.7,13488.8,2198.1,,4847.15,,
4.0,126513150.0,MAST Community CS,Philadelphia,6851556.0,,,,,,,,,,1357532.0,88977.0,,96521.0,,,,,,,,,,,,,,,,,2407073.0,2699560.0,,,,,,167403.0,,31633.0,,,,2857.0,
4.0,126513117.0,MaST Community CS II,Philadelphia,7538779.0,,,,,,,,,,1492280.0,120371.0,,109140.0,,,,,,,,,,,,,,,,,1898902.0,3697286.0,,,,,,184025.0,,32427.0,,,,4348.0,
4.0,126511624.0,MaST Community CS III,Philadelphia,5849136.0,,,,,,,,,,1185465.0,76056.0,,78609.0,,,,,411113.0,,,,,,,,,,,,1951956.0,1895475.0,,,,,,217760.0,,29571.0,,,,3131.0,
4.0,126510002.0,Mastery CHS-Lenfest Campus,Philadelphia,3648330.0,,,,,,,,191598.0,,569054.0,38309.0,,45265.0,,,,,,,,,,,,,,,,,670306.0,1951067.0,,,,,,172451.0,,10280.0,,,,,
4.0,126518118.0,Mastery CS John Wister Elementary,Philadelphia,2541408.0,,,,,,,,112830.0,,479049.0,32578.0,,38106.0,,,,,,,,,,,,,,,,,,1684000.0,,,,,,143268.0,39058.0,,12519.0,,,,
4.0,126519644.0,Mastery CS-Cleveland Elementary,Philadelphia,4005786.0,,,,,,,,149021.0,,676476.0,44704.0,,53810.0,,,,,,,,,,,,,,,,,399158.0,2452079.0,,,,,,202592.0,19443.0,8503.0,,,,,
4.0,126511748.0,Mastery CS-Clymer Elementary,Philadelphia,2761243.0,,,,,,,,91541.0,,482289.0,28188.0,,38363.0,,,,,,,,,,,,,,,,,304506.0,1668837.0,,,,,,130343.0,,4135.0,13041.0,,,,
4.0,126518795.0,Mastery CS-Francis D. Pastorius Elementary,Philadelphia,3505355.0,,,,,,,,158601.0,,608313.0,41377.0,,47805.0,,,,,,,,,,,,,,,,,476944.0,2008318.0,,,,,,162793.0,,1204.0,,,,,
4.0,126513734.0,Mastery CS-Gratz Campus,Philadelphia,7403923.0,,,,,,,,437482.0,,1282788.0,73306.0,,102538.0,,,,,,,,,,,,,,,,,1281580.0,3837363.0,,,,,,360553.0,,5513.0,22800.0,,,,
4.0,126513290.0,Mastery CS-Hardy Williams,Philadelphia,5949381.0,,,,,,,,282075.0,,1108573.0,75169.0,,88181.0,,,,,,,,,,,,,,,,,1663517.0,2435563.0,,,,,,281539.0,,13227.0,1537.0,,,,
4.0,126516457.0,Mastery CS-Harrity Campus,Philadelphia,4287886.0,,,,,,,,145827.0,,778093.0,51729.0,,61892.0,,,,,,,,,,,,,,,,,46192.0,2911306.0,,,,,,202528.0,65460.0,8643.0,16216.0,,,,
4.0,126519433.0,Mastery CS-Mann Campus,Philadelphia,2862284.0,,,,,,,,106443.0,,519697.0,33899.0,,41339.0,,,,,,,,,,,,,,,,,439006.0,1550750.0,,,,,,154903.0,13974.0,2273.0,,,,,
4.0,151514721.0,Mastery CS-Pickett Campus,Philadelphia,4998835.0,,,,,,,,245884.0,,876876.0,59661.0,,67212.0,,,,,,,,,,,,,,,387764.0,,,3127309.0,,,,,,189108.0,11864.0,19987.0,13170.0,,,,
4.0,126510022.0,Mastery CS-Shoemaker Campus,Philadelphia,4103615.0,,,,,,,,211822.0,,724862.0,48911.0,,57659.0,,,,,,,,,,,,,,,,,818970.0,2033673.0,,,,,,167942.0,20051.0,7368.0,12357.0,,,,
4.0,126517286.0,Mastery CS-Smedley Campus,Philadelphia,4738304.0,,,,,,,,185212.0,,734545.0,48856.0,,58429.0,,,,,,,,,,,,,,,,,870873.0,2637996.0,,,,,,184213.0,,7409.0,10771.0,,,,
4.0,126510023.0,Mastery CS-Thomas Campus,Philadelphia,7130954.0,,,,,,,,250142.0,,1236820.0,79307.0,,98381.0,,,,,,,,,,,,,,,,,1681542.0,3394621.0,,,,,,351614.0,,19106.0,19421.0,,,,
4.0,126517643.0,Mastery Prep Elementary CS,Philadelphia,2908899.0,,,,,,,,74510.0,,526876.0,34556.0,,35104.0,,,,,,,,,,,,,,,,,261548.0,1863836.0,,,,,,81083.0,31203.0,183.0,,,,,
4.0,126513230.0,Math Civics and Sciences CS,Philadelphia,1464263.0,,,,,,,,,,907756.0,90438.0,,144775.0,,,,,,,,,,,,,,,321294.0,,,,,,,,,,,,,,,,
4.0,126519392.0,Memphis Street Academy CS @ JP Jones,Philadelphia,2580254.0,,,,,,,,,,608396.0,34353.0,,50573.0,,,,,,,,,,,,,,,,,1511613.0,243523.0,,,,,,34403.0,79425.0,17968.0,,,,,
4.0,126513000.0,Multicultural Academy CS,Philadelphia,654158.52,,,,,,,,65994.92,,251695.0,15865.0,,20021.0,,,,,,,,,,,,,,,,,300582.6,,,,,,,,,,,,,,
4.0,126513420.0,New Foundations CS,Philadelphia,8947193.0,,,,,,,,175632.0,,1422633.0,150830.0,,113223.0,,,,,,,,,,,,,,,,,2832635.0,3909395.0,,,,,,169867.0,113496.0,59482.0,,,,,
4.0,126510019.0,Northwood Academy CS,Philadelphia,4155915.0,,,,,,,,141570.0,,806450.0,37220.0,,64148.0,,,,,,,,,,,,,,,341193.0,,1580281.0,1150928.0,,,,,,24159.0,4983.0,4983.0,,,,,
4.0,126513452.0,Olney Charter High School,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,173515368.0,Pan American Academy CS,Philadelphia,4367491.0,,,,,,,,192663.0,2340.0,708414.0,46892.0,33202.0,56350.0,,,628897.0,,,,,,,,,,,,,,119619.0,2341087.0,,,,,,179119.0,34690.0,23411.0,807.0,,,,
4.0,126510004.0,People for People CS,Philadelphia,3194440.0,,,,,,,,139441.0,180.0,505180.0,33459.0,,40184.0,,,496231.0,,,,,,,,,,,,,,8988.0,1970777.0,,,,,,,,,,,,,
4.0,126513280.0,Philadelphia Academy CS,Philadelphia,7158456.32,,,,,,,,,,1074905.0,70577.0,11135.0,498520.19,,,,,,,,,,,,,,,,,2247301.28,3092375.0,,,,,,116724.45,23344.95,23344.95,,,31.94,196.56,
4.0,126510009.0,Philadelphia Electrical & Tech CHS,Philadelphia,4690895.34,,,,,,,,153278.53,,581542.0,38511.0,,295261.08,,,120267.78,,,,,,,,,,,,,,301700.53,3087213.31,,,,,,73738.07,19691.46,19691.58,,,,,
4.0,126510929.0,Philadelphia Hebrew Public CS,Philadelphia,2264632.0,,,,,,,,,,405751.0,26440.0,,25865.0,,,431923.0,,,,,,,,,,,,,,516299.0,787827.0,,,,,,36891.0,12689.0,20947.0,,,,,
4.0,126510016.0,Philadelphia Montessori CS,Philadelphia,731494.0,,,,,,,,56415.0,540.0,215702.0,14823.0,,15677.0,,,,,,,,,,,,,,,,,250982.0,177355.0,,,,,,,,,,,,,
4.0,126513400.0,Philadelphia Performing Arts CS,Philadelphia,12658785.0,,,,,,,,,,2303886.0,164662.0,29623.0,188672.0,,,,,,,,,,,,,,,,,6269852.0,3231769.0,,,,,,251226.0,164747.0,,40869.0,,1992.0,11487.0,
4.0,126512960.0,Preparatory CS of Mathematics Science Tech and Careers,Philadelphia,3390826.54,,,,,,,,120281.07,,589377.0,35877.0,,46881.0,,,,,,,,,,,,,,,,,653171.7,1903659.66,,,,,,18754.88,256.66,22567.57,,,,,
4.0,126510008.0,Richard Allen Preparatory CS,Philadelphia,2510198.0,,,,,,,,,,400657.0,25817.0,,275269.0,,,249738.0,,,,,,,,,,,,,,539102.0,1006927.0,,,,,,,12688.0,,,,,,
4.0,126510001.0,Russell Byers CS,Philadelphia,3779310.0,,,,,,,,,,670671.0,44711.0,,222254.0,,,305278.0,,,,,,,,,,,,,,1010927.0,1401608.0,,,,,,86505.0,37356.0,,,,,,
4.0,114514135.0,Sankofa Freedom Academy CS,Philadelphia,3479790.55,,,,,,,,137312.01,,625364.0,42041.0,,49883.0,,,,,,,,,,,,,,,,,1304787.6,1082545.6,,,,,93141.0,101521.23,25208.53,17986.58,,,,,
4.0,108515107.0,Southwest Leadership Academy CS,Philadelphia,2706375.0,,,,,,,,,,732034.0,32238.0,,27993.0,,,,,,,,,,,,,,,,,795024.0,1119086.0,,,,,,,,,,,,,
4.0,192518422.0,Tacony Academy CS,Philadelphia,7562154.0,,,,,,,,,,1027839.0,67804.0,,82677.0,,,,,,,,,,,,,,,,,802971.0,5344054.0,,,,,,68795.0,84007.0,84007.0,,,,,
4.0,126511530.0,TECH Freire CS,Philadelphia,2959513.01,,,,,,,,120281.07,,465874.26,29207.51,,362580.68,,,,,,,,,,,,,,,,,885960.0,1095609.49,,,,,,,,,,,,,
4.0,126515691.0,The Philadelphia CS for Arts and Sciences at HR Edmunds,Philadelphia,5287691.0,,,,,,,,,,943269.0,50117.0,10204.0,64460.0,,,,,,,,,,,,,,,,,2143132.0,1867747.0,,,,,,136425.0,,,1460.0,,60000.0,10877.0,
4.0,126512674.0,Universal Alcorn CS,Philadelphia,3162179.11,,,,,,,,,,508129.66,29496.08,4339.0,39953.08,,,455176.34,,,,,,,,,,,,,,1062875.08,980273.85,,,,,,,39438.01,42498.01,,,,,
4.0,126519434.0,Universal Audenried CS,Philadelphia,3405435.07,,,,,,,,,,538971.0,34794.0,10029.7,42494.0,,411264.0,228976.25,,,,,,,,,,,,,,1324936.9,613809.03,,,,,,73906.33,43892.4,45386.4,,36975.06,,,
4.0,126517442.0,Universal Creighton CS,Philadelphia,3779584.0,,,,,,,,118152.2,,725834.0,44697.0,26521.0,57734.7,,,,,,,,,,,,,,,,,689183.68,1714227.46,,,,,,288024.0,57604.92,57605.04,,,,,
4.0,126513210.0,Universal Institute CS,Philadelphia,4916926.37,,,,,,,,,,577870.6,39190.0,7231.0,45966.0,,,1754247.61,,,,,,,,,,,,,,1207255.61,1152900.71,,,,,,34074.14,49095.01,49095.69,,,,,
4.0,126513415.0,Universal Vare CS,Philadelphia,1595194.34,,,,,,,,,,260168.0,11022.0,2087.11,22683.0,,,122540.21,,,,,,,,,,,,,,296377.15,788326.55,,,,,,58847.83,8019.48,25123.01,,,,,
4.0,126513020.0,West Oak Lane CS,Philadelphia,8927779.0,,,,,,,,,,960322.0,54247.0,,77223.0,,,,,,,,,,,,,,,,,2088364.0,5249995.0,,,,,,412398.0,2750.0,82480.0,,,,,
4.0,126510006.0,West Phila. Achievement CES,Philadelphia,3990851.0,,,,,,,,73446.0,,587231.0,40159.0,,46711.0,,,574875.0,,,,,,,,,,,,,,1366939.0,967735.0,,,,,,171021.0,37169.0,34394.0,,91171.0,,,
4.0,126510007.0,Wissahickon CS,Philadelphia,5129221.0,,,,,,,,227789.0,,905840.0,59920.0,,72054.0,,,673349.0,,,,,,,,,,,,,,1177486.0,1879778.0,,,,,,102719.0,30286.0,,,,,,
4.0,126513250.0,Young Scholars CS,Philadelphia,1768331.93,,,,,,,,,,267331.0,16956.0,,21264.0,,,,,,,,,,,,,,,,,538936.75,863305.26,,,,,,46821.3,6030.19,7687.43,,,,,
4.0,126512870.0,Youth Build Phila CS,Philadelphia,3747154.0,,,,,,651621.0,,47900.0,,75000.0,,,,,2070191.0,,,,,,,,,,,,,,,,,,,,,893848.0,,,,,,8594.0,,
4.0,129544907.0,Gillingham Charter School,Schuylkill,380707.95,,,,,,,,,,77964.0,9963.0,,10000.0,,,187183.84,,,,,,,,,,,,,,29962.89,64310.56,,,,,,1023.66,300.0,,,,,,
4.0,105620001.0,Tidioute Community CS,Warren,829630.82,,23340.35,,,,,,,,101349.03,11558.24,,8840.94,,,,,,,,,,,,,,,,,,668541.71,,,,,,,7637.99,5047.1,3315.46,,,,
4.0,101636920.0,California Academy of Learning CS,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,107653040.0,Dr Robert Ketterer CS Inc,Westmoreland,1391294.0,,,,,,,,,,723810.0,4572.0,,10000.0,,,,,,,,,,,,,,,,,108845.0,,,,,,,6790.0,964.0,964.0,,517979.0,7932.0,9438.0,
4.0,112673300.0,Crispus Attucks CS,York,1619999.51,,815293.33,,,,,,23240.0,,122721.0,2789.0,10000.0,,,,50566.1,,,,,,,,,,,,,,,,,,,,595390.08,,,,,,,,
4.0,112673500.0,Lincoln CS,York,3378108.58,,,,,,,,132179.36,,457273.0,30276.0,35024.0,37966.0,,,745007.37,,,,,,,,,,,,,,492710.61,1256536.7,22750.0,,,,,138559.14,18222.78,11603.62,,,,,
4.0,189670676.0,York Academy Regional CS,York,2480385.19,,,,,,247461.16,,,1458.0,511842.3,66092.95,,65309.87,,,,,,,,,,,,,,,,,1038697.22,510997.12,,,,,,408.5,11011.6,10116.7,2975.4,,,,14014.37
6.0,113363705.0,Lancaster County Academy,Lancaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,112679205.0,York Adams Academy,York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,School District,,2411029275.629999,3716854.5300000003,3805392.0799999996,96541.78,55907.9,128700.5,68689447.05,36360.0,9324918.340000002,672739.94,549148208.1400002,61036755.060000025,11804987.889999999,54975045.66999999,2026608.69,5818271.46,0.0,2148839.79,414054.4,124095.0,141180.51,521684.77,8697.88,91499466.21000001,5111543.959999999,36710884.65,2950965.44,140485.94,7769863.270000003,2337939.3000000007,323708273.95999974,981324069.6899995,424772.14,1524774.8499999999,8884660.89,8937.33,4019675.730000001,48950153.249999985,11940120.719999995,8460899.189999998,4366118.579999999,6783328.970000001,78504694.63,10257282.979999987,655072.5700000001
,,AVTS / CTC,,51831916.83999998,0.0,719612.8,57688.0,0.0,0.0,4692624.98,0.0,0.0,0.0,0.0,0.0,694.74,564667.0,0.0,20636793.79,0.0,0.0,0.0,0.0,174539.0,0.0,913058.85,2551757.44,0.0,0.0,0.0,0.0,247975.0,405287.66,0.0,1677157.33,1510877.92,0.0,0.0,0.0,4774148.43,0.0,0.0,0.0,459896.98,12445104.98,0.0,31.94,0.0
,,Charter School,,560739284.0200001,0.0,1817314.68,522305.0,0.0,0.0,3379426.1900000004,113292.0,11352447.219999999,23475.0,107744971.61999999,7890442.489999999,847552.7299999999,12311087.749999996,178051.66999999998,2481455.0,18531424.07,0.0,691788.79,0.0,0.0,0.0,0.0,442924.0,0.0,0.0,0.0,0.0,12534176.17,266453.74,121283015.73000002,233128918.06000003,1408372.0,11128.75,741791.0,0.0,1623096.08,13623396.890000002,2715257.209999999,2331412.1900000004,470299.24000000005,1081686.51,890730.2999999999,287577.56999999995,14014.37
,,Special Program Jointure,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
