AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)",Act 1 Earned Income 6131,Total Act 511 Flat 6140,"Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Total Act 511 Proportional
6150","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168",Current Mercantile 6169
110173003.0,Glendale SD,Clearfield,406479.9,,14804.740000000002,9627.6,5177.14,,,,,391675.16000000003,372513.65,,19161.51,,,,,,0.0,,,,,,
110173504.0,Harmony Area SD,Clearfield,181116.19,,9736.630000000001,5016.6,,4720.03,,,,171379.56,151737.42,,19642.14,,,,,,0.0,,,,,,
110175003.0,Moshannon Valley SD,Clearfield,568747.73,,14422.1,14422.1,,,,,,554325.63,487969.58,,66356.05,,,,,,0.0,,,,,,
110177003.0,Philipsburg-Osceola Area SD,Clearfield,1211096.8300000003,,24835.1,24835.1,,,,,,1186261.7300000002,1098917.62,,87344.11,,,,,,0.0,,,,,,
110179003.0,West Branch Area SD,Clearfield,645963.7,,40998.86,16483.0,15378.96,9136.9,,,,604964.84,579144.35,,25820.49,,,,,,0.0,,,,,,
110183602.0,Keystone Central SD,Clinton,6439062.05,,67347.67,,,67347.67,,,,6371714.38,5478803.39,,323967.65,,,,568943.34,,0.0,,,,,,
116191004.0,Benton Area SD,Columbia,1140310.97,,12750.0,12750.0,,,,,,1127560.97,1084990.95,,42570.02,,,,,,0.0,,,,,,
116191103.0,Berwick Area SD,Columbia,2424881.4600000004,,152092.93,36105.7,67654.4,48332.83,,,,2272788.5300000003,2099414.43,,173374.1,,,,,,0.0,,,,,,
116191203.0,Bloomsburg Area SD,Columbia,3388419.48,,77979.95999999999,27452.1,,50527.86,,,,3310439.52,3043843.18,,266596.34,,,,,,0.0,,,,,,
116191503.0,Central Columbia SD,Columbia,3774451.82,,41874.89,41874.89,,,,,,3732576.9299999997,3588658.59,,143918.34,,,,,,0.0,,,,,,
116195004.0,Millville Area SD,Columbia,1304600.0,,0.0,,,,,,,1304600.0,1245224.0,,59376.0,,,,,,0.0,,,,,,
116197503.0,Southern Columbia Area SD,Columbia,3531695.4800000004,2411284.49,0.0,,,,,,,1120410.99,1021529.31,,98881.68,,,,,,0.0,,,,,,
105201033.0,Conneaut SD,Crawford,1627687.59,,44998.6,44998.6,,,,,,1582688.99,1371405.2,,211283.79,,,,,,0.0,,,,,,
105201352.0,Crawford Central SD,Crawford,3083154.62,,0.0,,,,,,,3083154.62,2689287.08,,393867.54,,,,,,0.0,,,,,,
105204703.0,Penncrest SD,Crawford,2156857.9099999997,,67082.27,67082.27,,,,,,2089775.64,1954457.45,,135318.19,,,,,,0.0,,,,,,
115210503.0,Big Spring SD,Cumberland,4798728.9,,93340.12,59548.3,,33791.82,,,,4705388.78,4437514.79,,267873.99,,,,,,0.0,,,,,,
115211003.0,Camp Hill SD,Cumberland,3842902.4999999995,,104387.42000000001,45389.48,,58997.94,,,,3738515.0799999996,3599585.28,,138929.8,,,,,,0.0,,,,,,
115211103.0,Carlisle Area SD,Cumberland,8715221.91,,0.0,,,,,,,8715221.91,7693144.76,,1022077.15,,,,,,0.0,,,,,,
115211603.0,Cumberland Valley SD,Cumberland,21931652.0,,190516.0,,,190516.0,,,,21741136.0,19394777.0,,2346359.0,,,,,,0.0,,,,,,
115212503.0,East Pennsboro Area SD,Cumberland,5706207.029999999,,56873.81,,,56873.81,,,,5649333.22,5403922.6,,245410.62,,,,,,0.0,,,,,,
115216503.0,Mechanicsburg Area SD,Cumberland,9819041.459999999,,53423.18,,,53423.18,,,,9765618.28,9089247.84,,676370.44,,,,,,0.0,,,,,,
115218003.0,Shippensburg Area SD,Cumberland,4468886.199999999,,143017.8,54982.6,,88035.2,,,,4325868.399999999,4044184.05,,281684.35,,,,,,0.0,,,,,,
115218303.0,South Middleton SD,Cumberland,4407591.24,,172711.13,,,172711.13,,,,4234880.11,3709808.06,,525072.05,,,,,,0.0,,,,,,
115221402.0,Central Dauphin SD,Dauphin,37280213.26,35738447.91,0.0,,,,,,,1541765.35,,,1541765.35,,,,,,0.0,,,,,,
115221753.0,Derry Township SD,Dauphin,8435818.1,,1904940.41,,1763255.0,141685.41,,,,6530877.6899999995,4423089.13,,700517.39,1407271.17,,,,,0.0,,,,,,
115222504.0,Halifax Area SD,Dauphin,1656552.45,,765933.8,22728.8,743205.0,,,,,890618.6499999999,824740.83,,65877.82,,,,,,0.0,,,,,,
115222752.0,Harrisburg City SD,Dauphin,6840990.6899999995,,817898.14,,591252.0,226646.14,,,,6023092.55,3437065.77,,430440.83,290977.74,,,1864608.21,,0.0,,,,,,
115224003.0,Lower Dauphin SD,Dauphin,7779826.95,,115585.20000000001,74403.35,,41181.85,,,,7664241.75,3626986.19,2344295.0,1692960.56,,,,,,0.0,,,,,,
115226003.0,Middletown Area SD,Dauphin,5392755.800000001,,53132.49,,,53132.49,,,,5339623.3100000005,4539689.25,,218877.04,,,,,581057.02,0.0,,,,,,
115226103.0,Millersburg Area SD,Dauphin,1260566.97,,17710.8,17710.8,,,,,,1242856.17,625228.39,552858.64,64769.14,,,,,,0.0,,,,,,
115228003.0,Steelton-Highspire SD,Dauphin,1022328.27,,290343.88,11939.61,278404.27,,,,,731984.39,694780.76,,37203.63,,,,,,0.0,,,,,,
115228303.0,Susquehanna Township SD,Dauphin,6199794.800000001,,146418.44,59537.8,,86880.64,,,,6053376.36,3350868.34,2018524.2,683983.82,,,,,,0.0,,,,,,
115229003.0,Upper Dauphin Area SD,Dauphin,1672282.69,,26019.1,26019.1,,,,,,1646263.5899999999,809682.17,776326.0,60255.42,,,,,,0.0,,,,,,
125231232.0,Chester-Upland SD,Delaware,456125.0,,0.0,,,,,,,456125.0,,,456125.0,,,,,,0.0,,,,,,
125231303.0,Chichester SD,Delaware,511215.7,,0.0,,,,,,,511215.7,,,511215.7,,,,,,0.0,,,,,,
125234103.0,Garnet Valley SD,Delaware,1089204.0,,0.0,,,,,,,1089204.0,,,1089204.0,,,,,,0.0,,,,,,
125234502.0,Haverford Township SD,Delaware,1230788.5,,0.0,,,,,,,1230788.5,,,1230788.5,,,,,,0.0,,,,,,
125235103.0,Interboro SD,Delaware,1132935.43,,0.0,,,,,,,1132935.43,,,610525.58,,,,,522409.85,0.0,,,,,,
125235502.0,Marple Newtown SD,Delaware,1425985.47,,0.0,,,,,,,1425985.47,,,1425985.47,,,,,,0.0,,,,,,
125236903.0,Penn-Delco SD,Delaware,3262659.3600000003,,0.0,,,,,,,3262659.3600000003,2786402.35,,476257.01,,,,,,0.0,,,,,,
125237603.0,Radnor Township SD,Delaware,1654633.02,,111662.23,,,111662.23,,,,1542970.79,,,1542970.79,,,,,,0.0,,,,,,
125237702.0,Ridley SD,Delaware,395160.0,,0.0,,,,,,,395160.0,,,395160.0,,,,,,0.0,,,,,,
125237903.0,Rose Tree Media SD,Delaware,1586957.56,,261342.25,83586.7,,177755.55,,,,1325615.31,,,1325615.31,,,,,,0.0,,,,,,
125238402.0,Southeast Delco SD,Delaware,331785.41,,0.0,,,,,,,331785.41,,,331785.41,,,,,,0.0,,,,,,
125238502.0,Springfield SD,Delaware,1617151.0,,0.0,,,,,,,1617151.0,,,838913.0,,,,778238.0,,0.0,,,,,,
125239452.0,Upper Darby SD,Delaware,1258420.66,,0.0,,,,,,,1258420.66,,,1258420.66,,,,,,0.0,,,,,,
125239603.0,Wallingford-Swarthmore SD,Delaware,639528.0,,52994.0,52994.0,,,,,,586534.0,,,586534.0,,,,,,0.0,,,,,,
125239652.0,William Penn SD,Delaware,295603.65,,0.0,,,,,,,295603.65,,,295603.65,,,,,,0.0,,,,,,
109243503.0,Johnsonburg Area SD,Elk,601175.5,,19539.76,19539.76,,,,,,581635.74,410258.46,159936.78,11440.5,,,,,,0.0,,,,,,
109246003.0,Ridgway Area SD,Elk,906561.8200000001,,31677.120000000003,16785.88,,14891.24,,,,874884.7000000001,572282.03,265316.63,37286.04,,,,,,0.0,,,,,,
109248003.0,Saint Marys Area SD,Elk,3320246.4899999998,,93651.75,29353.2,,64298.55,,,,3226594.7399999998,1969756.92,1133964.47,122873.35,,,,,,0.0,,,,,,
105251453.0,Corry Area SD,Erie,1033205.36,,27340.6,27340.6,,,,,,1005864.76,915842.89,,90021.87,,,,,,0.0,,,,,,
105252602.0,Erie City SD,Erie,7475597.23,,254723.18,,,254723.18,,,,7220874.050000001,6670920.73,,549953.32,,,,,,0.0,,,,,,
105253303.0,Fairview SD,Erie,1959274.0,,23038.0,,,23038.0,,,,1936236.0,1713847.0,,222389.0,,,,,,0.0,,,,,,
105253553.0,Fort LeBoeuf SD,Erie,1723552.07,,107732.43,28889.32,,78843.11,,,,1615819.6400000001,1390652.56,,225167.08,,,,,,0.0,,,,,,
105253903.0,General McLane SD,Erie,1775484.1800000002,,32226.25,,,32226.25,,,,1743257.9300000002,1572070.8,,171187.13,,,,,,0.0,,,,,,
105254053.0,Girard SD,Erie,1173594.97,,83919.7,26654.0,34960.81,22304.89,,,,1089675.27,984341.92,,105333.35,,,,,,0.0,,,,,,
105254353.0,Harbor Creek SD,Erie,1965784.75,,29192.01,,,29192.01,,,,1936592.74,1703728.55,,232864.19,,,,,,0.0,,,,,,
105256553.0,Iroquois SD,Erie,643735.37,,72689.13,33871.0,,38818.13,,,,571046.24,571046.24,,,,,,,,0.0,,,,,,
105257602.0,Millcreek Township SD,Erie,8302567.300000001,,133408.27000000002,,,130528.27,,2880.0,,8169159.03,7194518.95,,974640.08,,,,,,0.0,,,,,,
105258303.0,North East SD,Erie,1229692.07,,0.0,,,,,,,1229692.07,1087442.5,,142249.57,,,,,,0.0,,,,,,
105258503.0,Northwestern SD,Erie,882216.77,,38447.46,38447.46,,,,,,843769.31,784722.0,,59047.31,,,,,,0.0,,,,,,
105259103.0,Union City Area SD,Erie,519916.74000000005,,14635.45,14635.45,,,,,,505281.29000000004,459229.76,,46051.53,,,,,,0.0,,,,,,
105259703.0,Wattsburg Area SD,Erie,1232811.8599999999,,42422.51,30240.83,,12181.68,,,,1190389.3499999999,1107954.9,,82434.45,,,,,,0.0,,,,,,
101260303.0,Albert Gallatin Area SD,Fayette,2033989.3599999999,,62656.24,32211.3,,30444.94,,,,1971333.1199999999,1856969.42,,114363.7,,,,,,0.0,,,,,,
101260803.0,Brownsville Area SD,Fayette,936897.81,,42735.1,21232.6,,21502.5,,,,894162.7100000001,835097.3,,59065.41,,,,,,0.0,,,,,,
101261302.0,Connellsville Area SD,Fayette,2999034.74,,0.0,,,,,,,2999034.74,2809654.37,,189380.37,,,,,,0.0,,,,,,
101262903.0,Frazier SD,Fayette,844210.07,,23832.73,17403.3,,6429.43,,,,820377.34,777891.95,,42485.39,,,,,,0.0,,,,,,
101264003.0,Laurel Highlands SD,Fayette,3023924.01,,119109.92,17866.85,,87112.49,,14130.58,,2904814.09,2073409.78,,274887.78,,,,556516.53,,0.0,,,,,,
101268003.0,Uniontown Area SD,Fayette,2530888.9,,114092.4,45709.72,,68382.68,,,,2416796.5,1644613.39,,159522.94,,,,612660.17,,0.0,,,,,,
106272003.0,Forest Area SD,Forest,424070.74,,14813.19,,,14813.19,,,,409257.55,308437.93,,100819.62,,,,,,0.0,,,,,,
112281302.0,Chambersburg Area SD,Franklin,17282525.0,9288764.0,356879.0,,,356879.0,,,,7636882.0,6634832.0,,1002050.0,,,,,,0.0,,,,,,
112282004.0,Fannett-Metal SD,Franklin,397357.73,,12194.5,12194.5,,,,,,385163.23,350777.42,,34385.81,,,,,,0.0,,,,,,
112283003.0,Greencastle-Antrim SD,Franklin,2770802.1300000004,,61947.98,,,61947.98,,,,2708854.1500000004,2231048.14,,477806.01,,,,,,0.0,,,,,,
112286003.0,Tuscarora SD,Franklin,1990978.9200000002,,0.0,,,,,,,1990978.9200000002,1787162.09,,203816.83,,,,,,0.0,,,,,,
112289003.0,Waynesboro Area SD,Franklin,3515425.64,,346357.99999999994,63188.72,242911.11,40258.17,,,,3169067.64,2778108.27,,390959.37,,,,,,0.0,,,,,,
111291304.0,Central Fulton SD,Fulton,616758.0,,27525.0,13384.0,14141.0,,,,,589233.0,536532.0,,52701.0,,,,,,0.0,,,,,,
111292304.0,Forbes Road SD,Fulton,265650.0,,13731.0,6665.0,7066.0,,,,,251919.0,235634.0,,16285.0,,,,,,0.0,,,,,,
111297504.0,Southern Fulton SD,Fulton,454666.0,,10169.0,10169.0,,,,,,444497.0,410714.0,,33783.0,,,,,,0.0,,,,,,
101301303.0,Carmichaels Area SD,Greene,714105.5900000001,,13371.68,,,13371.68,,,,700733.91,659978.17,,40755.74,,,,,,0.0,,,,,,
101301403.0,Central Greene SD,Greene,1540733.32,,0.0,,,,,,,1540733.32,1295436.48,,245296.84,,,,,,0.0,,,,,,
101303503.0,Jefferson-Morgan SD,Greene,616298.1900000001,,14691.9,11481.5,3210.4,,,,,601606.29,521279.88,,80326.41,,,,,,0.0,,,,,,
101306503.0,Southeastern Greene SD,Greene,428880.72000000003,,3195.29,,,3195.29,,,,425685.43000000005,345668.34,,66130.59,13886.5,,,,,0.0,,,,,,
101308503.0,West Greene SD,Greene,676732.11,,0.0,,,,,,,676732.11,410929.14,,265802.97,,,,,,0.0,,,,,,
111312503.0,Huntingdon Area SD,Huntingdon,2840597.91,1224623.3,104890.29000000001,42830.8,,62059.49,,,,1511084.32,1366373.54,,144710.78,,,,,,0.0,,,,,,
111312804.0,Juniata Valley SD,Huntingdon,1130537.31,593771.42,13115.25,13115.25,,,,,,523650.63999999996,424190.49,37857.55,61602.6,,,,,,0.0,,,,,,
111316003.0,Mount Union Area SD,Huntingdon,713675.16,,20051.0,20051.0,,,,,,693624.16,628691.18,,64932.98,,,,,,0.0,,,,,,
111317503.0,Southern Huntingdon County SD,Huntingdon,687552.07,,15742.0,15742.0,,,,,,671810.07,599275.1,,72534.97,,,,,,0.0,,,,,,
128321103.0,Blairsville-Saltsburg SD,Indiana,2070166.7300000002,,56788.26,29941.65,,26846.61,,,,2013378.4700000002,1771900.34,,241478.13,,,,,,0.0,,,,,,
128323303.0,Homer-Center SD,Indiana,1084968.74,,11694.44,,,11694.44,,,,1073274.3,1016565.17,,56709.13,,,,,,0.0,,,,,,
128323703.0,Indiana Area SD,Indiana,4414568.65,,0.0,,,,,,,4414568.65,3970165.65,,444403.0,,,,,,0.0,,,,,,
128325203.0,Marion Center Area SD,Indiana,1614149.32,,0.0,,,,,,,1614149.32,1566951.29,,47198.03,,,,,,0.0,,,,,,
128326303.0,Penns Manor Area SD,Indiana,871830.78,,14866.8,14866.8,,,,,,856963.98,822657.35,,34306.63,,,,,,0.0,,,,,,
128327303.0,Purchase Line SD,Indiana,768981.4800000001,,24533.04,16762.2,,7770.84,,,,744448.4400000001,706584.68,,37863.76,,,,,,0.0,,,,,,
128328003.0,United SD,Indiana,1240235.34,,28932.31,20831.7,115.0,7985.61,,,,1211303.03,1174843.18,,36459.85,,,,,,0.0,,,,,,
106330703.0,Brockway Area SD,Jefferson,855724.22,,27826.199999999997,16325.8,,11500.4,,,,827898.02,686884.65,107593.4,33419.97,,,,,,0.0,,,,,,
106330803.0,Brookville Area SD,Jefferson,1144136.4200000002,,32709.55,,,32709.55,,,,1111426.87,1007218.74,,104208.13,,,,,,0.0,,,,,,
106338003.0,Punxsutawney Area SD,Jefferson,1898400.61,,43753.11,43753.11,,,,,,1854647.5,1455001.76,273392.76,126252.98,,,,,,0.0,,,,,,
111343603.0,Juniata County SD,Juniata,2350525.24,,196209.58,65409.6,130799.98,,,,,2154315.66,1901929.96,,228990.06,23395.64,,,,,0.0,,,,,,
119350303.0,Abington Heights SD,Lackawanna,4232891.55,,46782.6,,,46782.6,,,,4186108.95,3780717.79,,405391.16,,,,,,0.0,,,,,,
119351303.0,Carbondale Area SD,Lackawanna,928307.0,,5231.0,,5231.0,,,,,923076.0,814632.0,,108444.0,,,,,,0.0,,,,,,
119352203.0,Dunmore SD,Lackawanna,1647622.25,,35600.0,,35600.0,,,,,1612022.25,1500964.08,,111058.17,,,,,,0.0,,,,,,
119354603.0,Lakeland SD,Lackawanna,1425164.57,,16697.03,,,16697.03,,,,1408467.54,1301284.72,,107182.82,,,,,,0.0,,,,,,
119355503.0,Mid Valley SD,Lackawanna,1745756.8,,58293.26,,,58293.26,,,,1687463.54,1538256.77,,149206.77,,,,,,0.0,,,,,,
119356503.0,North Pocono SD,Lackawanna,2927195.67,,0.0,,,,,,,2927195.67,2332003.19,,595192.48,,,,,,0.0,,,,,,
119356603.0,Old Forge SD,Lackawanna,958700.6900000001,,9576.62,,,9576.62,,,,949124.0700000001,889002.81,,60121.26,,,,,,0.0,,,,,,
119357003.0,Riverside SD,Lackawanna,1747940.94,,57070.33,,,57070.33,,,,1690870.6099999999,1256425.41,,381298.89,,,,,53146.31,0.0,,,,,,
119357402.0,Scranton SD,Lackawanna,16164815.620000003,,173216.47,,173216.47,,,,,15991599.150000002,9961216.46,,412036.98,,5618345.71,,,,0.0,,,,,,
119358403.0,Valley View SD,Lackawanna,2127241.0,,32135.0,,32135.0,,,,,2095106.0,1907826.0,,187280.0,,,,,,0.0,,,,,,
113361303.0,Cocalico SD,Lancaster,3258776.6,,0.0,,,,,,,3258776.6,2938950.23,,319826.37,,,,,,0.0,,,,,,
113361503.0,Columbia Borough SD,Lancaster,874586.0900000001,,52648.69,40142.18,,12506.51,,,,821937.4,821937.4,,,,,,,,0.0,,,,,,
113361703.0,Conestoga Valley SD,Lancaster,5125592.59,,357391.49,97835.28,,259556.21,,,,4768201.1,3911610.83,,507703.27,348887.0,,,,,0.0,,,,,,
113362203.0,Donegal SD,Lancaster,2995322.01,,91251.05,57620.26,,33630.79,,,,2904070.96,2540047.18,,364023.78,,,,,,0.0,,,,,,
113362303.0,Eastern Lancaster County SD,Lancaster,4148136.26,,258190.8,97390.23,,160800.57,,,,3889945.46,3438421.06,,451524.4,,,,,,0.0,,,,,,
113362403.0,Elizabethtown Area SD,Lancaster,4189114.47,,0.0,,,,,,,4189114.47,3674499.85,,514614.62,,,,,,0.0,,,,,,
113362603.0,Ephrata Area SD,Lancaster,4113574.35,,97820.06,97820.06,,,,,,4015754.29,3494839.56,,520914.73,,,,,,0.0,,,,,,
113363103.0,Hempfield SD,Lancaster,7599021.59,,0.0,,,,,,,7599021.59,6720509.89,,878511.7,,,,,,0.0,,,,,,
113363603.0,Lampeter-Strasburg SD,Lancaster,3198494.15,,0.0,,,,,,,3198494.15,2708951.0,,489543.15,,,,,,0.0,,,,,,
113364002.0,Lancaster SD,Lancaster,7203160.840000001,,267340.86,,,267340.86,,,,6935819.98,6112867.62,,822952.36,,,,,,0.0,,,,,,
113364403.0,Manheim Central SD,Lancaster,3457550.3,,0.0,,,,,,,3457550.3,2946708.52,,510841.78,,,,,,0.0,,,,,,
113364503.0,Manheim Township SD,Lancaster,7618372.32,,220082.42,,,220082.42,,,,7398289.9,6433153.66,,965136.24,,,,,,0.0,,,,,,
113365203.0,Penn Manor SD,Lancaster,5262722.0,,0.0,,,,,,,5262722.0,4634349.0,,628373.0,,,,,,0.0,,,,,,
113365303.0,Pequea Valley SD,Lancaster,2452291.34,,0.0,,,,,,,2452291.34,2067807.99,,384483.35,,,,,,0.0,,,,,,
113367003.0,Solanco SD,Lancaster,7069878.22,,0.0,,,,,,,7069878.22,6728476.6,,341401.62,,,,,,0.0,,,,,,
113369003.0,Warwick SD,Lancaster,5502397.04,,0.0,,,,,,,5502397.04,5016688.28,,485708.76,,,,,,0.0,,,,,,
104372003.0,Ellwood City Area SD,Lawrence,1432719.24,,20081.4,,,20081.4,,,,1412637.84,1328382.56,,84255.28,,,,,,0.0,,,,,,
104374003.0,Laurel SD,Lawrence,909886.84,,39275.5,39275.5,,,,,,870611.34,830532.6,,40078.74,,,,,,0.0,,,,,,
104375003.0,Mohawk Area SD,Lawrence,1069251.01,,25492.8,25492.8,,,,,,1043758.21,944275.96,,99482.25,,,,,,0.0,,,,,,
104375203.0,Neshannock Township SD,Lawrence,1589390.28,,113450.07999999999,44972.6,,68477.48,,,,1475940.2,1342448.55,,133491.65,,,,,,0.0,,,,,,
104375302.0,New Castle Area SD,Lawrence,1519647.71,,87710.17,87710.17,,,,,,1431937.54,1316911.32,,115026.22,,,,,,0.0,,,,,,
104376203.0,Shenango Area SD,Lawrence,941717.2500000001,,53261.8,22077.95,,31183.85,,,,888455.4500000001,818545.18,,69910.27,,,,,,0.0,,,,,,
104377003.0,Union Area SD,Lawrence,467737.0,,19526.0,9878.0,,9648.0,,,,448211.0,418858.0,,29353.0,,,,,,0.0,,,,,,
104378003.0,Wilmington Area SD,Lawrence,1173398.62,,66103.01,29087.05,,37015.96,,,,1107295.61,999701.17,,107594.44,,,,,,0.0,,,,,,
113380303.0,Annville-Cleona SD,Lebanon,2177481.51,,0.0,,,,,,,2177481.51,2012346.5,,165135.01,,,,,,0.0,,,,,,
113381303.0,Cornwall-Lebanon SD,Lebanon,4537510.0,,0.0,,,,,,,4537510.0,3968993.1,,568516.9,,,,,,0.0,,,,,,
113382303.0,Eastern Lebanon County SD,Lebanon,2303505.3800000004,,44058.89,44058.89,,,,,,2259446.49,1944700.72,,314745.77,,,,,,0.0,,,,,,
113384603.0,Lebanon SD,Lebanon,1796851.84,,93203.22,22555.31,22317.8,48330.11,,,,1703648.62,1568968.81,,134679.81,,,,,,0.0,,,,,,
113385003.0,Northern Lebanon SD,Lebanon,2117700.36,,42756.88,42756.88,,,,,,2074943.48,1770288.67,,304654.81,,,,,,0.0,,,,,,
113385303.0,Palmyra Area SD,Lebanon,3501209.23,,56968.97,56968.97,,,,,,3444240.26,3005657.23,,438583.03,,,,,,0.0,,,,,,
121390302.0,Allentown City SD,Lehigh,9061103.0,,573990.0,392881.0,,181109.0,,,,8487113.0,7597435.0,,882898.0,,,,,6780.0,0.0,,,,,,
121391303.0,Catasauqua Area SD,Lehigh,1696280.9799999997,,50023.45,,,50023.45,,,,1646257.5299999998,1125363.71,,228157.43,,,,,292736.39,0.0,,,,,,
121392303.0,East Penn SD,Lehigh,9860822.57,,0.0,,,,,,,9860822.57,8670611.59,,1190210.98,,,,,,0.0,,,,,,
121394503.0,Northern Lehigh SD,Lehigh,1555330.75,,46092.46,35371.0,,10721.46,,,,1509238.29,1375745.83,,133492.46,,,,,,0.0,,,,,,
121394603.0,Northwestern Lehigh SD,Lehigh,3151542.1699999995,,46611.61,,,46611.61,,,,3104930.5599999996,2498517.84,,606412.72,,,,,,0.0,,,,,,
121395103.0,Parkland SD,Lehigh,13076836.85,,599515.74,,,599515.74,,,,12477321.11,10761297.84,,1716023.27,,,,,,0.0,,,,,,
121395603.0,Salisbury Township SD,Lehigh,3243428.6100000003,,189521.76,77516.14,,112005.62,,,,3053906.85,2183260.7,,,,870646.15,,,,0.0,,,,,,
121395703.0,Southern Lehigh SD,Lehigh,4952457.66,,52416.08,,,52416.08,,,,4900041.58,4201099.84,,698941.74,,,,,,0.0,,,,,,
121397803.0,Whitehall-Coplay SD,Lehigh,5224070.26,,140503.75,78010.4,,62493.35,,,,5083566.51,3251422.76,,426560.59,,1405583.16,,,,0.0,,,,,,
118401403.0,Crestwood SD,Luzerne,3446676.0500000003,,30229.89,,,30229.89,,,,3416446.16,3081495.96,,334950.2,,,,,,0.0,,,,,,
118401603.0,Dallas SD,Luzerne,3350470.09,,89227.23999999999,46210.0,,43017.24,,,,3261242.85,2978331.95,,282910.9,,,,,,0.0,,,,,,
118402603.0,Greater Nanticoke Area SD,Luzerne,1566236.6099999999,,20080.0,,,20080.0,,,,1546156.6099999999,1467432.63,,78723.98,,,,,,0.0,,,,,,
118403003.0,Hanover Area SD,Luzerne,1764517.0,,80589.0,26108.0,54481.0,,,,,1683928.0,1600097.0,,83831.0,,,,,,0.0,,,,,,
118403302.0,Hazleton Area SD,Luzerne,13471935.47,4469210.0,0.0,,,,,,,9002725.47,8051997.28,,950728.19,,,,,,0.0,,,,,,
118403903.0,Lake-Lehman SD,Luzerne,2056028.2399999998,,61627.46,38536.5,,22430.96,,660.0,,1994400.7799999998,1826679.88,,167720.9,,,,,,0.0,,,,,,
118406003.0,Northwest Area SD,Luzerne,960822.0,,44417.3,18584.2,25833.1,,,,,916404.7,858414.89,,57989.81,,,,,,0.0,,,,,,
118406602.0,Pittston Area SD,Luzerne,3112422.5,,79057.98,,,79057.98,,,,3033364.52,2828497.3,,204867.22,,,,,,0.0,,,,,,
118408852.0,Wilkes-Barre Area SD,Luzerne,7999515.05,,271440.86,68770.07,,202670.79,,,,7728074.1899999995,4748274.51,,706264.22,,1052779.87,,1220755.59,,0.0,,,,,,
118409203.0,Wyoming Area SD,Luzerne,2263801.27,,91146.87,67080.93,,24065.94,,,,2172654.4,1959227.32,,213427.08,,,,,,0.0,,,,,,
118409302.0,Wyoming Valley West SD,Luzerne,5698535.24,,122154.23000000001,66482.85,,55671.38,,,,5576381.01,3967299.04,,416244.37,,810824.27,,382013.33,,0.0,,,,,,
117412003.0,East Lycoming SD,Lycoming,2883144.16,,0.0,,,,,,,2883144.16,2786766.16,,96378.0,,,,,,0.0,,,,,,
117414003.0,Jersey Shore Area SD,Lycoming,4027805.44,,0.0,,,,,,,4027805.44,3882558.73,,145246.71,,,,,,0.0,,,,,,
117414203.0,Loyalsock Township SD,Lycoming,4091839.2500000005,,32933.97,,,32933.97,,,,4058905.2800000003,3218833.91,,419714.03,,420357.34,,,,0.0,,,,,,
117415004.0,Montgomery Area SD,Lycoming,1644045.08,,20352.95,,,16602.95,,3750.0,,1623692.1300000001,1508638.8,,115053.33,,,,,,0.0,,,,,,
117415103.0,Montoursville Area SD,Lycoming,3968475.1700000004,,0.0,,,,,,,3968475.1700000004,3763978.95,,204496.22,,,,,,0.0,,,,,,
117415303.0,Muncy SD,Lycoming,2101855.03,,38227.42,,,38227.42,,,,2063627.6099999999,1921430.47,,142197.14,,,,,,0.0,,,,,,
117416103.0,South Williamsport Area SD,Lycoming,2200933.61,,0.0,,,,,,,2200933.61,2095529.45,,105404.16,,,,,,0.0,,,,,,
117417202.0,Williamsport Area SD,Lycoming,10747227.0,7716542.26,0.0,,,,,,,3030684.74,2572180.75,,458503.99,,,,,,0.0,,,,,,
109420803.0,Bradford Area SD,McKean,1683162.93,,0.0,,,,,,,1683162.93,1556487.5,,126675.43,,,,,,0.0,,,,,,
109422303.0,Kane Area SD,McKean,1003868.67,264686.7,18104.3,18104.3,,,,,,721077.67,665396.41,22074.88,33606.38,,,,,,0.0,,,,,,
109426003.0,Otto-Eldred SD,McKean,296647.73,,0.0,,,,,,,296647.73,264639.01,,32008.72,,,,,,0.0,,,,,,
109426303.0,Port Allegany SD,McKean,487201.41,,11395.0,11395.0,,,,,,475806.41,431359.17,,44447.24,,,,,,0.0,,,,,,
109427503.0,Smethport Area SD,McKean,745803.36,,12957.1,12957.1,,,,,,732846.26,480647.53,,252198.73,,,,,,0.0,,,,,,
104431304.0,Commodore Perry SD,Mercer,414613.51,,25078.48,12325.0,,12753.48,,,,389535.03,389535.03,,,,,,,,0.0,,,,,,
104432503.0,Farrell Area SD,Mercer,277959.0,,22252.0,2983.0,2480.0,16789.0,,,,255707.0,255707.0,,,,,,,,0.0,,,,,,
104432803.0,Greenville Area SD,Mercer,856781.7999999999,,47552.100000000006,19712.9,27839.2,,,,,809229.7,745590.12,,63639.58,,,,,,0.0,,,,,,
