AUN,School District,County,Tuition to Other SDs in the State,"Tuition to Brick & Mortar Charter
Schools:
Nonspecial","Tuition to Cyber Charter
Schools:
Nonspecial","Tuition to Brick & Mortar Charter
Schools:
Special","Tuition to Cyber Charter
Schools:
Special",Tuition to Nonpublic Schools,Tuition to CTCs,Tuition to Higher Ed and Technical Institutes,Tuition to Approved Private Schools,Tuition to PRRIs and Detention Centers,Tuition to Other LEAs
106612203.0,Franklin Area SD,Venango,336614.79,,521855.69,,583081.27,675296.36,1109603.85,,56627.44,13091.04,
106616203.0,Oil City Area SD,Venango,568379.31,22066.75,915761.85,22684.48,381401.01,,1020405.47,,59649.02,257120.26,393270.92
106617203.0,Titusville Area SD,Venango,141138.25,154421.31,434380.5,206753.59,55667.68,152819.19,811068.17,,45672.81,0.01,2800.0
106618603.0,Valley Grove SD,Venango,312742.36,,360956.52,,156376.48,209497.9,496185.08,,,,
105628302.0,Warren County SD,Warren,31375.65,2141659.74,1071480.15,1548556.42,1150621.59,327763.86,,,73605.18,95825.87,
101630504.0,Avella Area SD,Washington,92472.5,33969.92,261406.25,28420.92,54738.34,,298447.57,,21742.16,75150.0,
101630903.0,Bentworth SD,Washington,75867.89,,535346.33,,253394.07,,269093.6,,240828.16,102224.33,
101631003.0,Bethlehem-Center SD,Washington,,,,,,,,,,,
101631203.0,Burgettstown Area SD,Washington,139823.9,,618142.43,,438924.45,223169.67,301373.24,,64209.06,,
101631503.0,California Area SD,Washington,44080.94,,258627.08,,354586.28,131535.63,319480.88,,103547.58,53229.41,287727.64
101631703.0,Canon-McMillan SD,Washington,11325.96,117370.74,1818156.83,21908.8,985760.61,,957370.83,,738389.11,1849401.64,
101631803.0,Charleroi SD,Washington,21826.82,,611264.26,,283860.6,,407831.12,,226080.88,95247.29,
101631903.0,Chartiers-Houston SD,Washington,213133.56,,551010.17,,83506.61,,365503.67,,76776.23,3570.0,8910.0
101632403.0,Fort Cherry SD,Washington,16344.43,,433616.08,,233861.7,,429228.84,,45899.63,71166.12,629497.23
101633903.0,McGuffey SD,Washington,119712.88,56863.5,876386.21,35192.64,722530.59,,416933.7,,,765.0,375.0
101636503.0,Peters Township SD,Washington,16330.58,70215.16,623649.1,26642.42,348500.71,430157.75,295609.77,,151376.44,12574.99,62496.78
101637002.0,Ringgold SD,Washington,108306.97,130809.22,1136251.48,44041.48,574771.19,796212.54,709267.24,,121789.23,,3295.0
101638003.0,Trinity Area SD,Washington,92492.92,56940.92,1306897.5,0.0,0.0,41955.5,520398.5,110966.52,359318.67,254164.7,275.0
101638803.0,Washington SD,Washington,608532.96,,701479.46,,302518.11,,275675.5,25377.0,124387.07,18647.25,
119648703.0,Wayne Highlands SD,Wayne,850358.69,9426.97,2146612.95,0.0,820511.48,262655.5,,,,3943.88,5885.28
119648903.0,Western Wayne SD,Wayne,36966.87,90079.22,1033496.4,0.0,1198118.97,,84571.01,,,15154.7,20995.0
107650603.0,Belle Vernon Area SD,Westmoreland,67867.66,,750429.0,,541695.0,123508.54,447619.46,,76787.8,7.32,154090.48
107650703.0,Burrell SD,Westmoreland,45689.41,,336592.31,,125986.49,38257.24,696250.0,,90024.01,1434.53,177062.75
107651603.0,Derry Area SD,Westmoreland,63585.93,116531.48,979469.16,249205.13,405532.34,1097641.94,877907.03,3659.0,27402.57,,
107652603.0,Franklin Regional SD,Westmoreland,44992.36,231766.49,722803.73,94930.39,364757.36,479903.35,525368.19,,548843.66,69260.59,7522.0
107653102.0,Greater Latrobe SD,Westmoreland,247981.76,177433.44,867728.91,273426.84,627501.59,617703.63,1621054.96,3510.0,81781.83,111850.18,29605.0
107653203.0,Greensburg Salem SD,Westmoreland,154273.82,,1599763.96,,567416.22,,605774.0,,61089.49,6202.61,322763.75
107653802.0,Hempfield Area SD,Westmoreland,584306.87,66416.64,2057451.81,3279.91,1039700.28,846210.29,1636855.13,,110951.46,9.43,
107654103.0,Jeannette City SD,Westmoreland,171515.18,,741267.17,,798825.6,662450.43,321531.46,,101068.39,,
107654403.0,Kiski Area SD,Westmoreland,1260191.55,,1496318.24,,805636.54,,1615342.0,,299312.42,0.02,
107654903.0,Ligonier Valley SD,Westmoreland,96534.78,,833120.64,,817203.64,398823.17,2439448.66,,57942.8,10155.48,
107655803.0,Monessen City SD,Westmoreland,131317.95,,617600.55,,547560.3,181157.24,336706.9,,83786.95,43351.89,
107655903.0,Mount Pleasant Area SD,Westmoreland,148065.2,,811073.88,,547026.44,654269.76,740845.0,,106487.47,36342.01,
107656303.0,New Kensington-Arnold SD,Westmoreland,494430.0,96989.07,1134865.92,0.0,816251.25,,562039.02,,664989.68,12.36,
107656502.0,Norwin SD,Westmoreland,56443.62,274922.24,1185067.1,95783.83,428876.92,658539.55,902067.59,,297310.17,20407.75,
107657103.0,Penn-Trafford SD,Westmoreland,8632.17,,1539806.08,,511177.35,,794353.82,,965168.64,649071.17,
107657503.0,Southmoreland SD,Westmoreland,7001.52,,933738.23,,551615.49,384959.02,490446.92,,10224.4,7705.0,
107658903.0,Yough SD,Westmoreland,26918.13,,802944.16,,332020.09,460770.04,823836.0,,70552.71,6201.02,89548.8
119665003.0,Lackawanna Trail SD,Wyoming,303729.57,30203.02,476642.17,0.0,416884.71,,377566.01,,81971.89,840.0,14400.0
118667503.0,Tunkhannock Area SD,Wyoming,443.7,11367.9,1442290.85,0.0,1215265.42,,356352.07,2500.0,57183.53,18737.45,
112671303.0,Central York SD,York,209804.09,874167.18,1644833.19,171879.61,769406.23,,1896691.84,4621.92,149600.0,,
112671603.0,Dallastown Area SD,York,202682.51,442235.79,1207682.72,152698.79,1023291.29,435749.48,2355640.07,,,874523.82,200.0
112671803.0,Dover Area SD,York,59519.11,309331.13,1358412.55,56316.47,803012.1,,1252701.48,,,927802.88,53400.0
112672203.0,Eastern York SD,York,89963.02,47484.08,1557016.27,730.05,774438.91,429639.2,1326895.05,,,,53400.0
112672803.0,Hanover Public SD,York,1348351.0,256175.0,536520.0,143062.0,278106.0,,304680.0,,,30699.0,20437.0
112674403.0,Northeastern York SD,York,125922.81,206709.12,2218196.84,5767.58,1139069.65,,1731849.22,,,650010.55,
115674603.0,Northern York County SD,York,638445.75,,1934622.6,,797572.38,,565625.68,,18399.03,,5220.0
112675503.0,Red Lion Area SD,York,145345.0,249037.0,1993000.0,11631.0,1253187.0,112304.0,2844014.0,,,,
112676203.0,South Eastern SD,York,78116.09,12135.28,679760.42,0.0,516950.77,423500.54,1524458.28,,,74847.15,9699.3
112676403.0,South Western SD,York,573063.65,233791.96,1363169.86,116720.73,680563.07,,923957.23,,,,515813.36
112676503.0,Southern York County SD,York,525176.03,6194.65,595398.84,7999.27,481369.02,424300.38,1098323.54,11500.0,,626.67,
112676703.0,Spring Grove Area SD,York,425096.06,200789.97,1572196.98,118530.6,702335.99,,1541322.62,,114434.33,623286.25,45695.32
115219002.0,West Shore SD,York,1601427.54,,4168443.4,,3793268.24,402092.87,1559622.0,483956.78,51258.37,39.79,16102.33
112678503.0,West York Area SD,York,284171.0,2062681.0,798925.0,1125700.0,475794.0,815330.0,1454827.0,20125.0,61507.0,78424.0,53400.0
112679002.0,York City SD,York,566559.94,13755670.01,5257040.44,5648057.4,3717531.46,,3492220.12,,,1711188.88,67250.0
112679403.0,York Suburban SD,York,191271.4,,2194002.91,,967696.0,,1102539.76,,,502429.64,66750.0
,,,,,,,,,,,,,
,,,162763380.4599999,1137376558.1800003,673706232.6,485286503.2100001,382851335.2200002,144951600.87999994,483876331.77,26379561.990000006,130012975.41999997,62652435.459999986,48305945.19999999
