AUN,School District,County,Tuition to Other SDs in the State,"Tuition to Brick & Mortar Charter
Schools:
Nonspecial","Tuition to Cyber Charter
Schools:
Nonspecial","Tuition to Brick & Mortar Charter
Schools:
Special","Tuition to Cyber Charter
Schools:
Special",Tuition to Nonpublic Schools,Tuition to CTCs,Tuition to Higher Ed and Technical Institutes,Tuition to Approved Private Schools,Tuition to PRRIs and Detention Centers,Tuition to Other LEAs
125239452.0,Upper Darby SD,Delaware,52282.02,3515605.97,3077143.11,2130397.91,2708958.62,5030456.23,2266561.9,834806.0,1951228.06,635550.6,
125239603.0,Wallingford-Swarthmore SD,Delaware,206882.39,25056.6,302853.84,52866.12,263277.7,40424.28,327537.0,184700.0,934744.16,1719.47,9071.0
125239652.0,William Penn SD,Delaware,73851.68,8928707.27,4655278.68,805909.35,0.0,379993.78,1002217.0,400463.0,1482922.24,367177.81,41540.91
109243503.0,Johnsonburg Area SD,Elk,123512.8,,419606.1,,0.0,,,,,10435.94,
109246003.0,Ridgway Area SD,Elk,163289.91,,240384.04,,140149.78,,17698.96,,,35662.64,
109248003.0,Saint Marys Area SD,Elk,126682.95,,337271.08,,307210.42,,,,13227.17,,589932.65
105251453.0,Corry Area SD,Erie,299062.54,,1126457.82,,341925.13,,,54655.0,76495.44,151123.62,
105252602.0,Erie City SD,Erie,3010556.58,14839536.81,3877912.31,10762697.68,4294690.88,,,2983.86,2201025.22,109768.62,
105253303.0,Fairview SD,Erie,48182.77,73025.76,231322.66,0.0,42046.34,,1100488.2,10472.22,109906.59,,
105253553.0,Fort LeBoeuf SD,Erie,158196.94,24747.64,482130.45,0.0,302333.13,,383577.0,,107621.14,35962.02,
105253903.0,General McLane SD,Erie,101397.15,12841.91,532181.26,0.0,609682.59,,1217664.26,,56043.01,,108530.5
105254053.0,Girard SD,Erie,233745.06,22399.09,282818.64,0.0,135180.57,,921682.32,10472.22,148463.73,6516.35,49306.56
105254353.0,Harbor Creek SD,Erie,267434.44,25717.92,360176.05,24476.95,299393.6,,1223520.62,,189710.91,19793.67,
105256553.0,Iroquois SD,Erie,190989.46,93144.72,402278.86,100925.01,411997.79,,332493.96,,41966.26,153044.86,
105257602.0,Millcreek Township SD,Erie,,1054004.39,1279058.4,234455.61,1019718.68,,848085.96,,258262.96,593102.59,391334.5
105258303.0,North East SD,Erie,289096.87,5298.81,620216.26,0.0,184972.76,,952416.08,,37065.54,,
105258503.0,Northwestern SD,Erie,107540.21,131066.1,480442.21,31075.32,435281.63,,697394.25,,115769.3,39002.42,104586.16
105259103.0,Union City Area SD,Erie,41589.1,,198022.84,,251966.74,,666811.16,,19123.86,35887.13,
105259703.0,Wattsburg Area SD,Erie,118499.35,36641.7,431767.5,122853.75,179192.08,103030.35,410319.96,,90899.56,30625.0,
101260303.0,Albert Gallatin Area SD,Fayette,125644.54,,1133379.11,,1035935.22,6487.72,1572464.0,,,123421.29,1357827.41
101260803.0,Brownsville Area SD,Fayette,104941.86,4975.52,625968.45,30575.65,1250177.42,,703746.32,,287098.59,1954.9,1277035.13
101261302.0,Connellsville Area SD,Fayette,96555.08,,1087504.46,,1177420.7,2030416.11,2887778.59,,269626.9,4000.0,676279.84
101262903.0,Frazier SD,Fayette,19863.17,,980638.08,,0.0,382196.11,314999.36,,85534.52,11122.96,
101264003.0,Laurel Highlands SD,Fayette,95680.19,,1243772.92,,934768.62,69155.2,1433064.95,1283.5,37071.92,7608.11,
101268003.0,Uniontown Area SD,Fayette,1586038.84,,1918639.92,,1826549.63,,1174024.85,,184114.9,1784.0,
106272003.0,Forest Area SD,Forest,49832.5,397267.68,305544.6,81115.84,249784.25,,390297.71,4125.0,,111600.91,
112281302.0,Chambersburg Area SD,Franklin,658260.0,,3370649.0,,2986155.0,859018.0,2432363.0,,665714.0,80044.0,
112282004.0,Fannett-Metal SD,Franklin,6722.23,,484605.76,,244385.78,,191315.34,,,70408.1,116289.66
112283003.0,Greencastle-Antrim SD,Franklin,56177.84,,475781.86,,218081.45,,885513.88,,12804.0,270534.63,
112286003.0,Tuscarora SD,Franklin,463135.0,,1176824.0,,410868.0,,674060.0,,,8783.0,
112289003.0,Waynesboro Area SD,Franklin,351567.7,,2853255.81,,523378.28,132569.28,983356.53,,3256.98,3262686.88,14843.95
111291304.0,Central Fulton SD,Fulton,144795.22,,620562.74,,437018.57,106018.24,350000.0,,,798.12,
111292304.0,Forbes Road SD,Fulton,33081.0,,346727.83,,99115.3,,99710.24,6976.56,,93781.79,
111297504.0,Southern Fulton SD,Fulton,,,,,,,,,,,
101301303.0,Carmichaels Area SD,Greene,,,,,,,,,,,
101301403.0,Central Greene SD,Greene,347045.77,,593404.69,,673105.0,184330.38,904637.78,,38892.42,76705.0,
101303503.0,Jefferson-Morgan SD,Greene,107121.04,,370489.36,,0.0,,409153.83,,,,
101306503.0,Southeastern Greene SD,Greene,231920.06,,267522.31,,210196.1,,353560.43,,,52496.62,
101308503.0,West Greene SD,Greene,27768.7,,247295.89,,0.0,,386094.94,,,22213.85,61698.05
111312503.0,Huntingdon Area SD,Huntingdon,23324.36,1044564.12,670072.79,1098080.7,274190.19,,632258.28,,80296.23,52233.52,5720.0
111312804.0,Juniata Valley SD,Huntingdon,,90039.92,36199.38,103487.31,93140.32,,295426.8,,,,
111316003.0,Mount Union Area SD,Huntingdon,138356.35,170106.14,819419.45,764061.16,830484.32,,568661.4,,,54549.18,26345.52
111317503.0,Southern Huntingdon County SD,Huntingdon,780535.13,33423.4,340244.71,51754.66,369456.49,,554924.52,,48537.58,131071.36,136300.0
128323303.0,Homer-Center SD,Indiana,129592.09,0.0,285262.72,229701.0,85437.03,680.0,395850.49,,,10678.14,
128323703.0,Indiana Area SD,Indiana,101420.88,,1036674.87,,673041.84,755828.49,1037481.26,,140341.04,50687.68,
128325203.0,Marion Center Area SD,Indiana,243764.79,,337766.79,,455786.88,,577230.43,,90756.33,,457677.0
128326303.0,Penns Manor Area SD,Indiana,,,411518.64,,553666.88,,382286.76,,,,342982.95
128327303.0,Purchase Line SD,Indiana,230413.48,,335640.24,,333194.76,443837.14,289102.55,,,,
128321103.0,River Valley SD,Indiana,,,,,,,,,,,
128328003.0,United SD,Indiana,462270.91,,533218.98,,421804.88,9180.0,268928.09,,385050.42,4448.69,
106330703.0,Brockway Area SD,Jefferson,60975.54,,130791.31,,22434.47,,781659.17,,458286.64,,
106330803.0,Brookville Area SD,Jefferson,152140.29,,340383.51,,235773.22,,1114036.14,,,,
106338003.0,Punxsutawney Area SD,Jefferson,2039062.04,,1436521.75,,1121142.2,,1736856.96,,,,5644.56
111343603.0,Juniata County SD,Juniata,1840.67,0.0,1490981.73,635067.99,723609.74,60000.0,705790.24,,,1098614.3,
119350303.0,Abington Heights SD,Lackawanna,90105.18,108301.74,722269.07,83012.71,446376.23,708272.83,439740.1,1100.0,28352.97,87232.52,
119351303.0,Carbondale Area SD,Lackawanna,425874.23,383504.0,978867.46,877488.51,1396375.0,,364132.66,,56848.46,,
119352203.0,Dunmore SD,Lackawanna,87031.0,84651.46,378452.52,81011.55,287862.26,77208.65,385111.64,,,4086.7,300218.38
119354603.0,Lakeland SD,Lackawanna,36009.72,62315.77,666158.12,97446.47,972445.01,420962.73,404671.0,,76889.47,,1350.0
119355503.0,Mid Valley SD,Lackawanna,139742.6,81886.65,638576.95,104971.99,940766.5,,589802.82,,85272.68,407480.39,748646.35
119356503.0,North Pocono SD,Lackawanna,,8982.22,1223250.19,0.0,980343.84,739438.63,542776.0,,87433.51,16979.56,
119356603.0,Old Forge SD,Lackawanna,714859.49,,749166.77,,217499.45,,402713.21,-390.0,,8971.14,
119357003.0,Riverside SD,Lackawanna,,0.0,474495.43,84815.6,235071.42,,444855.0,51318.0,135245.87,,
119357402.0,Scranton SD,Lackawanna,231500.7,2678220.26,4725939.27,1215661.01,4901306.82,1594714.94,2092103.38,,220350.04,41447.0,
119358403.0,Valley View SD,Lackawanna,127799.0,32859.0,922511.0,4683.0,722800.0,,564259.0,,,543664.0,
113361303.0,Cocalico SD,Lancaster,631768.38,,898029.01,,758124.23,657135.0,1081749.57,1197.0,116961.0,233066.88,58882.13
113361503.0,Columbia Borough SD,Lancaster,206193.44,14818.54,521244.25,0.0,1007967.99,,438921.18,,22096.4,13049.27,309316.6
113361703.0,Conestoga Valley SD,Lancaster,594878.94,27935.22,831699.65,0.0,317947.0,173456.03,1315397.48,,97211.92,54294.98,57695.0
113362203.0,Donegal SD,Lancaster,99248.69,,888132.08,,804811.03,,776161.16,,,37035.47,471261.76
113362303.0,Eastern Lancaster County SD,Lancaster,120206.77,10026.81,807945.86,0.0,793568.1,,1031699.83,,,69953.02,137949.9
113362403.0,Elizabethtown Area SD,Lancaster,99026.5,,1077924.22,,897324.57,747968.39,1311744.94,,34016.12,10621.17,66789.21
113362603.0,Ephrata Area SD,Lancaster,893984.44,,1049712.81,,543149.64,,937448.6,,48537.58,37459.79,
113363103.0,Hempfield SD,Lancaster,133558.9,,1264538.32,,1143383.26,240.0,1527414.16,,2254346.26,41208.13,
113363603.0,Lampeter-Strasburg SD,Lancaster,797346.91,14199.9,679303.18,31824.85,247470.03,,617139.14,,28703.22,6066.64,
113364002.0,Lancaster SD,Lancaster,533675.0,2129926.0,2119633.0,1767489.0,1945841.0,,586785.0,62829.0,26716.0,39368.0,762884.0
113364403.0,Manheim Central SD,Lancaster,130727.53,,1175644.12,,670586.46,6480.0,1076946.26,,,232825.11,
113364503.0,Manheim Township SD,Lancaster,310155.71,44230.78,872883.86,36794.9,804170.83,,1102617.77,1598.0,44318.79,184206.44,418227.61
113365203.0,Penn Manor SD,Lancaster,296490.02,23546.0,1039333.58,18750.0,961702.5,1014564.96,1820501.0,,48537.58,23033.43,73430.0
113365303.0,Pequea Valley SD,Lancaster,1110169.22,96720.27,582300.53,0.0,0.0,,438789.89,,,545849.08,22482.0
113367003.0,Solanco SD,Lancaster,143269.71,171738.36,719837.58,29958.56,842230.48,,1188724.64,,,22062.16,537468.81
113369003.0,Warwick SD,Lancaster,197294.14,5658.58,867495.3,12981.98,572405.9,,1107134.1,,50444.22,,
104372003.0,Ellwood City Area SD,Lawrence,58251.54,202804.58,550556.11,0.0,342023.9,98423.73,975741.89,,217588.04,131540.99,549.0
104374003.0,Laurel SD,Lawrence,39665.85,42934.77,200761.45,0.0,84066.27,,266234.93,,21147.26,,
104375003.0,Mohawk Area SD,Lawrence,71572.03,50201.2,332210.32,24616.58,244487.99,226071.69,439772.91,300.0,69089.51,,85098.04
104375203.0,Neshannock Township SD,Lawrence,120975.69,75431.35,298814.85,11300.54,135756.29,107295.47,329285.22,,63368.2,135769.55,
104375302.0,New Castle Area SD,Lawrence,467120.19,215310.12,2312591.91,59900.25,408104.45,347862.97,2080880.51,2905.0,165969.53,684296.41,
104376203.0,Shenango Area SD,Lawrence,316977.13,35892.54,199807.16,9921.84,174712.54,,538567.0,,106587.0,,
104377003.0,Union Area SD,Lawrence,234840.0,38790.0,252861.0,53770.0,150288.0,179487.0,371448.0,,117661.0,,
104378003.0,Wilmington Area SD,Lawrence,265063.91,51936.93,255793.98,30909.49,369837.75,,356690.48,,48465.83,,
113380303.0,Annville-Cleona SD,Lebanon,74415.88,,592728.16,,592837.75,,518180.71,,643520.49,35993.91,
113381303.0,Cornwall-Lebanon SD,Lebanon,357540.85,,1026804.27,,858687.09,,1637668.41,,749384.76,,2243.31
113382303.0,Eastern Lebanon County SD,Lebanon,77231.46,,1015362.32,,414498.13,102700.0,756107.0,,,3024.21,
113384603.0,Lebanon SD,Lebanon,1923113.96,,1357780.59,,1023908.21,,1231130.0,23585.5,50444.22,11724.56,
113385003.0,Northern Lebanon SD,Lebanon,194122.3,,1507567.33,,619248.79,579882.68,675339.0,,65930.21,447780.79,
113385303.0,Palmyra Area SD,Lebanon,167009.8,,1008159.0,,850000.0,489902.63,1068593.22,,,1989.26,
121390302.0,Allentown City SD,Lehigh,171687.0,36378595.0,7850814.0,15778422.0,2221156.0,,6756625.0,1748935.0,144077.0,100186.0,
121391303.0,Catasauqua Area SD,Lehigh,84393.53,1355570.49,326606.72,699598.25,563169.43,16824.0,966297.17,164406.04,,,26509.68
121392303.0,East Penn SD,Lehigh,169665.65,3220603.45,1707571.41,903005.9,1723443.61,100792.0,2916452.34,890823.29,259466.81,674126.15,
121394503.0,Northern Lehigh SD,Lehigh,73028.87,553858.61,667270.05,32957.87,725518.23,,1324111.43,180764.96,11915.59,6595.19,501207.46
121394603.0,Northwestern Lehigh SD,Lehigh,8357.94,816654.31,460951.16,304622.06,170713.65,,1560001.15,232901.0,10989.03,,
121395103.0,Parkland SD,Lehigh,141020.71,2384894.59,2176015.0,1339529.6,1499101.77,912391.62,4671603.39,1256891.0,6993.93,,
121395603.0,Salisbury Township SD,Lehigh,89897.26,1789178.26,,1128407.51,,237579.26,1217404.55,145612.26,,11145.97,
121395703.0,Southern Lehigh SD,Lehigh,65760.13,2006418.58,646045.92,0.0,0.0,,1421085.69,285878.96,23313.11,59201.66,
121397803.0,Whitehall-Coplay SD,Lehigh,25945.43,2136557.42,845059.88,872355.94,1076108.75,607533.32,2563660.79,550973.04,,17462.5,52126.52
118401403.0,Crestwood SD,Luzerne,352849.85,130493.48,720113.04,156921.9,305855.11,,817821.0,-1805.0,,,
118401603.0,Dallas SD,Luzerne,12612.86,30537.42,976279.82,29401.77,861980.8,,435891.52,,28424.23,7909.73,-4930.72
118402603.0,Greater Nanticoke Area SD,Luzerne,2485044.54,1279499.51,1022798.02,0.0,0.0,,696335.0,,,1906.24,
118403003.0,Hanover Area SD,Luzerne,1410.66,,899616.86,,1317836.06,,1363843.79,2430.0,1340459.07,,
118403302.0,Hazleton Area SD,Luzerne,249284.61,43633.22,2602339.69,2749.3,1622830.99,,,,248523.37,3429130.85,
118403903.0,Lake-Lehman SD,Luzerne,,19155.41,481847.48,0.0,546820.74,,423238.08,,56848.46,404939.15,
118406003.0,Northwest Area SD,Luzerne,,,753388.75,,296901.79,,419107.68,,28495.0,1121563.74,102732.18
118406602.0,Pittston Area SD,Luzerne,1887255.74,215173.48,1621421.86,144831.8,786889.42,,1247258.94,,-26.13,15213.05,
118408852.0,Wilkes-Barre Area SD,Luzerne,1020088.94,2993012.55,2846553.6,2126048.83,3337305.81,,2906484.0,,128711.11,1433758.87,
118409203.0,Wyoming Area SD,Luzerne,1031995.58,184413.39,712829.05,46725.53,1075523.81,,812461.56,9369.0,29119.07,3348.45,
118409302.0,Wyoming Valley West SD,Luzerne,641119.95,305695.82,1834633.07,151367.27,1986500.99,1878202.08,3479079.72,,111939.74,3003.18,900.0
117412003.0,East Lycoming SD,Lycoming,71934.84,,601594.68,,176902.7,41327.0,444593.3,,,,935.0
117414003.0,Jersey Shore Area SD,Lycoming,98182.59,594515.72,977666.62,745320.15,912923.87,,,,,14287.32,
117414203.0,Loyalsock Township SD,Lycoming,,,448820.85,,180436.11,,307514.61,900.0,,153605.36,
117415004.0,Montgomery Area SD,Lycoming,,,349511.32,,82909.03,,,,,504296.74,
117415103.0,Montoursville Area SD,Lycoming,236716.51,,754359.73,,731378.2,,197462.15,,,,13391.0
117415303.0,Muncy SD,Lycoming,121135.54,,613754.15,,225768.85,21412.68,443026.99,,-71.26,136299.46,
117416103.0,South Williamsport Area SD,Lycoming,61234.78,,405935.35,,385652.45,,218316.06,,,,62765.0
117417202.0,Williamsport Area SD,Lycoming,1100747.1,,3340993.58,,2615726.44,316800.0,,,150709.45,65771.04,
109420803.0,Bradford Area SD,McKean,135044.16,,586395.99,,592131.74,5612.67,,10884.0,4321.63,17932.36,804366.34
109422303.0,Kane Area SD,McKean,17406.8,,341696.45,,228098.12,54460.3,188506.75,,26716.09,97185.77,
109426003.0,Otto-Eldred SD,McKean,119822.37,,257666.63,,95301.36,,179242.23,448.0,,,
109426303.0,Port Allegany SD,McKean,132487.62,,217209.62,,169666.67,,315606.49,,,,
109427503.0,Smethport Area SD,McKean,111852.5,,235407.53,,266949.85,,255218.14,,,18823.2,
104431304.0,Commodore Perry SD,Mercer,100394.14,,259784.0,,80282.17,,242609.66,,23811.86,,
104432503.0,Farrell Area SD,Mercer,2819.0,325133.0,582120.0,227666.0,1099722.0,,36470.0,6515.0,,329821.0,
104432803.0,Greenville Area SD,Mercer,30939.42,204170.12,236030.14,248433.12,88149.64,15076.02,359892.6,,,11418.54,
104432903.0,Grove City Area SD,Mercer,27525.13,83847.02,348982.13,28684.6,313887.22,514642.6,618906.35,,81225.82,27360.6,63280.0
104433303.0,Hermitage SD,Mercer,321879.37,142661.14,428098.49,168950.03,255972.31,654185.49,602587.32,,38779.21,,
104433604.0,Jamestown Area SD,Mercer,40857.48,28717.93,183627.11,104270.89,75299.46,,238074.75,,,28101.15,6804.0
104433903.0,Lakeview SD,Mercer,1290.94,,502450.1,,366818.68,143632.71,617488.73,,-37.22,28128.38,
104435003.0,Mercer Area SD,Mercer,169352.8,64721.35,541759.69,197723.0,185025.28,117266.96,414329.28,,260387.38,,
104435303.0,Reynolds SD,Mercer,207141.54,290016.78,455189.27,145775.2,295401.02,,431967.13,,29335.87,,
104435603.0,Sharon City SD,Mercer,567246.81,362344.05,769981.11,1112379.18,1359574.56,712506.23,184132.24,,50663.81,,
104435703.0,Sharpsville Area SD,Mercer,52660.83,85763.24,244831.56,32450.35,131394.49,,385095.99,,,5585.48,107852.8
104437503.0,West Middlesex Area SD,Mercer,52916.0,29977.22,184614.08,0.0,224801.17,,404926.03,,7659.92,,134494.49
111444602.0,Mifflin County SD,Mifflin,1151643.36,484113.3,1661581.27,427581.25,1001007.96,,2353011.0,,,123780.75,
120452003.0,East Stroudsburg Area SD,Monroe,302575.04,670507.82,3399504.45,420646.67,3653007.47,623672.29,1676755.47,52440.0,,42964.25,
120455203.0,Pleasant Valley SD,Monroe,453225.49,2401869.43,1622417.79,1246837.27,1853063.94,,1641788.68,,71890.96,10205.87,
120455403.0,Pocono Mountain SD,Monroe,253055.31,1411327.1,6536469.41,452770.42,5157043.71,506033.5,3135076.56,,714348.96,51235.83,
120456003.0,Stroudsburg Area SD,Monroe,138945.7,522545.4,3413387.31,256333.66,3281500.72,,1569828.44,,,7682.91,
123460302.0,Abington SD,Montgomery,116846.32,260676.86,1025008.24,138874.91,940486.87,836670.18,1799660.99,,573349.34,4646.07,5353.44
123460504.0,Bryn Athyn SD,Montgomery,16350.0,8620.0,25938.0,0.0,0.0,,,,12213.0,,67877.0
123461302.0,Cheltenham SD,Montgomery,102310.0,146392.13,1952535.87,157901.12,1187937.88,742788.0,1259306.0,23450.0,849417.0,,215133.0
123461602.0,Colonial SD,Montgomery,42772.92,130028.0,631795.62,0.0,1017116.29,1723134.38,1383988.27,3350.0,2914422.12,,
123463603.0,Hatboro-Horsham SD,Montgomery,26372.76,16940.91,470449.57,0.0,394526.96,1434871.99,1293748.0,,294942.89,7164.8,225745.49
123463803.0,Jenkintown SD,Montgomery,6155.5,,34350.36,,38087.48,,283286.0,,233346.24,,10815.52
123464502.0,Lower Merion SD,Montgomery,47680.52,22608.58,426152.21,120331.68,895006.48,2831517.38,804779.09,,2099388.58,6977.57,3200.0
123464603.0,Lower Moreland Township SD,Montgomery,,86166.43,284752.75,0.0,0.0,1134856.0,415690.0,,135071.51,,
123465303.0,Methacton SD,Montgomery,22481.06,583174.97,688169.57,320254.67,533586.3,,1343654.0,,459811.22,614813.43,308893.2
123465602.0,Norristown Area SD,Montgomery,72224.21,4226232.23,2468806.53,4160898.62,1699101.41,,4447960.02,,1345005.08,135886.98,203163.4
123465702.0,North Penn SD,Montgomery,229955.77,198635.79,2432048.65,79472.25,1757946.87,2665648.64,4796182.71,,939948.81,38093.89,
123466103.0,Perkiomen Valley SD,Montgomery,145716.41,277473.16,613974.82,182165.41,537325.55,,1893469.0,26800.0,390220.83,1297685.39,
123466303.0,Pottsgrove SD,Montgomery,74810.0,677033.0,1097139.0,438508.0,954326.0,,2160595.0,,287354.0,,806484.0
123466403.0,Pottstown SD,Montgomery,150080.5,741211.82,1728570.82,801299.24,1874721.22,1807150.53,,,339053.06,51890.27,
123467103.0,Souderton Area SD,Montgomery,184020.99,1860573.97,737729.18,1403932.99,563893.17,2468328.31,1735101.09,13400.0,351282.57,1772991.21,2054.0
123467203.0,Springfield Township SD,Montgomery,,315472.6,,487847.38,,635989.96,357578.7,6700.0,130485.76,,
123467303.0,Spring-Ford Area SD,Montgomery,44892.63,1511279.27,1088232.23,730726.93,1328521.74,1189988.25,3825238.16,6700.0,1120668.98,624773.38,118546.6
123468303.0,Upper Dublin SD,Montgomery,,,443924.6,,393574.26,694597.3,656402.0,,15909.05,76772.5,1972.25
123468402.0,Upper Merion Area SD,Montgomery,,263938.78,1463655.37,104398.5,442140.26,1527.5,730781.33,,1320987.46,211354.89,2390878.39
123468503.0,Upper Moreland Township SD,Montgomery,,,716255.65,,578004.01,32363.09,1477029.0,,697370.15,,731988.02
123468603.0,Upper Perkiomen SD,Montgomery,31909.38,338814.49,1702096.51,90694.4,1222406.62,509243.85,2847058.41,,407193.52,20372.47,
123469303.0,Wissahickon SD,Montgomery,,,433791.1,,301602.57,1043469.77,784726.0,7000.0,740556.1,826851.06,
116471803.0,Danville Area SD,Montour,482096.9,,373511.29,,152840.65,,1609590.0,17389.0,87049.23,3285.89,2055.0
120480803.0,Bangor Area SD,Northampton,10879.68,225174.41,1322385.3,125735.5,1403763.94,,1346560.33,451398.0,100470.93,44565.3,5733.76
120481002.0,Bethlehem Area SD,Northampton,367302.71,19503738.37,4283531.96,7175606.79,3592488.35,1187452.97,7016786.0,2538352.98,244300.51,58906.52,
120483302.0,Easton Area SD,Northampton,1171185.0,5632647.38,3988195.31,1833877.85,1624797.88,615533.57,3108587.0,1467362.0,26810.08,592457.28,
120484803.0,Nazareth Area SD,Northampton,81812.81,619045.68,1094548.26,207855.71,736426.17,117129.65,1739773.07,708953.96,40797.95,63060.56,
120484903.0,Northampton Area SD,Northampton,459540.52,2102717.36,1334949.1,882767.43,1388033.33,19354.72,2670789.0,891501.04,69939.33,23718.99,
120485603.0,Pen Argyl Area SD,Northampton,44427.01,257517.04,536502.34,89840.02,886320.22,,759670.94,280607.04,23313.11,228383.12,7531.5
120486003.0,Saucon Valley SD,Northampton,77758.99,1125157.75,833320.24,561464.31,864951.78,458022.34,875356.0,289441.0,46626.22,6909.95,
120488603.0,Wilson Area SD,Northampton,19384.09,770053.39,684830.49,210968.27,650149.84,,796173.99,347466.96,69939.33,3024.21,
116493503.0,Line Mountain SD,Northumberland,,,468718.04,,470854.82,84311.0,95114.62,3874.99,,14760.0,
116495003.0,Milton Area SD,Northumberland,79317.88,,515402.45,,419093.3,285166.0,57443.96,,,,26987.44
116495103.0,Mount Carmel Area SD,Northumberland,330034.43,,822103.3,,0.0,,498112.55,,48537.58,11258.19,-12564.28
116496503.0,Shamokin Area SD,Northumberland,90569.32,,1437724.0,,1339304.03,,816207.92,,30241.54,590369.38,382083.0
116496603.0,Shikellamy SD,Northumberland,128419.63,,1058537.36,,1104909.14,,1308929.46,,,576793.95,
116498003.0,Warrior Run SD,Northumberland,59708.3,,432038.52,,200544.07,,407602.45,,12375.07,,
115503004.0,Greenwood SD,Perry,99982.03,,366342.08,,294536.02,115805.0,196530.0,36311.0,,,
115504003.0,Newport SD,Perry,78744.54,10391.23,625085.87,22210.88,802493.76,274599.34,299574.0,68193.0,25222.11,193639.78,
115506003.0,Susquenita SD,Perry,,,,,,,,,,,
115508003.0,West Perry SD,Perry,196831.2,,4851741.59,,0.0,652605.3,827457.0,128859.0,,614495.3,
126515001.0,Philadelphia City SD,Philadelphia,47287471.74,605161603.22,109059659.04,297812808.93,104630510.35,,24960941.0,,14916229.15,2304673.14,3708640.0
120522003.0,Delaware Valley SD,Pike,334669.89,,1296495.03,,736385.6,26500.44,,,-15847.95,20714.02,
119648303.0,Wallenpaupack Area SD,Pike,545229.89,57596.58,1548061.3,309.96,1211271.46,,,,3063.28,33099.53,
109530304.0,Austin Area SD,Potter,5978.72,,,,,,100444.93,,,,
109531304.0,Coudersport Area SD,Potter,26345.27,,350414.96,,309667.64,,130949.47,,,19527.11,
109532804.0,Galeton Area SD,Potter,77208.77,,473562.47,,148929.78,,45261.0,,36.65,10080.19,21911.0
109535504.0,Northern Potter SD,Potter,58895.12,,384870.26,,0.0,,146115.27,,,,12500.0
109537504.0,Oswayo Valley SD,Potter,4759.98,,353663.27,,104225.78,135904.48,178368.32,,,,2694.03
129540803.0,Blue Mountain SD,Schuylkill,90015.49,,1048807.78,,1019767.73,633825.38,869667.0,,23313.11,,
129544503.0,Mahanoy Area SD,Schuylkill,152328.29,162008.48,575272.13,122411.38,879122.23,,356563.0,200.0,,16481.47,440767.15
129544703.0,Minersville Area SD,Schuylkill,587377.93,223117.07,413054.34,356986.54,733394.31,,382653.0,,16760.95,,
129545003.0,North Schuylkill SD,Schuylkill,261960.11,182337.98,1297976.51,0.0,0.0,,686711.76,,,7688.05,
129546003.0,Pine Grove Area SD,Schuylkill,86173.68,20669.74,423798.18,0.0,105949.54,38846.54,617463.0,,,,
129546103.0,Pottsville Area SD,Schuylkill,335754.4,759121.86,752971.41,968511.03,1031810.55,,747913.0,,12789.62,10220.37,89369.02
129546803.0,Saint Clair Area SD,Schuylkill,1740664.34,155833.32,264366.4,120628.99,252918.62,11993.78,217417.0,,,,
129547303.0,Schuylkill Haven Area SD,Schuylkill,318716.87,78249.43,495566.23,51959.21,301205.11,,426137.0,,35218.46,96040.46,
129547203.0,Shenandoah Valley SD,Schuylkill,318958.62,99788.03,312410.77,144557.11,692030.71,1436.48,348501.88,31667.3,,2059.0,
129547603.0,Tamaqua Area SD,Schuylkill,147387.84,151235.0,774870.31,336216.0,835744.34,,738890.76,,8289.11,,
129547803.0,Tri-Valley SD,Schuylkill,117308.46,0.0,214027.74,3626.46,151037.2,,339170.0,,49930.59,,
129548803.0,Williams Valley SD,Schuylkill,329248.02,,1074504.81,,1430320.67,228120.98,365260.0,31440.0,,9936.56,1696.0
116555003.0,Midd-West SD,Snyder,,,,,,,,,,,
116557103.0,Selinsgrove Area SD,Snyder,44704.37,,1130966.21,,684781.99,,1222758.84,,,49527.89,111866.0
108561003.0,Berlin Brothersvalley SD,Somerset,6201.58,36939.69,39510.5,0.0,127757.92,,516268.83,,70779.92,31947.9,12023.0
108561803.0,Conemaugh Township Area SD,Somerset,59861.44,,262540.46,,149817.8,,655256.74,,,,
108565203.0,Meyersdale Area SD,Somerset,117290.47,,366869.23,,369655.88,,526733.97,,28800.0,2837.0,
108565503.0,North Star SD,Somerset,36605.91,,620346.77,,494039.95,,711558.41,108.0,,46036.71,279584.95
108566303.0,Rockwood Area SD,Somerset,102776.62,,696071.26,,0.0,,532767.02,,,,6375.0
108567004.0,Salisbury-Elk Lick SD,Somerset,20450.99,,187926.59,,64854.82,,112790.32,,,,
108567204.0,Shade-Central City SD,Somerset,28583.82,,188918.47,,136494.74,,578329.86,,73596.23,,9040.0
108567404.0,Shanksville-Stonycreek SD,Somerset,27893.0,,151470.78,,0.0,,294080.6,11230.0,,7750.0,19100.0
108567703.0,Somerset Area SD,Somerset,77853.14,,523452.41,,360672.59,108979.0,1243107.96,,57457.59,,374699.75
108568404.0,Turkeyfoot Valley Area SD,Somerset,89699.34,,124031.93,,112407.7,,242931.74,,,,51910.0
108569103.0,Windber Area SD,Somerset,432602.12,,435603.85,,91464.36,,767630.15,,,,
117576303.0,Sullivan County SD,Sullivan,74305.84,,485470.81,,646680.05,,210039.06,,,26790.26,
119581003.0,Blue Ridge SD,Susquehanna,6139.67,59979.23,264688.04,45919.25,204505.02,,260976.06,,228899.12,13904.88,
119582503.0,Elk Lake SD,Susquehanna,10603.24,,936494.12,,0.0,143672.0,1060100.82,17157.5,,8621.44,50550.5
