AUN,LEA Name,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
123465602.0,Norristown Area SD,Montgomery,10882526.33,,90231.68,10792294.65,90231.68,,,,,,8441567.67,,2350726.98,,,,,,0.0,,,,,,,,
123465702.0,North Penn SD,Montgomery,25663372.73,,0.0,25663372.73,,,,,,,19844222.77,,5819149.96,,,,,,0.0,,,,,,,,
123466103.0,Perkiomen Valley SD,Montgomery,16486421.18,,0.0,16486421.18,,,,,,,14943873.29,,1542547.89,,,,,,0.0,,,,,,,,
123466303.0,Pottsgrove SD,Montgomery,5076584.0,,77624.0,4998960.0,49324.0,,28300.0,,,,3546318.0,,934438.0,,,,518204.0,,0.0,,,,,,,,
123466403.0,Pottstown SD,Montgomery,3606962.56,,71278.12,3535684.44,30417.02,,40861.1,,,,2537524.03,178260.97,819899.44,,,,,,0.0,,,,,,,,
123467103.0,Souderton Area SD,Montgomery,11798867.059999999,,141040.09,11657826.969999999,141040.09,,,,,,9555132.43,,2102694.54,,,,,,0.0,,,,,,,,
123467203.0,Springfield Township SD,Montgomery,5332954.41,,0.0,5332954.41,,,,,,,4078481.07,,1254473.34,,,,,,0.0,,,,,,,,
123467303.0,Spring-Ford Area SD,Montgomery,18161199.080000002,,170245.94,17990953.14,,,170245.94,,,,13070692.24,,4920260.9,,,,,,0.0,,,,,,,,
123468303.0,Upper Dublin SD,Montgomery,9424080.45,,0.0,9424080.45,,,,,,,6908354.91,,2515725.54,,,,,,0.0,,,,,,,,
123468402.0,Upper Merion Area SD,Montgomery,6881810.889999999,,285149.02,6596661.869999999,,,285149.02,,,,,,6232112.89,364548.98,,,,,0.0,,,,,,,,
123468503.0,Upper Moreland Township SD,Montgomery,4954154.21,,0.0,4954154.21,,,,,,,3804998.92,,1149155.29,,,,,,0.0,,,,,,,,
123468603.0,Upper Perkiomen SD,Montgomery,5020015.659999999,,68141.14,4951874.52,68141.14,,,,,,4090985.83,,860888.69,,,,,,0.0,,,,,,,,
123469303.0,Wissahickon SD,Montgomery,14523570.489999998,,0.0,14523570.489999998,,,,,,,11446361.94,,3077208.55,,,,,,0.0,,,,,,,,
116471803.0,Danville Area SD,Montour,8415953.52,,0.0,8415953.52,,,,,,,7827982.13,,587971.39,,,,,,0.0,,,,,,,,
120480803.0,Bangor Area SD,Northampton,5182406.33,,22914.84,5159491.49,,,22914.84,,,,4424362.17,,735129.32,,,,,,0.0,,,,,,,,
120481002.0,Bethlehem Area SD,Northampton,26812232.32,,597409.6599999999,26214822.66,251760.19,,345649.47,,,,17630272.19,,4318180.52,,,,4266369.95,,0.0,,,,,,,,
120483302.0,Easton Area SD,Northampton,14197899.66,,0.0,14197899.66,,,,,,,10092013.05,,4105886.61,,,,,,0.0,,,,,,,,
120484803.0,Nazareth Area SD,Northampton,10904597.89,,0.0,10904597.89,,,,,,,8449451.72,,2455146.17,,,,,,0.0,,,,,,,,
120484903.0,Northampton Area SD,Northampton,11042246.139999999,,127019.4,10915226.739999998,127019.4,,,,,,9117826.36,,1797400.38,,,,,,0.0,,,,,,,,
120485603.0,Pen Argyl Area SD,Northampton,3462305.48,,0.0,3462305.48,,,,,,,3043915.56,,418389.92,,,,,,0.0,,,,,,,,
120486003.0,Saucon Valley SD,Northampton,5334222.7700000005,,27854.19,5306368.58,,,27854.19,,,,4101689.42,,1204679.16,,,,,,0.0,,,,,,,,
120488603.0,Wilson Area SD,Northampton,3365606.8600000003,,15478.98,3350127.8800000004,,,15478.98,,,,2433823.67,,571750.28,,,,344553.93,,0.0,,,,,,,,
116493503.0,Line Mountain SD,Northumberland,2145268.92,,23242.4,2122026.52,23242.4,,,,,,1067122.42,896330.9,158573.2,,,,,,0.0,,,,,,,,
116495003.0,Milton Area SD,Northumberland,5263899.12,,50732.29,5213166.83,50732.29,,,,,,4673475.37,,539691.46,,,,,,0.0,,,,,,,,
116495103.0,Mount Carmel Area SD,Northumberland,1520989.17,,257904.0,1263085.17,20791.0,,237113.0,,,,932202.57,237113.0,93769.6,,,,,,0.0,,,,,,,,
116496503.0,Shamokin Area SD,Northumberland,2363828.6199999996,,61076.39,2302752.2299999995,33114.7,,27961.69,,,,1548721.9,422709.0,163601.24,,167720.09,,,,0.0,,,,,,,,
116496603.0,Shikellamy SD,Northumberland,4103040.5199999996,,42501.0,4060539.5199999996,42501.0,,,,,,2421944.65,1196339.38,442255.49,,,,,,0.0,,,,,,,,
116498003.0,Warrior Run SD,Northumberland,3977524.27,,26944.6,3950579.67,26944.6,,,,,,3674696.25,,275883.42,,,,,,0.0,,,,,,,,
115503004.0,Greenwood SD,Perry,1919820.11,,0.0,1919820.11,,,,,,,1790316.85,,129503.26,,,,,,0.0,,,,,,,,
115504003.0,Newport SD,Perry,2079101.95,,22756.7,2056345.25,22756.7,,,,,,1894444.36,,161900.89,,,,,,0.0,,,,,,,,
115506003.0,Susquenita SD,Perry,5323839.75,,0.0,5323839.75,,,,,,,4962763.5,,361076.25,,,,,,0.0,,,,,,,,
115508003.0,West Perry SD,Perry,5928865.22,,53046.55,5875818.67,53046.55,,,,,,5513785.18,,362033.49,,,,,,0.0,,,,,,,,
126515001.0,Philadelphia City SD,Philadelphia,473728591.64,,0.0,0.0,,,,,,,,,,,,,,,473728591.64,,67163890.5,58070738.0,120000000.0,5107648.72,165838986.18,57547328.24,
120522003.0,Delaware Valley SD,Pike,1532113.85,,0.0,1532113.85,,,,,,,,,1532113.85,,,,,,0.0,,,,,,,,
119648303.0,Wallenpaupack Area SD,Pike,2232040.94,,0.0,2232040.94,,,,,,,,,2232040.94,,,,,,0.0,,,,,,,,
109530304.0,Austin Area SD,Potter,122995.0,,2429.0,120566.0,2429.0,,,,,,98927.0,,21639.0,,,,,,0.0,,,,,,,,
109531304.0,Coudersport Area SD,Potter,775057.48,,40422.909999999996,734634.57,13076.4,,27346.51,,,,564955.32,47957.51,121721.74,,,,,,0.0,,,,,,,,
109532804.0,Galeton Area SD,Potter,298333.49,,0.0,298333.49,,,,,,,208619.27,,89714.22,,,,,,0.0,,,,,,,,
109535504.0,Northern Potter SD,Potter,422158.57,,9038.5,413120.07,9038.5,,,,,,274102.89,51601.0,87416.18,,,,,,0.0,,,,,,,,
109537504.0,Oswayo Valley SD,Potter,363559.56,,0.0,363559.56,,,,,,,213739.16,76526.4,73294.0,,,,,,0.0,,,,,,,,
129540803.0,Blue Mountain SD,Schuylkill,5495920.93,,56686.01,5439234.92,,,53886.33,2799.68,,,3186628.77,1603915.68,648690.47,,,,,,0.0,,,,,,,,
129544503.0,Mahanoy Area SD,Schuylkill,1003273.5800000001,,11344.08,991929.5000000001,,,11344.08,,,,696538.63,199802.2,92987.99,2600.68,,,,,0.0,,,,,,,,
129544703.0,Minersville Area SD,Schuylkill,1563267.73,,42966.44,1520301.29,18968.2,,23998.24,,,,966560.91,414574.12,139166.26,,,,,,0.0,,,,,,,,
129545003.0,North Schuylkill SD,Schuylkill,2658099.66,,23722.74,2634376.92,,,23722.74,,,,1655950.21,745710.44,232716.27,,,,,,0.0,,,,,,,,
129546003.0,Pine Grove Area SD,Schuylkill,2994210.85,,18681.61,2975529.24,,,18681.61,,,,1422850.72,874672.61,678005.91,,,,,,0.0,,,,,,,,
129546103.0,Pottsville Area SD,Schuylkill,3917048.7199999997,,84978.79999999999,3832069.92,38738.2,,46240.6,,,,1997208.52,543962.02,357970.73,,932928.65,,,,0.0,,,,,,,,
129546803.0,Saint Clair Area SD,Schuylkill,1152691.97,,29570.66,1123121.31,14768.3,,14802.36,,,,660926.93,69298.32,195150.77,,197745.29,,,,0.0,,,,,,,,
129547303.0,Schuylkill Haven Area SD,Schuylkill,1667828.6,,23256.57,1644572.03,15632.43,,7624.14,,,,1010430.78,489514.8,144626.45,,,,,,0.0,,,,,,,,
129547203.0,Shenandoah Valley SD,Schuylkill,728849.3300000001,,15421.18,713428.15,7275.55,,8145.63,,,,589400.64,49437.0,74590.51,,,,,,0.0,,,,,,,,
129547603.0,Tamaqua Area SD,Schuylkill,3334851.01,,1144523.3,2190327.71,32223.0,1085440.5,26859.8,,,,1881187.26,,309140.45,,,,,,0.0,,,,,,,,
129547803.0,Tri-Valley SD,Schuylkill,1557100.4,,49286.68,1507813.72,19451.3,,29835.38,,,,830385.16,568615.2,108813.36,,,,,,0.0,,,,,,,,
129548803.0,Williams Valley SD,Schuylkill,1277334.73,,22362.09,1254972.64,17504.8,,4857.29,,,,805864.61,350923.1,98184.93,,,,,,0.0,,,,,,,,
116555003.0,Midd-West SD,Snyder,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,
116557103.0,Selinsgrove Area SD,Snyder,9054861.0,,11.0,9054850.0,11.0,,,,,,8310056.44,,744793.56,,,,,,0.0,,,,,,,,
108561003.0,Berlin Brothersvalley SD,Somerset,718104.99,,32931.2,685173.79,13732.2,19199.0,,,,,618008.39,,67165.4,,,,,,0.0,,,,,,,,
108561803.0,Conemaugh Township Area SD,Somerset,1043728.3,,17956.49,1025771.81,13655.28,,4301.21,,,,883673.51,41977.75,100120.55,,,,,,0.0,,,,,,,,
108565203.0,Meyersdale Area SD,Somerset,710217.38,,15771.0,694446.38,15771.0,,,,,,629771.31,,64675.07,,,,,,0.0,,,,,,,,
108565503.0,North Star SD,Somerset,928570.99,,12338.25,916232.74,12338.25,,,,,,847844.23,,68388.51,,,,,,0.0,,,,,,,,
108566303.0,Rockwood Area SD,Somerset,1730897.05,,0.0,1730897.05,,,,,,,754908.9,,975988.15,,,,,,0.0,,,,,,,,
108567004.0,Salisbury-Elk Lick SD,Somerset,273773.24,,6230.1,267543.14,6230.1,,,,,,239078.12,,28465.02,,,,,,0.0,,,,,,,,
108567204.0,Shade-Central City SD,Somerset,357531.72000000003,,764.2,356767.52,,,764.2,,,,325665.13,,31102.39,,,,,,0.0,,,,,,,,
108567404.0,Shanksville-Stonycreek SD,Somerset,531904.52,,5983.02,525921.5,5983.02,,,,,,398853.59,,127067.91,,,,,,0.0,,,,,,,,
108567703.0,Somerset Area SD,Somerset,3262515.36,,175169.97,3087345.3899999997,37695.57,71913.02,65561.38,,,,1965876.92,,629184.73,,159706.63,,332577.11,,0.0,,,,,,,,
108568404.0,Turkeyfoot Valley Area SD,Somerset,274910.98,,0.0,274910.98,,,,,,,217376.58,,57534.4,,,,,,0.0,,,,,,,,
108569103.0,Windber Area SD,Somerset,1006160.76,,8675.57,997485.1900000001,,,8675.57,,,,860017.78,,137467.41,,,,,,0.0,,,,,,,,
117576303.0,Sullivan County SD,Sullivan,785404.2899999999,,0.0,785404.2899999999,,,,,,,535272.21,,250132.08,,,,,,0.0,,,,,,,,
119581003.0,Blue Ridge SD,Susquehanna,157154.31,,0.0,157154.31,,,,,,,,,157154.31,,,,,,0.0,,,,,,,,
119582503.0,Elk Lake SD,Susquehanna,835462.4400000001,,13055.8,822406.64,13055.8,,,,,,697828.79,,124577.85,,,,,,0.0,,,,,,,,
119583003.0,Forest City Regional SD,Susquehanna,796183.33,,8965.2,787218.13,8965.2,,,,,,615409.59,,171808.54,,,,,,0.0,,,,,,,,
119584503.0,Montrose Area SD,Susquehanna,266937.21,,0.0,266937.21,,,,,,,,,266937.21,,,,,,0.0,,,,,,,,
119584603.0,Mountain View SD,Susquehanna,1332260.32,,13261.8,1318998.52,13261.8,,,,,,1080180.53,70056.7,168761.29,,,,,,0.0,,,,,,,,
119586503.0,Susquehanna Community SD,Susquehanna,121648.01,,0.0,121648.01,,,,,,,,,121648.01,,,,,,0.0,,,,,,,,
117596003.0,Northern Tioga SD,Tioga,2744392.33,,18049.57,2726342.7600000002,,,18049.57,,,,2492387.62,,233955.14,,,,,,0.0,,,,,,,,
117597003.0,Southern Tioga SD,Tioga,3486744.0300000003,,0.0,3486744.0300000003,,,,,,,3170538.31,,316205.72,,,,,,0.0,,,,,,,,
117598503.0,Wellsboro Area SD,Tioga,2718558.27,,26619.77,2691938.5,,,26619.77,,,,2399073.91,,292864.59,,,,,,0.0,,,,,,,,
116604003.0,Lewisburg Area SD,Union,8152715.51,,0.0,8152715.51,,,,,,,7568909.27,,583806.24,,,,,,0.0,,,,,,,,
116605003.0,Mifflinburg Area SD,Union,5952582.24,,58405.53,5894176.71,58405.53,,,,,,5516820.93,,377355.78,,,,,,0.0,,,,,,,,
106611303.0,Cranberry Area SD,Venango,1227058.18,,110267.28000000001,1116790.9,29071.4,39444.3,41751.58,,,,835844.62,,280946.28,,,,,,0.0,,,,,,,,
106612203.0,Franklin Area SD,Venango,1692371.22,,65578.16,1626793.06,29863.2,,35714.96,,,,1388210.12,,238582.94,,,,,,0.0,,,,,,,,
106616203.0,Oil City Area SD,Venango,1350951.9500000002,,46726.52,1304225.4300000002,27937.6,,18788.92,,,,1153490.85,,150734.58,,,,,,0.0,,,,,,,,
106617203.0,Titusville Area SD,Venango,1418285.3299999998,,62646.92999999999,1355638.4,27663.8,,34983.13,,,,1051463.18,,304175.22,,,,,,0.0,,,,,,,,
106618603.0,Valley Grove SD,Venango,709703.86,,38519.61,671184.25,13085.3,,25434.31,,,,561770.55,,109413.7,,,,,,0.0,,,,,,,,
105628302.0,Warren County SD,Warren,4305136.49,,80499.74,4224636.75,,,80499.74,,,,3302411.53,,922225.22,,,,,,0.0,,,,,,,,
101630504.0,Avella Area SD,Washington,488893.96,,11333.03,477560.93,11333.03,,,,,,477560.93,,,,,,,,0.0,,,,,,,,
101630903.0,Bentworth SD,Washington,1152519.82,,59243.39,1093276.4300000002,46841.01,,12402.38,,,,949540.31,,143736.12,,,,,,0.0,,,,,,,,
101631003.0,Bethlehem-Center SD,Washington,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,
101631203.0,Burgettstown Area SD,Washington,1345644.5699999998,,8288.2,1337356.3699999999,8288.2,,,,,,1166327.14,,171029.23,,,,,,0.0,,,,,,,,
101631503.0,California Area SD,Washington,1021126.7799999999,,49435.850000000006,971690.9299999999,19186.36,15152.3,15097.19,,,,861138.98,,110551.95,,,,,,0.0,,,,,,,,
101631703.0,Canon-McMillan SD,Washington,10919557.53,,126832.52,10792725.01,,,126832.52,,,,8292648.06,,2500076.95,,,,,,0.0,,,,,,,,
101631803.0,Charleroi SD,Washington,1561766.2000000002,,39443.02,1522323.1800000002,23275.6,,16167.42,,,,1145765.61,,315577.81,,,,60979.76,,0.0,,,,,,,,
101631903.0,Chartiers-Houston SD,Washington,2020368.8099999998,,52217.03,1968151.7799999998,,,52217.03,,,,1410761.39,,557390.39,,,,,,0.0,,,,,,,,
101632403.0,Fort Cherry SD,Washington,1293648.9499999997,,22813.13,1270835.8199999998,22813.13,,,,,,1079488.46,,191347.36,,,,,,0.0,,,,,,,,
101633903.0,McGuffey SD,Washington,1875230.89,,84956.86,1790274.0299999998,35771.86,49185.0,,,,,1429164.41,,361109.62,,,,,,0.0,,,,,,,,
101636503.0,Peters Township SD,Washington,8736772.14,,46979.86,8689792.280000001,,,46979.86,,,,7202583.95,,1487208.33,,,,,,0.0,,,,,,,,
101637002.0,Ringgold SD,Washington,3531099.49,,101432.69,3429666.8000000003,70141.14,,31291.55,,,,2844443.43,,413556.48,,,,171666.89,,0.0,,,,,,,,
101638003.0,Trinity Area SD,Washington,5556604.43,,138610.06,5417994.37,77960.39,,60649.67,,,,3671122.14,,725800.44,,,,1021071.79,,0.0,,,,,,,,
101638803.0,Washington SD,Washington,2184463.12,,68185.51000000001,2116277.61,27553.36,,40632.15,,,,1279400.08,,292278.41,,309708.17,,234890.95,,0.0,,,,,,,,
119648703.0,Wayne Highlands SD,Wayne,1140242.88,,54016.4,1086226.48,54016.4,,,,,,,382482.9,703743.58,,,,,,0.0,,,,,,,,
119648903.0,Western Wayne SD,Wayne,903576.6,,0.0,903576.6,,,,,,,,,903576.6,,,,,,0.0,,,,,,,,
107650603.0,Belle Vernon Area SD,Westmoreland,3812822.48,,68997.65,3743824.83,39416.52,,29581.13,,,,2440585.73,,528527.25,,164239.22,,610472.63,,0.0,,,,,,,,
107650703.0,Burrell SD,Westmoreland,2225668.1,,65078.409999999996,2160589.69,41576.2,,23502.21,,,,1829801.11,,330788.58,,,,,,0.0,,,,,,,,
107651603.0,Derry Area SD,Westmoreland,2109288.21,,50145.46,2059142.75,21758.6,,28386.86,,,,1749504.73,,309638.02,,,,,,0.0,,,,,,,,
107652603.0,Franklin Regional SD,Westmoreland,5904164.82,,122039.29,5782125.53,78250.62,,42493.67,,1295.0,,5008127.23,,740758.04,33240.26,,,,,0.0,,,,,,,,
107653102.0,Greater Latrobe SD,Westmoreland,5304084.88,,140237.09,5163847.79,75948.99,,64288.1,,,,4432766.01,,731081.78,,,,,,0.0,,,,,,,,
107653203.0,Greensburg Salem SD,Westmoreland,3560864.09,,81230.63,3479633.46,47599.53,33631.1,,,,,2883948.48,,595684.98,,,,,,0.0,,,,,,,,
107653802.0,Hempfield Area SD,Westmoreland,8676224.52,,247046.51,8429178.01,120141.07,,126905.44,,,,6925364.92,,1503813.09,,,,,,0.0,,,,,,,,
107654103.0,Jeannette City SD,Westmoreland,998446.3400000001,,42559.0,955887.3400000001,26160.9,16398.1,,,,,806230.64,,149656.7,,,,,,0.0,,,,,,,,
107654403.0,Kiski Area SD,Westmoreland,3920622.7199999997,,69541.01,3851081.71,69541.01,,,,,,3315959.68,,535122.03,,,,,,0.0,,,,,,,,
107654903.0,Ligonier Valley SD,Westmoreland,2343253.2,,45495.35,2297757.85,25885.5,,19609.85,,,,1839766.34,,386128.63,71862.88,,,,,0.0,,,,,,,,
107655803.0,Monessen City SD,Westmoreland,735905.36,,7359.99,728545.37,,,7359.99,,,,619646.78,,92478.63,,,,16419.96,,0.0,,,,,,,,
107655903.0,Mount Pleasant Area SD,Westmoreland,2306729.73,,50884.61,2255845.12,26377.35,,24507.26,,,,2012232.18,,243612.94,,,,,,0.0,,,,,,,,
107656303.0,New Kensington-Arnold SD,Westmoreland,1996307.15,,42531.66,1953775.49,22074.51,,20457.15,,,,1510627.18,,443148.31,,,,,,0.0,,,,,,,,
107656502.0,Norwin SD,Westmoreland,7421534.05,,236940.71,7184593.34,96044.12,79951.15,60945.44,,,,6223774.29,,960819.05,,,,,,0.0,,,,,,,,
107657103.0,Penn-Trafford SD,Westmoreland,5690099.41,,191243.24,5498856.17,103654.69,,87588.55,,,,4722083.26,,776772.91,,,,,,0.0,,,,,,,,
107657503.0,Southmoreland SD,Westmoreland,1883480.43,,62940.51,1820539.92,,,62940.51,,,,1634634.95,,185904.97,,,,,,0.0,,,,,,,,
107658903.0,Yough SD,Westmoreland,2126289.43,,74143.13,2052146.3,23714.16,27935.52,22493.45,,,,1813296.09,,238850.21,,,,,,0.0,,,,,,,,
119665003.0,Lackawanna Trail SD,Wyoming,1304903.0,,0.0,1304903.0,,,,,,,1096271.0,,208632.0,,,,,,0.0,,,,,,,,
118667503.0,Tunkhannock Area SD,Wyoming,2641918.6,,44496.99,2597421.61,,,44496.99,,,,2133189.77,,464231.84,,,,,,0.0,,,,,,,,
112671303.0,Central York SD,York,9256203.629999999,,0.0,9256203.629999999,,,,,,,6434336.71,,2821866.92,,,,,,0.0,,,,,,,,
112671603.0,Dallastown Area SD,York,8602606.43,,0.0,8602606.43,,,,,,,7085595.86,,1488317.7,,,,,28692.87,0.0,,,,,,,,
112671803.0,Dover Area SD,York,6325765.64,,0.0,6325765.64,,,,,,,5434139.42,,891626.22,,,,,,0.0,,,,,,,,
112672203.0,Eastern York SD,York,3379256.67,,155442.65,3223814.02,39487.3,68714.9,47240.45,,,,2731808.89,,492005.13,,,,,,0.0,,,,,,,,
112672803.0,Hanover Public SD,York,2511750.0,,92854.0,2418896.0,36317.0,56537.0,,,,,1775411.0,,643485.0,,,,,,0.0,,,,,,,,
112674403.0,Northeastern York SD,York,5187457.41,,192938.40000000002,4994519.01,69737.8,123200.6,,,,,3771334.66,,1223184.35,,,,,,0.0,,,,,,,,
115674603.0,Northern York County SD,York,6553259.499999999,,75546.1,6477713.399999999,75546.1,,,,,,5772654.31,,693423.09,11636.0,,,,,0.0,,,,,,,,
112675503.0,Red Lion Area SD,York,6225421.0,,0.0,6225421.0,,,,,,,5215469.0,,1009952.0,,,,,,0.0,,,,,,,,
112676203.0,South Eastern SD,York,3540517.39,,46644.01,3493873.3800000004,,,46644.01,,,,2783000.97,,710872.41,,,,,,0.0,,,,,,,,
112676403.0,South Western SD,York,5748887.9399999995,,0.0,5748887.9399999995,,,,,,,4542810.64,,1206077.3,,,,,,0.0,,,,,,,,
112676503.0,Southern York County SD,York,6079019.21,,0.0,6079019.21,,,,,,,5273184.0,,805835.21,,,,,,0.0,,,,,,,,
112676703.0,Spring Grove Area SD,York,5118924.17,,0.0,5118924.17,,,,,,,4177064.75,,941859.42,,,,,,0.0,,,,,,,,
115219002.0,West Shore SD,York,22586852.5,,0.0,22586852.5,,,,,,,20020824.72,,2566027.78,,,,,,0.0,,,,,,,,
112678503.0,West York Area SD,York,4195580.0,,0.0,4195580.0,,,,,,,3217175.0,,978405.0,,,,,,0.0,,,,,,,,
112679002.0,York City SD,York,4566137.35,,0.0,4566137.35,,,,,,,3594730.04,,971407.31,,,,,,0.0,,,,,,,,
112679403.0,York Suburban SD,York,5893361.21,,0.0,5893361.21,,,,,,,3769058.81,,2124302.4,,,,,,0.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2929553232.3199983,85293745.48,34646513.06000001,2164899265.000002,9527700.159999993,6630343.619999998,14992775.120000003,2020259.07,47131.94,1428303.1500000001,1651016772.1900005,25976536.439999998,420205860.86,4679432.529999998,31742243.3,1339485.07,27873542.740000002,2065391.87,644713708.78,146369226.61,67163890.5,58070738.0,120000000.0,5107648.72,165838986.18,57547328.24,24615890.53
