Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2018,GREATER JOHNSTOWN SCHOOL DISTRIC,Algebra I,Historically Underperforming,11,11,0,18.2,27.3,54.5
2018,GREATER JOHNSTOWN SCHOOL DISTRIC,Biology,All Students,11,13,0,15.4,30.8,53.8
2018,GREATER JOHNSTOWN SCHOOL DISTRIC,Biology,Historically Underperforming,11,11,0,9.1,27.3,63.6
2018,GREATER JOHNSTOWN SCHOOL DISTRIC,Literature,All Students,11,14,0,28.6,21.4,50
2018,GREATER JOHNSTOWN SCHOOL DISTRIC,Literature,Historically Underperforming,11,11,0,18.2,18.2,63.6
2018,NORTHERN CAMBRIA HS,Algebra I,All Students,11,65,24.6,49.2,23.1,3.1
2018,NORTHERN CAMBRIA HS,Algebra I,Historically Underperforming,11,30,20,36.7,36.7,6.7
2018,NORTHERN CAMBRIA HS,Biology,All Students,11,65,24.6,41.5,23.1,10.8
2018,NORTHERN CAMBRIA HS,Biology,Historically Underperforming,11,31,12.9,41.9,22.6,22.6
2018,NORTHERN CAMBRIA HS,Literature,All Students,11,65,6.2,58.5,27.7,7.7
2018,NORTHERN CAMBRIA HS,Literature,Historically Underperforming,11,30,0,50,36.7,13.3
2018,PENN-CAMBRIA SHS,Algebra I,All Students,11,126,46.8,41.3,11.1,0.8
2018,PENN-CAMBRIA SHS,Algebra I,Historically Underperforming,11,55,30.9,49.1,18.2,1.8
2018,PENN-CAMBRIA SHS,Biology,All Students,11,127,29.9,49.6,18.1,2.4
2018,PENN-CAMBRIA SHS,Biology,Historically Underperforming,11,55,18.2,54.5,23.6,3.6
2018,PENN-CAMBRIA SHS,Literature,All Students,11,127,21.3,67.7,10.2,0.8
2018,PENN-CAMBRIA SHS,Literature,Historically Underperforming,11,55,10.9,74.5,12.7,1.8
2018,PORTAGE AREA HS,Algebra I,All Students,11,72,12.5,63.9,16.7,6.9
2018,PORTAGE AREA HS,Algebra I,Historically Underperforming,11,36,11.1,52.8,22.2,13.9
2018,PORTAGE AREA HS,Biology,All Students,11,73,17.8,46.6,26,9.6
2018,PORTAGE AREA HS,Biology,Historically Underperforming,11,36,11.1,41.7,27.8,19.4
2018,PORTAGE AREA HS,Literature,All Students,11,73,5.5,74,12.3,8.2
2018,PORTAGE AREA HS,Literature,Historically Underperforming,11,36,2.8,63.9,16.7,16.7
2018,RICHLAND JR/SR HIGH SCHOOL,Algebra I,All Students,11,110,50,28.2,16.4,5.5
2018,RICHLAND JR/SR HIGH SCHOOL,Algebra I,Historically Underperforming,11,34,35.3,14.7,32.4,17.6
2018,RICHLAND JR/SR HIGH SCHOOL,Biology,All Students,11,110,29.1,47.3,13.6,10
2018,RICHLAND JR/SR HIGH SCHOOL,Biology,Historically Underperforming,11,34,17.6,35.3,17.6,29.4
2018,RICHLAND JR/SR HIGH SCHOOL,Literature,All Students,11,109,17.4,69.7,9.2,3.7
2018,RICHLAND JR/SR HIGH SCHOOL,Literature,Historically Underperforming,11,34,11.8,52.9,23.5,11.8
2018,WESTMONT HILLTOP JSHS,Algebra I,All Students,11,104,26,42.3,18.3,13.5
2018,WESTMONT HILLTOP JSHS,Algebra I,Historically Underperforming,11,31,16.1,12.9,25.8,45.2
2018,WESTMONT HILLTOP JSHS,Biology,All Students,11,104,33.7,35.6,22.1,8.7
2018,WESTMONT HILLTOP JSHS,Biology,Historically Underperforming,11,31,19.4,6.5,48.4,25.8
2018,WESTMONT HILLTOP JSHS,Literature,All Students,11,104,12.5,67.3,14.4,5.8
2018,WESTMONT HILLTOP JSHS,Literature,Historically Underperforming,11,31,3.2,45.2,32.3,19.4
2018,CAMERON COUNTY JSHS,Algebra I,All Students,11,44,4.5,50,34.1,11.4
2018,CAMERON COUNTY JSHS,Algebra I,Historically Underperforming,11,29,3.4,41.4,37.9,17.2
2018,CAMERON COUNTY JSHS,Biology,All Students,11,44,9.1,54.5,29.5,6.8
2018,CAMERON COUNTY JSHS,Biology,Historically Underperforming,11,29,6.9,55.2,27.6,10.3
2018,CAMERON COUNTY JSHS,Literature,All Students,11,44,0,70.5,22.7,6.8
2018,CAMERON COUNTY JSHS,Literature,Historically Underperforming,11,29,0,62.1,27.6,10.3
2018,CARBON CAREER & TECH INSTITUTE,Algebra I,All Students,11,80,10,58.8,30,1.3
2018,CARBON CAREER & TECH INSTITUTE,Algebra I,Historically Underperforming,11,36,5.6,52.8,38.9,2.8
2018,CARBON CAREER & TECH INSTITUTE,Biology,All Students,11,80,20,46.3,25,8.8
2018,CARBON CAREER & TECH INSTITUTE,Biology,Historically Underperforming,11,36,11.1,33.3,38.9,16.7
2018,CARBON CAREER & TECH INSTITUTE,Literature,All Students,11,80,3.8,73.8,18.8,3.8
2018,CARBON CAREER & TECH INSTITUTE,Literature,Historically Underperforming,11,36,0,63.9,30.6,5.6
2018,JIM THORPE AREA SHS,Algebra I,All Students,11,127,10.2,56.7,27.6,5.5
2018,JIM THORPE AREA SHS,Algebra I,Historically Underperforming,11,66,6.1,45.5,37.9,10.6
2018,JIM THORPE AREA SHS,Biology,All Students,11,125,20.8,52.8,16.8,9.6
2018,JIM THORPE AREA SHS,Biology,Historically Underperforming,11,64,14.1,48.4,18.8,18.8
2018,JIM THORPE AREA SHS,Literature,All Students,11,128,6.3,71.1,17.2,5.5
2018,JIM THORPE AREA SHS,Literature,Historically Underperforming,11,67,4.5,62.7,22.4,10.4
2018,LEHIGHTON AREA HS,Algebra I,All Students,11,161,19.9,44.1,26.1,9.9
2018,LEHIGHTON AREA HS,Algebra I,Historically Underperforming,11,72,6.9,36.1,36.1,20.8
2018,LEHIGHTON AREA HS,Biology,All Students,11,160,25.6,42.5,21.3,10.6
2018,LEHIGHTON AREA HS,Biology,Historically Underperforming,11,71,8.5,35.2,33.8,22.5
2018,LEHIGHTON AREA HS,Literature,All Students,11,161,9.9,62.1,21.1,6.8
2018,LEHIGHTON AREA HS,Literature,Historically Underperforming,11,72,2.8,48.6,33.3,15.3
2018,PALMERTON AREA HS,Algebra I,All Students,11,105,21,54.3,18.1,6.7
2018,PALMERTON AREA HS,Algebra I,Historically Underperforming,11,33,12.1,39.4,27.3,21.2
2018,PALMERTON AREA HS,Biology,All Students,11,105,13.3,56.2,19,11.4
2018,PALMERTON AREA HS,Biology,Historically Underperforming,11,32,3.1,46.9,21.9,28.1
2018,PALMERTON AREA HS,Literature,All Students,11,106,8.5,73.6,9.4,8.5
2018,PALMERTON AREA HS,Literature,Historically Underperforming,11,33,6.1,54.5,18.2,21.2
2018,PANTHER VALLEY JSHS,Algebra I,All Students,11,104,1.9,18.3,52.9,26.9
2018,PANTHER VALLEY JSHS,Algebra I,Historically Underperforming,11,99,1,17.2,54.5,27.3
2018,PANTHER VALLEY JSHS,Biology,All Students,11,103,3.9,21.4,44.7,30.1
2018,PANTHER VALLEY JSHS,Biology,Historically Underperforming,11,98,3.1,21.4,43.9,31.6
2018,PANTHER VALLEY JSHS,Literature,All Students,11,103,4.9,43.7,38.8,12.6
2018,PANTHER VALLEY JSHS,Literature,Historically Underperforming,11,97,4.1,45.4,38.1,12.4
2018,WEATHERLY AREA SHS,Algebra I,All Students,11,45,35.6,37.8,17.8,8.9
2018,WEATHERLY AREA SHS,Algebra I,Historically Underperforming,11,21,19,38.1,23.8,19
2018,WEATHERLY AREA SHS,Biology,All Students,11,45,13.3,48.9,31.1,6.7
2018,WEATHERLY AREA SHS,Biology,Historically Underperforming,11,21,0,52.4,33.3,14.3
2018,WEATHERLY AREA SHS,Literature,All Students,11,43,4.7,69.8,18.6,7
2018,WEATHERLY AREA SHS,Literature,Historically Underperforming,11,19,0,57.9,26.3,15.8
2018,BALD EAGLE AREA JSHS,Algebra I,All Students,11,131,16,65.6,14.5,3.8
2018,BALD EAGLE AREA JSHS,Algebra I,Historically Underperforming,11,56,14.3,50,26.8,8.9
2018,BALD EAGLE AREA JSHS,Biology,All Students,11,132,25,53,16.7,5.3
2018,BALD EAGLE AREA JSHS,Biology,Historically Underperforming,11,56,17.9,44.6,25,12.5
2018,BALD EAGLE AREA JSHS,Literature,All Students,11,130,10.8,67.7,16.9,4.6
2018,BALD EAGLE AREA JSHS,Literature,Historically Underperforming,11,55,3.6,60,27.3,9.1
2018,BELLEFONTE AREA HS,Algebra I,All Students,11,194,19.6,57.2,19.1,4.1
2018,BELLEFONTE AREA HS,Algebra I,Historically Underperforming,11,48,6.3,52.1,25,16.7
2018,BELLEFONTE AREA HS,Biology,All Students,11,190,23.7,47.4,24.7,4.2
2018,BELLEFONTE AREA HS,Biology,Historically Underperforming,11,46,13,32.6,45.7,8.7
2018,BELLEFONTE AREA HS,Literature,All Students,11,190,8.4,65.3,22.6,3.7
2018,BELLEFONTE AREA HS,Literature,Historically Underperforming,11,46,2.2,54.3,32.6,10.9
2018,PENNS VALLEY AREA JSHS,Algebra I,All Students,11,109,24.8,61.5,11,2.8
2018,PENNS VALLEY AREA JSHS,Algebra I,Historically Underperforming,11,45,11.1,66.7,15.6,6.7
2018,PENNS VALLEY AREA JSHS,Biology,All Students,11,109,44,39.4,14.7,1.8
2018,PENNS VALLEY AREA JSHS,Biology,Historically Underperforming,11,45,26.7,46.7,22.2,4.4
2018,PENNS VALLEY AREA JSHS,Literature,All Students,11,109,22,68.8,7.3,1.8
2018,PENNS VALLEY AREA JSHS,Literature,Historically Underperforming,11,45,13.3,66.7,15.6,4.4
2018,STATE COLLEGE AREA H,Algebra I,All Students,11,520,55.4,28.5,13.3,2.9
2018,STATE COLLEGE AREA H,Algebra I,Historically Underperforming,11,131,29,30.5,31.3,9.2
2018,STATE COLLEGE AREA H,Biology,All Students,11,529,44.2,35.7,15.3,4.7
2018,STATE COLLEGE AREA H,Biology,Historically Underperforming,11,132,19.7,40.2,25.8,14.4
2018,STATE COLLEGE AREA H,Literature,All Students,11,516,29.8,53.3,13.8,3.1
2018,STATE COLLEGE AREA H,Literature,Historically Underperforming,11,123,9.8,53.7,26.8,9.8
2018,21ST CENTURY CYBER CS,Algebra I,All Students,11,139,18,54.7,23.7,3.6
2018,21ST CENTURY CYBER CS,Algebra I,Historically Underperforming,11,29,10.3,41.4,37.9,10.3
2018,21ST CENTURY CYBER CS,Biology,All Students,11,138,18.1,44.9,28.3,8.7
2018,21ST CENTURY CYBER CS,Biology,Historically Underperforming,11,27,11.1,44.4,18.5,25.9
2018,21ST CENTURY CYBER CS,Literature,All Students,11,138,6.5,76.8,15.2,1.4
2018,21ST CENTURY CYBER CS,Literature,Historically Underperforming,11,28,7.1,60.7,25,7.1
2018,ACHIEVEMENT HOUSE CS,Algebra I,All Students,11,83,6,10.8,39.8,43.4
2018,ACHIEVEMENT HOUSE CS,Algebra I,Historically Underperforming,11,70,5.7,10,38.6,45.7
2018,ACHIEVEMENT HOUSE CS,Biology,All Students,11,84,4.8,15.5,34.5,45.2
2018,ACHIEVEMENT HOUSE CS,Biology,Historically Underperforming,11,71,1.4,12.7,35.2,50.7
2018,ACHIEVEMENT HOUSE CS,Literature,All Students,11,82,2.4,41.5,32.9,23.2
2018,ACHIEVEMENT HOUSE CS,Literature,Historically Underperforming,11,69,0,39.1,36.2,24.6
2018,AGORA CYBER CS,Algebra I,All Students,11,499,3.8,23,48.3,24.8
2018,AGORA CYBER CS,Algebra I,Historically Underperforming,11,351,3.1,19.7,47.3,29.9
2018,AGORA CYBER CS,Biology,All Students,11,497,5.4,25.8,40,28.8
2018,AGORA CYBER CS,Biology,Historically Underperforming,11,349,4,22.9,41,32.1
2018,AGORA CYBER CS,Literature,All Students,11,499,1.4,51.1,32.7,14.8
2018,AGORA CYBER CS,Literature,Historically Underperforming,11,350,1.1,44.3,36.9,17.7
2018,AVON GROVE CS,Algebra I,All Students,11,71,19.7,40.8,29.6,9.9
2018,AVON GROVE CS,Algebra I,Historically Underperforming,11,28,7.1,28.6,46.4,17.9
2018,AVON GROVE CS,Biology,All Students,11,72,22.2,50,13.9,13.9
2018,AVON GROVE CS,Biology,Historically Underperforming,11,28,7.1,35.7,28.6,28.6
2018,AVON GROVE CS,Literature,All Students,11,74,14.9,55.4,20.3,9.5
2018,AVON GROVE CS,Literature,Historically Underperforming,11,30,6.7,40,33.3,20
2018,AVON GROVE HS,Algebra I,All Students,11,431,41.8,37.8,16.2,4.2
2018,AVON GROVE HS,Algebra I,Historically Underperforming,11,131,20.6,37.4,29,13
2018,AVON GROVE HS,Biology,All Students,11,431,33.9,40.6,18.1,7.4
2018,AVON GROVE HS,Biology,Historically Underperforming,11,130,10.8,40.8,27.7,20.8
2018,AVON GROVE HS,Literature,All Students,11,433,12,71.4,11.5,5.1
2018,AVON GROVE HS,Literature,Historically Underperforming,11,130,1.5,58.5,24.6,15.4
2018,CHESTER COUNTY TECHNICAL COLLEGE,Algebra I,All Students,11,29,6.9,17.2,44.8,31
2018,CHESTER COUNTY TECHNICAL COLLEGE,Algebra I,Historically Underperforming,11,24,4.2,12.5,50,33.3
2018,CHESTER COUNTY TECHNICAL COLLEGE,Biology,All Students,11,34,0,17.6,47.1,35.3
2018,CHESTER COUNTY TECHNICAL COLLEGE,Biology,Historically Underperforming,11,29,0,13.8,48.3,37.9
2018,CHESTER COUNTY TECHNICAL COLLEGE,Literature,All Students,11,32,3.1,25,37.5,34.4
2018,CHESTER COUNTY TECHNICAL COLLEGE,Literature,Historically Underperforming,11,27,0,22.2,40.7,37
2018,COATESVILLE AREA SD CYBER ACADEM,Algebra I,All Students,11,32,0,21.9,43.8,34.4
2018,COATESVILLE AREA SD CYBER ACADEM,Algebra I,Historically Underperforming,11,20,0,15,40,45
2018,COATESVILLE AREA SD CYBER ACADEM,Biology,All Students,11,30,0,13.3,36.7,50
2018,COATESVILLE AREA SD CYBER ACADEM,Biology,Historically Underperforming,11,19,0,10.5,36.8,52.6
2018,COATESVILLE AREA SD CYBER ACADEM,Literature,All Students,11,33,0,27.3,48.5,24.2
2018,COATESVILLE AREA SD CYBER ACADEM,Literature,Historically Underperforming,11,21,0,23.8,47.6,28.6
2018,COATESVILLE AREA SHS,Algebra I,All Students,11,457,8.5,32.4,37.4,21.7
2018,COATESVILLE AREA SHS,Algebra I,Historically Underperforming,11,252,2.4,17.5,44.8,35.3
2018,COATESVILLE AREA SHS,Biology,All Students,11,449,11.4,27.2,30.1,31.4
2018,COATESVILLE AREA SHS,Biology,Historically Underperforming,11,245,3.3,15.1,33.1,48.6
2018,COATESVILLE AREA SHS,Literature,All Students,11,448,3.3,54,22.5,20.1
2018,COATESVILLE AREA SHS,Literature,Historically Underperforming,11,244,0,35.7,29.1,35.2
2018,COLLEGIUM CS,Algebra I,All Students,11,85,16.5,44.7,31.8,7.1
2018,COLLEGIUM CS,Algebra I,Historically Underperforming,11,42,9.5,28.6,47.6,14.3
2018,COLLEGIUM CS,Biology,All Students,11,85,28.2,34.1,24.7,12.9
2018,COLLEGIUM CS,Biology,Historically Underperforming,11,42,11.9,31,33.3,23.8
2018,COLLEGIUM CS,Literature,All Students,11,85,10.6,61.2,20,8.2
2018,COLLEGIUM CS,Literature,Historically Underperforming,11,42,2.4,50,31,16.7
2018,DOWNINGTOWN HS EAST,Algebra I,All Students,11,429,34.7,57.8,6.3,1.2
2018,DOWNINGTOWN HS EAST,Algebra I,Historically Underperforming,11,110,21.8,54.5,19.1,4.5
2018,DOWNINGTOWN HS EAST,Biology,All Students,11,427,33.7,58.3,6.3,1.6
2018,DOWNINGTOWN HS EAST,Biology,Historically Underperforming,11,108,13.9,68.5,13.9,3.7
2018,DOWNINGTOWN HS EAST,Literature,All Students,11,427,17.6,77.3,3.5,1.6
2018,DOWNINGTOWN HS EAST,Literature,Historically Underperforming,11,109,6.4,77.1,11,5.5
2018,DOWNINGTOWN HS WEST,Algebra I,All Students,11,367,30.8,52.6,13.6,3
2018,DOWNINGTOWN HS WEST,Algebra I,Historically Underperforming,11,101,8.9,43.6,37.6,9.9
2018,DOWNINGTOWN HS WEST,Biology,All Students,11,370,34.1,47.8,13,5.1
2018,DOWNINGTOWN HS WEST,Biology,Historically Underperforming,11,104,11.5,38.5,33.7,16.3
2018,DOWNINGTOWN HS WEST,Literature,All Students,11,373,13.4,73.2,11,2.4
2018,DOWNINGTOWN HS WEST,Literature,Historically Underperforming,11,105,1.9,56.2,33.3,8.6
2018,DOWNINGTOWN STEM ACADEMY,Algebra I,All Students,11,190,81.1,18.9,0,0
2018,DOWNINGTOWN STEM ACADEMY,Algebra I,Historically Underperforming,11,14,85.7,14.3,0,0
2018,DOWNINGTOWN STEM ACADEMY,Biology,All Students,11,190,96.3,3.7,0,0
2018,DOWNINGTOWN STEM ACADEMY,Biology,Historically Underperforming,11,14,100,0,0,0
2018,DOWNINGTOWN STEM ACADEMY,Literature,All Students,11,190,51.6,48.4,0,0
2018,DOWNINGTOWN STEM ACADEMY,Literature,Historically Underperforming,11,14,57.1,42.9,0,0
2018,GREAT VALLEY HS,Algebra I,All Students,11,305,54.4,29.2,12.8,3.6
2018,GREAT VALLEY HS,Algebra I,Historically Underperforming,11,82,19.5,36.6,30.5,13.4
2018,GREAT VALLEY HS,Biology,All Students,11,302,53.6,36.8,5.3,4.3
2018,GREAT VALLEY HS,Biology,Historically Underperforming,11,82,22,47.6,15.9,14.6
2018,GREAT VALLEY HS,Literature,All Students,11,308,24.7,65.3,6.2,3.9
2018,GREAT VALLEY HS,Literature,Historically Underperforming,11,84,10.7,59.5,15.5,14.3
2018,KENNETT HS,Algebra I,All Students,11,303,36,35.3,21.5,7.3
2018,KENNETT HS,Algebra I,Historically Underperforming,11,144,13.9,34.7,36.1,15.3
2018,KENNETT HS,Biology,All Students,11,302,30.8,38.7,20.5,9.9
2018,KENNETT HS,Biology,Historically Underperforming,11,144,10.4,31.3,37.5,20.8
2018,KENNETT HS,Literature,All Students,11,303,16.5,62.7,14.5,6.3
2018,KENNETT HS,Literature,Historically Underperforming,11,144,3.5,52.8,30.6,13.2
2018,OCTORARA AREA JSHS,Algebra I,All Students,11,154,27.3,45.5,21.4,5.8
2018,OCTORARA AREA JSHS,Algebra I,Historically Underperforming,11,63,12.7,39.7,36.5,11.1
2018,OCTORARA AREA JSHS,Biology,All Students,11,155,27.1,38.1,21.3,13.5
2018,OCTORARA AREA JSHS,Biology,Historically Underperforming,11,64,15.6,23.4,34.4,26.6
2018,OCTORARA AREA JSHS,Literature,All Students,11,154,10.4,68.2,13.6,7.8
2018,OCTORARA AREA JSHS,Literature,Historically Underperforming,11,63,3.2,54,23.8,19
2018,OWEN J ROBERTS HS,Algebra I,All Students,11,367,22.9,58,15,4.1
2018,OWEN J ROBERTS HS,Algebra I,Historically Underperforming,11,102,4.9,48,32.4,14.7
2018,OWEN J ROBERTS HS,Biology,All Students,11,359,43.2,43.2,11.4,2.2
2018,OWEN J ROBERTS HS,Biology,Historically Underperforming,11,99,16.2,47.5,28.3,8.1
2018,OWEN J ROBERTS HS,Literature,All Students,11,367,13.6,73,12,1.4
2018,OWEN J ROBERTS HS,Literature,Historically Underperforming,11,99,4,63.6,27.3,5.1
2018,OXFORD AREA HS,Algebra I,All Students,11,301,16.9,42.9,28.9,11.3
2018,OXFORD AREA HS,Algebra I,Historically Underperforming,11,128,8.6,32.8,34.4,24.2
2018,OXFORD AREA HS,Biology,All Students,11,306,19.9,38.9,27.1,14.1
2018,OXFORD AREA HS,Biology,Historically Underperforming,11,130,6.2,28.5,36.9,28.5
2018,OXFORD AREA HS,Literature,All Students,11,301,10.6,58.1,20.9,10.3
2018,OXFORD AREA HS,Literature,Historically Underperforming,11,125,2.4,47.2,29.6,20.8
2018,PENNSYLVANIA LEADERSHIP CHARTER,Algebra I,All Students,11,315,19,37.1,33.7,10.2
2018,PENNSYLVANIA LEADERSHIP CHARTER,Algebra I,Historically Underperforming,11,150,10,30,42.7,17.3
2018,PENNSYLVANIA LEADERSHIP CHARTER,Biology,All Students,11,314,19.7,34.7,29.3,16.2
2018,PENNSYLVANIA LEADERSHIP CHARTER,Biology,Historically Underperforming,11,150,9.3,30,36,24.7
2018,PENNSYLVANIA LEADERSHIP CHARTER,Literature,All Students,11,312,7.7,63.5,22.1,6.7
2018,PENNSYLVANIA LEADERSHIP CHARTER,Literature,Historically Underperforming,11,148,4.7,52,31.1,12.2
2018,PHOENIXVILLE HS,Algebra I,All Students,11,250,40,38.8,16.4,4.8
2018,PHOENIXVILLE HS,Algebra I,Historically Underperforming,11,71,12.7,33.8,36.6,16.9
2018,PHOENIXVILLE HS,Biology,All Students,11,246,38.2,41.5,13.4,6.9
2018,PHOENIXVILLE HS,Biology,Historically Underperforming,11,70,17.1,41.4,27.1,14.3
2018,PHOENIXVILLE HS,Literature,All Students,11,251,17.5,66.9,10.8,4.8
2018,PHOENIXVILLE HS,Literature,Historically Underperforming,11,71,5.6,54.9,25.4,14.1
2018,RENAISSANCE ACAD CS,Algebra I,All Students,11,67,40.3,37.3,20.9,1.5
2018,RENAISSANCE ACAD CS,Algebra I,Historically Underperforming,11,23,21.7,39.1,34.8,4.3
2018,RENAISSANCE ACAD CS,Biology,All Students,11,67,37.3,32.8,23.9,6
2018,RENAISSANCE ACAD CS,Biology,Historically Underperforming,11,23,8.7,30.4,43.5,17.4
2018,RENAISSANCE ACAD CS,Literature,All Students,11,67,9,67.2,19.4,4.5
2018,RENAISSANCE ACAD CS,Literature,Historically Underperforming,11,23,0,47.8,39.1,13
2018,CONESTOGA SHS,Algebra I,All Students,11,494,65.8,28.5,4.9,0.8
2018,CONESTOGA SHS,Algebra I,Historically Underperforming,11,103,45.6,35,16.5,2.9
2018,CONESTOGA SHS,Biology,All Students,11,496,59.3,32.5,7.1,1.2
2018,CONESTOGA SHS,Biology,Historically Underperforming,11,103,34,36.9,23.3,5.8
2018,CONESTOGA SHS,Literature,All Students,11,493,23.5,68.4,7.3,0.8
2018,CONESTOGA SHS,Literature,Historically Underperforming,11,100,10,60,26,4
2018,UNIONVILLE HS,Algebra I,All Students,11,355,57.5,33,8.7,0.8
2018,UNIONVILLE HS,Algebra I,Historically Underperforming,11,60,28.3,38.3,30,3.3
2018,UNIONVILLE HS,Biology,All Students,11,355,53.8,36.1,8.2,2
2018,UNIONVILLE HS,Biology,Historically Underperforming,11,59,20.3,42.4,27.1,10.2
2018,UNIONVILLE HS,Literature,All Students,11,358,31.6,61.7,5.6,1.1
2018,UNIONVILLE HS,Literature,Historically Underperforming,11,61,13.1,59,23,4.9
2018,EAST SHS,Algebra I,All Students,11,290,45.5,43.8,9.7,1
2018,EAST SHS,Algebra I,Historically Underperforming,11,64,21.9,45.3,31.3,1.6
2018,EAST SHS,Biology,All Students,11,298,48.7,34.9,12.1,4.4
2018,EAST SHS,Biology,Historically Underperforming,11,71,18.3,32.4,35.2,14.1
2018,EAST SHS,Literature,All Students,11,297,16.2,67.3,12.8,3.7
2018,EAST SHS,Literature,Historically Underperforming,11,70,1.4,54.3,30,14.3
2018,HENDERSON SHS,Algebra I,All Students,11,304,33.2,53,11.2,2.6
2018,HENDERSON SHS,Algebra I,Historically Underperforming,11,65,10.8,40,36.9,12.3
2018,HENDERSON SHS,Biology,All Students,11,306,49,37.9,10.5,2.6
2018,HENDERSON SHS,Biology,Historically Underperforming,11,66,15.2,43.9,30.3,10.6
2018,HENDERSON SHS,Literature,All Students,11,304,16.8,70.4,10.9,2
2018,HENDERSON SHS,Literature,Historically Underperforming,11,64,1.6,60.9,28.1,9.4
2018,WEST CHESTER BAYARD RUSTIN HS,Algebra I,All Students,11,300,63.3,30,5.3,1.3
2018,WEST CHESTER BAYARD RUSTIN HS,Algebra I,Historically Underperforming,11,59,32.2,44.1,18.6,5.1
2018,WEST CHESTER BAYARD RUSTIN HS,Biology,All Students,11,303,63.4,26.4,7.3,3
2018,WEST CHESTER BAYARD RUSTIN HS,Biology,Historically Underperforming,11,62,41.9,27.4,21,9.7
2018,WEST CHESTER BAYARD RUSTIN HS,Literature,All Students,11,304,22.4,68.4,5.9,3.3
2018,WEST CHESTER BAYARD RUSTIN HS,Literature,Historically Underperforming,11,62,3.2,69.4,14.5,12.9
2018,ALLEGHENY-CLARION VA,Algebra I,All Students,11,58,24.1,51.7,24.1,0
2018,ALLEGHENY-CLARION VA,Algebra I,Historically Underperforming,11,20,20,50,30,0
2018,ALLEGHENY-CLARION VA,Biology,All Students,11,58,36.2,43.1,17.2,3.4
2018,ALLEGHENY-CLARION VA,Biology,Historically Underperforming,11,20,45,40,10,5
2018,ALLEGHENY-CLARION VA,Literature,All Students,11,58,5.2,77.6,15.5,1.7
2018,ALLEGHENY-CLARION VA,Literature,Historically Underperforming,11,20,0,85,10,5
2018,CLARION AREA JSHS,Algebra I,All Students,11,67,17.9,49.3,19.4,13.4
2018,CLARION AREA JSHS,Algebra I,Historically Underperforming,11,22,13.6,22.7,36.4,27.3
2018,CLARION AREA JSHS,Biology,All Students,11,67,20.9,43.3,22.4,13.4
2018,CLARION AREA JSHS,Biology,Historically Underperforming,11,22,4.5,27.3,40.9,27.3
2018,CLARION AREA JSHS,Literature,All Students,11,67,9,62.7,20.9,7.5
2018,CLARION AREA JSHS,Literature,Historically Underperforming,11,22,4.5,40.9,31.8,22.7
2018,CLARION-LIMESTONE AR,Algebra I,All Students,11,54,27.8,55.6,13,3.7
2018,CLARION-LIMESTONE AR,Algebra I,Historically Underperforming,11,15,6.7,46.7,33.3,13.3
2018,CLARION-LIMESTONE AR,Biology,All Students,11,54,25.9,59.3,14.8,0
2018,CLARION-LIMESTONE AR,Biology,Historically Underperforming,11,15,20,46.7,33.3,0
2018,CLARION-LIMESTONE AR,Literature,All Students,11,54,5.6,88.9,5.6,0
2018,CLARION-LIMESTONE AR,Literature,Historically Underperforming,11,15,0,86.7,13.3,0
2018,KEYSTONE JSHS,Algebra I,All Students,11,73,4.1,56.2,34.2,5.5
2018,KEYSTONE JSHS,Algebra I,Historically Underperforming,11,30,0,30,63.3,6.7
2018,KEYSTONE JSHS,Biology,All Students,11,73,11,45.2,35.6,8.2
2018,KEYSTONE JSHS,Biology,Historically Underperforming,11,30,3.3,26.7,53.3,16.7
2018,KEYSTONE JSHS,Literature,All Students,11,72,4.2,69.4,16.7,9.7
2018,KEYSTONE JSHS,Literature,Historically Underperforming,11,29,0,51.7,31,17.2
2018,NORTH CLARION CO JSH,Algebra I,All Students,11,47,29.8,57.4,8.5,4.3
2018,NORTH CLARION CO JSH,Algebra I,Historically Underperforming,11,24,29.2,45.8,16.7,8.3
2018,NORTH CLARION CO JSH,Biology,All Students,11,47,8.5,66,21.3,4.3
2018,NORTH CLARION CO JSH,Biology,Historically Underperforming,11,24,4.2,45.8,41.7,8.3
2018,NORTH CLARION CO JSH,Literature,All Students,11,47,2.1,74.5,17,6.4
2018,NORTH CLARION CO JSH,Literature,Historically Underperforming,11,24,0,54.2,33.3,12.5
2018,REDBANK VALLEY HS,Algebra I,All Students,11,86,16.3,31.4,46.5,5.8
2018,REDBANK VALLEY HS,Algebra I,Historically Underperforming,11,45,11.1,31.1,48.9,8.9
2018,REDBANK VALLEY HS,Biology,All Students,11,87,9.2,47.1,36.8,6.9
2018,REDBANK VALLEY HS,Biology,Historically Underperforming,11,46,2.2,52.2,34.8,10.9
2018,REDBANK VALLEY HS,Literature,All Students,11,87,4.6,71.3,19.5,4.6
2018,REDBANK VALLEY HS,Literature,Historically Underperforming,11,46,2.2,69.6,19.6,8.7
2018,UNION HS,Algebra I,All Students,11,31,6.5,61.3,25.8,6.5
2018,UNION HS,Algebra I,Historically Underperforming,11,14,14.3,50,21.4,14.3
2018,UNION HS,Biology,All Students,11,31,6.5,58.1,32.3,3.2
2018,UNION HS,Biology,Historically Underperforming,11,14,14.3,42.9,35.7,7.1
2018,UNION HS,Literature,All Students,11,31,0,71,25.8,3.2
