Year,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic,% Advanced/Proficient
2023,MUHLENBERG HS,Biology,All Students,11,345,3.5,20,35.9,40.6,23.5
2023,MUHLENBERG HS,Biology,White (not Hispanic),11,92,8.7,25,37,29.3,33.7
2023,MUHLENBERG HS,Biology,Black or African American (not Hispanic),11,26,3.8,23.1,46.2,26.9,26.9
2023,MUHLENBERG HS,Biology,Hispanic (any race),11,216,0.9,17.6,34.3,47.2,18.5
2023,MUHLENBERG HS,Biology,IEP,11,56,3.6,0,32.1,64.3,3.6
2023,MUHLENBERG HS,Biology,ELL,11,31,0,0,12.9,87.1,0
2023,MUHLENBERG HS,Biology,Economically Disadvantaged,11,188,1.6,14.9,34.6,48.9,16.5
2023,MUHLENBERG HS,Literature,All Students,11,344,3.8,41.9,35.5,18.9,45.6
2023,MUHLENBERG HS,Literature,White (not Hispanic),11,91,7.7,56,25.3,11,63.7
2023,MUHLENBERG HS,Literature,Black or African American (not Hispanic),11,26,0,53.8,34.6,11.5,53.8
2023,MUHLENBERG HS,Literature,Hispanic (any race),11,216,2.3,34.7,39.8,23.1,37
2023,MUHLENBERG HS,Literature,IEP,11,56,0,17.9,39.3,42.9,17.9
2023,MUHLENBERG HS,Literature,ELL,11,29,0,3.4,41.4,55.2,3.4
2023,MUHLENBERG HS,Literature,Economically Disadvantaged,11,187,1.1,35.8,40.6,22.5,36.9
2023,OLEY VALLEY SHS,Algebra I,All Students,11,64,25,32.8,37.5,4.7,57.8
2023,OLEY VALLEY SHS,Algebra I,White (not Hispanic),11,60,23.3,35,38.3,3.3,58.3
2023,OLEY VALLEY SHS,Algebra I,IEP,11,16,0,12.5,68.8,18.8,12.5
2023,OLEY VALLEY SHS,Algebra I,Economically Disadvantaged,11,20,10,40,45,5,50
2023,OLEY VALLEY SHS,Biology,All Students,11,115,29.6,45.2,22.6,2.6,74.8
2023,OLEY VALLEY SHS,Biology,White (not Hispanic),11,106,28.3,46.2,23.6,1.9,74.5
2023,OLEY VALLEY SHS,Biology,IEP,11,17,0,11.8,82.4,5.9,11.8
2023,OLEY VALLEY SHS,Biology,Economically Disadvantaged,11,29,20.7,51.7,24.1,3.4,72.4
2023,OLEY VALLEY SHS,Literature,All Students,11,115,13,63.5,17.4,6.1,76.5
2023,OLEY VALLEY SHS,Literature,White (not Hispanic),11,106,12.3,64.2,17,6.6,76.4
2023,OLEY VALLEY SHS,Literature,IEP,11,17,0,5.9,70.6,23.5,5.9
2023,OLEY VALLEY SHS,Literature,Economically Disadvantaged,11,29,10.3,55.2,34.5,0,65.5
2023,READING SHS,Algebra I,All Students,11,601,2,11,36.8,50.2,13
2023,READING SHS,Algebra I,White (not Hispanic),11,17,11.8,29.4,17.6,41.2,41.2
2023,READING SHS,Algebra I,Black or African American (not Hispanic),11,46,0,6.5,47.8,45.7,6.5
2023,READING SHS,Algebra I,Hispanic (any race),11,526,1.9,10.8,35.9,51.3,12.7
2023,READING SHS,Algebra I,Multi-Racial (not Hispanic),11,11,0,9.1,63.6,27.3,9.1
2023,READING SHS,Algebra I,IEP,11,92,0,1.1,17.4,81.5,1.1
2023,READING SHS,Algebra I,ELL,11,151,0,2,21.9,76.2,2
2023,READING SHS,Algebra I,Economically Disadvantaged,11,552,1.4,10.1,37.3,51.1,11.6
2023,READING SHS,Biology,All Students,11,574,4.4,13.8,25.8,56.1,18.1
2023,READING SHS,Biology,White (not Hispanic),11,15,13.3,26.7,13.3,46.7,40
2023,READING SHS,Biology,Black or African American (not Hispanic),11,45,4.4,11.1,20,64.4,15.6
2023,READING SHS,Biology,Hispanic (any race),11,502,4,13.5,26.5,56,17.5
2023,READING SHS,Biology,Multi-Racial (not Hispanic),11,11,9.1,18.2,36.4,36.4,27.3
2023,READING SHS,Biology,IEP,11,90,0,2.2,10,87.8,2.2
2023,READING SHS,Biology,ELL,11,129,0,1.6,14.7,83.7,1.6
2023,READING SHS,Biology,Economically Disadvantaged,11,527,3.2,13.5,25.6,57.7,16.7
2023,READING SHS,Literature,All Students,11,570,0.9,32.1,36.5,30.5,33
2023,READING SHS,Literature,White (not Hispanic),11,18,0,55.6,22.2,22.2,55.6
2023,READING SHS,Literature,Black or African American (not Hispanic),11,47,0,21.3,46.8,31.9,21.3
2023,READING SHS,Literature,Hispanic (any race),11,494,1,32,36,31,33
2023,READING SHS,Literature,Multi-Racial (not Hispanic),11,11,0,45.5,36.4,18.2,45.5
2023,READING SHS,Literature,IEP,11,95,0,6.3,31.6,62.1,6.3
2023,READING SHS,Literature,ELL,11,126,0,7.9,27,65.1,7.9
2023,READING SHS,Literature,Economically Disadvantaged,11,521,0.8,30.9,36.9,31.5,31.7
2023,SCHUYLKILL VALLEY HS,Algebra I,All Students,11,75,1.3,20,69.3,9.3,21.3
2023,SCHUYLKILL VALLEY HS,Algebra I,White (not Hispanic),11,61,1.6,21.3,67.2,9.8,23
2023,SCHUYLKILL VALLEY HS,Algebra I,Hispanic (any race),11,13,0,15.4,76.9,7.7,15.4
2023,SCHUYLKILL VALLEY HS,Algebra I,IEP,11,33,0,6.1,72.7,21.2,6.1
2023,SCHUYLKILL VALLEY HS,Algebra I,Economically Disadvantaged,11,37,0,21.6,70.3,8.1,21.6
2023,SCHUYLKILL VALLEY HS,Biology,All Students,11,161,17.4,29.2,36,17.4,46.6
2023,SCHUYLKILL VALLEY HS,Biology,White (not Hispanic),11,135,18.5,30.4,34.8,16.3,48.9
2023,SCHUYLKILL VALLEY HS,Biology,Hispanic (any race),11,20,5,25,50,20,30
2023,SCHUYLKILL VALLEY HS,Biology,IEP,11,37,2.7,8.1,51.4,37.8,10.8
2023,SCHUYLKILL VALLEY HS,Biology,Economically Disadvantaged,11,50,10,22,50,18,32
2023,SCHUYLKILL VALLEY HS,Literature,All Students,11,164,5.5,61.6,28,4.9,67.1
2023,SCHUYLKILL VALLEY HS,Literature,White (not Hispanic),11,138,6.5,65.9,23.2,4.3,72.5
2023,SCHUYLKILL VALLEY HS,Literature,Hispanic (any race),11,20,0,35,55,10,35
2023,SCHUYLKILL VALLEY HS,Literature,IEP,11,38,2.6,26.3,50,21.1,28.9
2023,SCHUYLKILL VALLEY HS,Literature,Economically Disadvantaged,11,54,0,44.4,51.9,3.7,44.4
2023,TULPEHOCKEN JSHS,Algebra I,All Students,11,56,5.4,30.4,44.6,19.6,35.7
2023,TULPEHOCKEN JSHS,Algebra I,White (not Hispanic),11,45,6.7,26.7,51.1,15.6,33.3
2023,TULPEHOCKEN JSHS,Algebra I,IEP,11,17,0,0,47.1,52.9,0
2023,TULPEHOCKEN JSHS,Algebra I,Economically Disadvantaged,11,19,0,26.3,52.6,21.1,26.3
2023,TULPEHOCKEN JSHS,Biology,All Students,11,98,32.7,32.7,21.4,13.3,65.3
2023,TULPEHOCKEN JSHS,Biology,White (not Hispanic),11,84,34.5,33.3,21.4,10.7,67.9
2023,TULPEHOCKEN JSHS,Biology,IEP,11,20,10,15,30,45,25
2023,TULPEHOCKEN JSHS,Biology,Economically Disadvantaged,11,29,20.7,37.9,17.2,24.1,58.6
2023,TULPEHOCKEN JSHS,Literature,All Students,11,101,6.9,53.5,26.7,12.9,60.4
2023,TULPEHOCKEN JSHS,Literature,White (not Hispanic),11,85,8.2,54.1,25.9,11.8,62.4
2023,TULPEHOCKEN JSHS,Literature,Hispanic (any race),11,11,0,45.5,36.4,18.2,45.5
2023,TULPEHOCKEN JSHS,Literature,IEP,11,20,0,30,30,40,30
2023,TULPEHOCKEN JSHS,Literature,Economically Disadvantaged,11,30,3.3,50,33.3,13.3,53.3
2023,TWIN VALLEY HS,Algebra I,All Students,11,101,25.7,9.9,38.6,25.7,35.6
2023,TWIN VALLEY HS,Algebra I,White (not Hispanic),11,84,28.6,8.3,39.3,23.8,36.9
2023,TWIN VALLEY HS,Algebra I,Hispanic (any race),11,11,0,18.2,45.5,36.4,18.2
2023,TWIN VALLEY HS,Algebra I,IEP,11,32,0,3.1,43.8,53.1,3.1
2023,TWIN VALLEY HS,Algebra I,Economically Disadvantaged,11,31,6.5,16.1,35.5,41.9,22.6
2023,TWIN VALLEY HS,Biology,All Students,11,221,19.9,33.9,29,17.2,53.8
2023,TWIN VALLEY HS,Biology,White (not Hispanic),11,195,21,34.9,28.2,15.9,55.9
2023,TWIN VALLEY HS,Biology,Hispanic (any race),11,13,7.7,15.4,46.2,30.8,23.1
2023,TWIN VALLEY HS,Biology,IEP,11,34,2.9,5.9,20.6,70.6,8.8
2023,TWIN VALLEY HS,Biology,Economically Disadvantaged,11,59,10.2,25.4,35.6,28.8,35.6
2023,TWIN VALLEY HS,Literature,All Students,11,221,7.7,66.1,20.4,5.9,73.8
2023,TWIN VALLEY HS,Literature,White (not Hispanic),11,196,7.7,66.3,19.9,6.1,74
2023,TWIN VALLEY HS,Literature,Hispanic (any race),11,13,0,69.2,30.8,0,69.2
2023,TWIN VALLEY HS,Literature,IEP,11,37,0,27,40.5,32.4,27
2023,TWIN VALLEY HS,Literature,Economically Disadvantaged,11,61,0,62.3,29.5,8.2,62.3
2023,WILSON HS,Algebra I,All Students,11,313,1.9,24.6,54,19.5,26.5
2023,WILSON HS,Algebra I,White (not Hispanic),11,176,2.3,29.5,54.5,13.6,31.8
2023,WILSON HS,Algebra I,Black or African American (not Hispanic),11,25,4,16,36,44,20
2023,WILSON HS,Algebra I,Hispanic (any race),11,96,1,16.7,58.3,24,17.7
2023,WILSON HS,Algebra I,IEP,11,59,0,11.9,32.2,55.9,11.9
2023,WILSON HS,Algebra I,ELL,11,14,0,7.1,42.9,50,7.1
2023,WILSON HS,Algebra I,Economically Disadvantaged,11,127,0,18.1,55.1,26.8,18.1
2023,WILSON HS,Biology,All Students,11,427,23.2,36.8,25.5,14.5,60
2023,WILSON HS,Biology,White (not Hispanic),11,268,27.2,39.9,24.3,8.6,67.2
2023,WILSON HS,Biology,Black or African American (not Hispanic),11,27,29.6,11.1,37,22.2,40.7
2023,WILSON HS,Biology,Hispanic (any race),11,103,8.7,33,29.1,29.1,41.7
2023,WILSON HS,Biology,Asian (not Hispanic),11,19,31.6,47.4,15.8,5.3,78.9
2023,WILSON HS,Biology,IEP,11,58,6.9,13.8,39.7,39.7,20.7
2023,WILSON HS,Biology,ELL,11,13,0,7.7,30.8,61.5,7.7
2023,WILSON HS,Biology,Economically Disadvantaged,11,136,12.5,30.1,29.4,27.9,42.6
2023,WILSON HS,Literature,All Students,11,443,14.9,67.7,13.3,4.1,82.6
2023,WILSON HS,Literature,White (not Hispanic),11,276,19.2,70.7,9.4,0.7,89.9
2023,WILSON HS,Literature,Black or African American (not Hispanic),11,30,13.3,56.7,23.3,6.7,70
2023,WILSON HS,Literature,Hispanic (any race),11,108,3.7,62,22.2,12,65.7
2023,WILSON HS,Literature,Asian (not Hispanic),11,19,15.8,73.7,5.3,5.3,89.5
2023,WILSON HS,Literature,IEP,11,60,1.7,46.7,30,21.7,48.3
2023,WILSON HS,Literature,ELL,11,14,0,35.7,35.7,28.6,35.7
2023,WILSON HS,Literature,Economically Disadvantaged,11,144,5.6,63.9,22.2,8.3,69.4
2023,WYOMISSING AREA JSHS,Algebra I,All Students,11,52,17.3,11.5,34.6,36.5,28.8
2023,WYOMISSING AREA JSHS,Algebra I,White (not Hispanic),11,28,28.6,17.9,21.4,32.1,46.4
2023,WYOMISSING AREA JSHS,Algebra I,Hispanic (any race),11,19,5.3,5.3,42.1,47.4,10.5
2023,WYOMISSING AREA JSHS,Algebra I,IEP,11,15,0,6.7,26.7,66.7,6.7
2023,WYOMISSING AREA JSHS,Algebra I,Economically Disadvantaged,11,28,7.1,3.6,39.3,50,10.7
2023,WYOMISSING AREA JSHS,Biology,All Students,11,124,25,27.4,25.8,21.8,52.4
2023,WYOMISSING AREA JSHS,Biology,White (not Hispanic),11,82,34.1,31.7,19.5,14.6,65.9
2023,WYOMISSING AREA JSHS,Biology,Hispanic (any race),11,30,6.7,16.7,36.7,40,23.3
2023,WYOMISSING AREA JSHS,Biology,IEP,11,22,4.5,4.5,31.8,59.1,9.1
2023,WYOMISSING AREA JSHS,Biology,Economically Disadvantaged,11,43,9.3,25.6,25.6,39.5,34.9
2023,WYOMISSING AREA JSHS,Literature,All Students,11,125,20,52,19.2,8.8,72
2023,WYOMISSING AREA JSHS,Literature,White (not Hispanic),11,82,28,56.1,11,4.9,84.1
2023,WYOMISSING AREA JSHS,Literature,Hispanic (any race),11,31,3.2,45.2,32.3,19.4,48.4
2023,WYOMISSING AREA JSHS,Literature,IEP,11,22,0,27.3,40.9,31.8,27.3
2023,WYOMISSING AREA JSHS,Literature,Economically Disadvantaged,11,43,9.3,41.9,30.2,18.6,51.2
2023,ALTOONA AREA HS,Algebra I,All Students,11,338,5,37.6,42.9,14.5,42.6
2023,ALTOONA AREA HS,Algebra I,White (not Hispanic),11,291,5.2,40.9,40.2,13.7,46
2023,ALTOONA AREA HS,Algebra I,Black or African American (not Hispanic),11,33,3,12.1,63.6,21.2,15.2
2023,ALTOONA AREA HS,Algebra I,Hispanic (any race),11,11,9.1,36.4,54.5,0,45.5
2023,ALTOONA AREA HS,Algebra I,IEP,11,75,1.3,6.7,52,40,8
2023,ALTOONA AREA HS,Algebra I,Economically Disadvantaged,11,200,3.5,28,48,20.5,31.5
2023,ALTOONA AREA HS,Biology,All Students,11,432,14.6,39.8,29.6,16,54.4
2023,ALTOONA AREA HS,Biology,White (not Hispanic),11,380,15.8,42.6,25.8,15.8,58.4
2023,ALTOONA AREA HS,Biology,Black or African American (not Hispanic),11,34,5.9,14.7,67.6,11.8,20.6
2023,ALTOONA AREA HS,Biology,Hispanic (any race),11,12,8.3,25,41.7,25,33.3
2023,ALTOONA AREA HS,Biology,IEP,11,81,2.5,18.5,29.6,49.4,21
2023,ALTOONA AREA HS,Biology,Economically Disadvantaged,11,228,8.3,32,35.5,24.1,40.4
2023,ALTOONA AREA HS,Literature,All Students,11,430,7,63.3,21.6,8.1,70.2
2023,ALTOONA AREA HS,Literature,White (not Hispanic),11,381,7.6,65.4,19.2,7.9,73
2023,ALTOONA AREA HS,Literature,Black or African American (not Hispanic),11,32,3.1,46.9,40.6,9.4,50
2023,ALTOONA AREA HS,Literature,Hispanic (any race),11,12,0,50,41.7,8.3,50
2023,ALTOONA AREA HS,Literature,IEP,11,81,0,32.1,38.3,29.6,32.1
2023,ALTOONA AREA HS,Literature,Economically Disadvantaged,11,228,3.1,53.5,30.7,12.7,56.6
2023,BELLWOOD-ANTIS HS,Algebra I,All Students,11,60,1.7,50,38.3,10,51.7
2023,BELLWOOD-ANTIS HS,Algebra I,White (not Hispanic),11,56,1.8,50,37.5,10.7,51.8
2023,BELLWOOD-ANTIS HS,Algebra I,Economically Disadvantaged,11,29,0,41.4,41.4,17.2,41.4
2023,BELLWOOD-ANTIS HS,Biology,All Students,11,91,23.1,40.7,20.9,15.4,63.7
2023,BELLWOOD-ANTIS HS,Biology,White (not Hispanic),11,85,21.2,40,22.4,16.5,61.2
2023,BELLWOOD-ANTIS HS,Biology,Economically Disadvantaged,11,42,11.9,40.5,26.2,21.4,52.4
2023,BELLWOOD-ANTIS HS,Literature,All Students,11,91,9.9,61.5,22,6.6,71.4
2023,BELLWOOD-ANTIS HS,Literature,White (not Hispanic),11,85,10.6,60,22.4,7.1,70.6
2023,BELLWOOD-ANTIS HS,Literature,Economically Disadvantaged,11,42,2.4,57.1,31,9.5,59.5
2023,CLAYSBURG-KIMMEL SR HS,Algebra I,All Students,11,25,0,4,56,40,4
2023,CLAYSBURG-KIMMEL SR HS,Algebra I,White (not Hispanic),11,23,0,4.3,52.2,43.5,4.3
2023,CLAYSBURG-KIMMEL SR HS,Biology,All Students,11,48,12.5,31.3,27.1,29.2,43.8
2023,CLAYSBURG-KIMMEL SR HS,Biology,White (not Hispanic),11,46,13,32.6,26.1,28.3,45.7
2023,CLAYSBURG-KIMMEL SR HS,Biology,IEP,11,11,0,0,18.2,81.8,0
2023,CLAYSBURG-KIMMEL SR HS,Biology,Economically Disadvantaged,11,21,4.8,42.9,23.8,28.6,47.6
2023,CLAYSBURG-KIMMEL SR HS,Literature,All Students,11,48,4.2,62.5,20.8,12.5,66.7
2023,CLAYSBURG-KIMMEL SR HS,Literature,White (not Hispanic),11,46,4.3,63,21.7,10.9,67.4
2023,CLAYSBURG-KIMMEL SR HS,Literature,IEP,11,11,0,9.1,36.4,54.5,9.1
2023,CLAYSBURG-KIMMEL SR HS,Literature,Economically Disadvantaged,11,21,4.8,66.7,19,9.5,71.4
2023,HOLLIDAYSBURG AREA SHS,Algebra I,All Students,11,146,19.9,10.3,45.2,24.7,30.1
2023,HOLLIDAYSBURG AREA SHS,Algebra I,White (not Hispanic),11,135,19.3,11.1,45.2,24.4,30.4
2023,HOLLIDAYSBURG AREA SHS,Algebra I,IEP,11,30,3.3,0,46.7,50,3.3
2023,HOLLIDAYSBURG AREA SHS,Algebra I,Economically Disadvantaged,11,56,5.4,7.1,50,37.5,12.5
2023,HOLLIDAYSBURG AREA SHS,Biology,All Students,11,264,18.6,40.5,27.3,13.6,59.1
2023,HOLLIDAYSBURG AREA SHS,Biology,White (not Hispanic),11,249,17.3,41.8,28.1,12.9,59
2023,HOLLIDAYSBURG AREA SHS,Biology,IEP,11,32,3.1,9.4,31.3,56.3,12.5
2023,HOLLIDAYSBURG AREA SHS,Biology,Economically Disadvantaged,11,77,11.7,32.5,31.2,24.7,44.2
2023,HOLLIDAYSBURG AREA SHS,Literature,All Students,11,265,15.1,57.4,21.9,5.7,72.5
2023,HOLLIDAYSBURG AREA SHS,Literature,White (not Hispanic),11,250,14.8,58,21.6,5.6,72.8
2023,HOLLIDAYSBURG AREA SHS,Literature,IEP,11,32,3.1,28.1,31.3,37.5,31.3
2023,HOLLIDAYSBURG AREA SHS,Literature,Economically Disadvantaged,11,78,7.7,46.2,32.1,14.1,53.8
2023,CENTRAL HS,Algebra I,All Students,11,118,16.1,24.6,42.4,16.9,40.7
2023,CENTRAL HS,Algebra I,White (not Hispanic),11,112,17,24.1,42.9,16.1,41.1
2023,CENTRAL HS,Algebra I,IEP,11,18,0,5.6,50,44.4,5.6
2023,CENTRAL HS,Algebra I,Economically Disadvantaged,11,53,5.7,20.8,47.2,26.4,26.4
2023,CENTRAL HS,Biology,All Students,11,138,23.2,34.1,27.5,15.2,57.2
2023,CENTRAL HS,Biology,White (not Hispanic),11,130,22.3,33.8,28.5,15.4,56.2
2023,CENTRAL HS,Biology,IEP,11,20,5,0,40,55,5
2023,CENTRAL HS,Biology,Economically Disadvantaged,11,59,16.9,28.8,27.1,27.1,45.8
2023,CENTRAL HS,Literature,All Students,11,139,5.8,54,30.2,10.1,59.7
2023,CENTRAL HS,Literature,White (not Hispanic),11,131,6.1,53.4,30.5,9.9,59.5
2023,CENTRAL HS,Literature,IEP,11,20,0,10,30,60,10
2023,CENTRAL HS,Literature,Economically Disadvantaged,11,59,3.4,42.4,39,15.3,45.8
2023,TYRONE AREA HS,Algebra I,All Students,11,77,28.6,29.9,27.3,14.3,58.4
2023,TYRONE AREA HS,Algebra I,White (not Hispanic),11,69,29,30.4,27.5,13,59.4
2023,TYRONE AREA HS,Algebra I,IEP,11,11,0,0,72.7,27.3,0
2023,TYRONE AREA HS,Algebra I,Economically Disadvantaged,11,35,20,25.7,37.1,17.1,45.7
2023,TYRONE AREA HS,Biology,All Students,11,121,43.8,36.4,15.7,4.1,80.2
2023,TYRONE AREA HS,Biology,White (not Hispanic),11,113,43.4,37.2,15.9,3.5,80.5
2023,TYRONE AREA HS,Biology,IEP,11,11,0,27.3,63.6,9.1,27.3
2023,TYRONE AREA HS,Biology,Economically Disadvantaged,11,57,35.1,38.6,21.1,5.3,73.7
2023,TYRONE AREA HS,Literature,All Students,11,122,16.4,63.1,17.2,3.3,79.5
2023,TYRONE AREA HS,Literature,White (not Hispanic),11,113,16.8,63.7,16.8,2.7,80.5
2023,TYRONE AREA HS,Literature,IEP,11,12,0,33.3,41.7,25,33.3
2023,TYRONE AREA HS,Literature,Economically Disadvantaged,11,58,10.3,60.3,22.4,6.9,70.7
2023,WILLIAMSBURG COMMUNITY JSHS,Algebra I,All Students,11,29,0,13.8,41.4,44.8,13.8
2023,WILLIAMSBURG COMMUNITY JSHS,Algebra I,White (not Hispanic),11,27,0,14.8,37,48.1,14.8
2023,WILLIAMSBURG COMMUNITY JSHS,Algebra I,Economically Disadvantaged,11,14,0,14.3,21.4,64.3,14.3
2023,WILLIAMSBURG COMMUNITY JSHS,Biology,All Students,11,40,0,27.5,42.5,30,27.5
2023,WILLIAMSBURG COMMUNITY JSHS,Biology,White (not Hispanic),11,38,0,28.9,42.1,28.9,28.9
2023,WILLIAMSBURG COMMUNITY JSHS,Biology,Economically Disadvantaged,11,17,0,29.4,41.2,29.4,29.4
2023,WILLIAMSBURG COMMUNITY JSHS,Literature,All Students,11,40,0,50,35,15,50
2023,WILLIAMSBURG COMMUNITY JSHS,Literature,White (not Hispanic),11,38,0,50,34.2,15.8,50
2023,WILLIAMSBURG COMMUNITY JSHS,Literature,Economically Disadvantaged,11,17,0,41.2,35.3,23.5,41.2
2023,ATHENS AREA HS,Algebra I,All Students,11,110,0,21.8,57.3,20.9,21.8
2023,ATHENS AREA HS,Algebra I,White (not Hispanic),11,104,0,22.1,55.8,22.1,22.1
2023,ATHENS AREA HS,Algebra I,IEP,11,22,0,0,59.1,40.9,0
2023,ATHENS AREA HS,Algebra I,Economically Disadvantaged,11,55,0,30.9,43.6,25.5,30.9
2023,ATHENS AREA HS,Biology,All Students,11,146,13,39,31.5,16.4,52.1
2023,ATHENS AREA HS,Biology,White (not Hispanic),11,140,13.6,38.6,31.4,16.4,52.1
2023,ATHENS AREA HS,Biology,IEP,11,23,0,8.7,52.2,39.1,8.7
2023,ATHENS AREA HS,Biology,Economically Disadvantaged,11,61,9.8,31.1,34.4,24.6,41
2023,ATHENS AREA HS,Literature,All Students,11,146,2.7,50,32.9,14.4,52.7
2023,ATHENS AREA HS,Literature,White (not Hispanic),11,140,2.9,50.7,32.1,14.3,53.6
2023,ATHENS AREA HS,Literature,IEP,11,23,0,17.4,34.8,47.8,17.4
2023,ATHENS AREA HS,Literature,Economically Disadvantaged,11,61,1.6,36.1,44.3,18,37.7
2023,CANTON JSHS,Algebra I,All Students,11,38,0,5.3,68.4,26.3,5.3
2023,CANTON JSHS,Algebra I,White (not Hispanic),11,38,0,5.3,68.4,26.3,5.3
2023,CANTON JSHS,Algebra I,Economically Disadvantaged,11,18,0,5.6,55.6,38.9,5.6
2023,CANTON JSHS,Biology,All Students,11,55,20,34.5,21.8,23.6,54.5
2023,CANTON JSHS,Biology,White (not Hispanic),11,55,20,34.5,21.8,23.6,54.5
2023,CANTON JSHS,Biology,Economically Disadvantaged,11,23,17.4,26.1,26.1,30.4,43.5
2023,CANTON JSHS,Literature,All Students,11,56,3.6,58.9,30.4,7.1,62.5
2023,CANTON JSHS,Literature,White (not Hispanic),11,56,3.6,58.9,30.4,7.1,62.5
2023,CANTON JSHS,Literature,Economically Disadvantaged,11,23,4.3,52.2,34.8,8.7,56.5
2023,NORTHEAST BRADFORD JSHS,Algebra I,All Students,11,32,0,9.4,59.4,31.3,9.4
2023,NORTHEAST BRADFORD JSHS,Algebra I,White (not Hispanic),11,29,0,10.3,55.2,34.5,10.3
2023,NORTHEAST BRADFORD JSHS,Algebra I,Economically Disadvantaged,11,18,0,5.6,61.1,33.3,5.6
2023,NORTHEAST BRADFORD JSHS,Biology,All Students,11,54,7.4,48.1,33.3,11.1,55.6
2023,NORTHEAST BRADFORD JSHS,Biology,White (not Hispanic),11,49,8.2,46.9,32.7,12.2,55.1
2023,NORTHEAST BRADFORD JSHS,Biology,Economically Disadvantaged,11,22,4.5,40.9,40.9,13.6,45.5
2023,NORTHEAST BRADFORD JSHS,Literature,All Students,11,55,18.2,56.4,18.2,7.3,74.5
2023,NORTHEAST BRADFORD JSHS,Literature,White (not Hispanic),11,50,20,52,20,8,72
2023,NORTHEAST BRADFORD JSHS,Literature,Economically Disadvantaged,11,23,13,56.5,21.7,8.7,69.6
2023,SAYRE AREA HS,Algebra I,All Students,11,33,3,18.2,54.5,24.2,21.2
2023,SAYRE AREA HS,Algebra I,White (not Hispanic),11,33,3,18.2,54.5,24.2,21.2
2023,SAYRE AREA HS,Algebra I,IEP,11,11,0,9.1,45.5,45.5,9.1
2023,SAYRE AREA HS,Algebra I,Economically Disadvantaged,11,14,0,28.6,42.9,28.6,28.6
2023,SAYRE AREA HS,Biology,All Students,11,53,20.8,30.2,30.2,18.9,50.9
2023,SAYRE AREA HS,Biology,White (not Hispanic),11,50,18,30,32,20,48
2023,SAYRE AREA HS,Biology,IEP,11,11,0,9.1,45.5,45.5,9.1
2023,SAYRE AREA HS,Biology,Economically Disadvantaged,11,23,17.4,34.8,21.7,26.1,52.2
2023,SAYRE AREA HS,Literature,All Students,11,51,9.8,33.3,39.2,17.6,43.1
2023,SAYRE AREA HS,Literature,White (not Hispanic),11,48,8.3,33.3,39.6,18.8,41.7
2023,SAYRE AREA HS,Literature,IEP,11,11,0,0,45.5,54.5,0
2023,SAYRE AREA HS,Literature,Economically Disadvantaged,11,21,4.8,38.1,33.3,23.8,42.9
2023,TOWANDA AREA JSHS,Algebra I,All Students,11,57,1.8,19.3,57.9,21.1,21.1
2023,TOWANDA AREA JSHS,Algebra I,White (not Hispanic),11,52,1.9,21.2,57.7,19.2,23.1
2023,TOWANDA AREA JSHS,Algebra I,IEP,11,13,0,0,38.5,61.5,0
2023,TOWANDA AREA JSHS,Algebra I,Economically Disadvantaged,11,38,2.6,15.8,57.9,23.7,18.4
2023,TOWANDA AREA JSHS,Biology,All Students,11,83,8.4,43.4,30.1,18.1,51.8
2023,TOWANDA AREA JSHS,Biology,White (not Hispanic),11,75,9.3,44,30.7,16,53.3
2023,TOWANDA AREA JSHS,Biology,IEP,11,13,0,0,38.5,61.5,0
2023,TOWANDA AREA JSHS,Biology,Economically Disadvantaged,11,51,7.8,37.3,33.3,21.6,45.1
2023,TOWANDA AREA JSHS,Literature,All Students,11,84,8.3,56,22.6,13.1,64.3
2023,TOWANDA AREA JSHS,Literature,White (not Hispanic),11,76,9.2,55.3,25,10.5,64.5
2023,TOWANDA AREA JSHS,Literature,IEP,11,13,0,7.7,30.8,61.5,7.7
2023,TOWANDA AREA JSHS,Literature,Economically Disadvantaged,11,52,9.6,48.1,25,17.3,57.7
2023,TROY AREA JSHS,Algebra I,All Students,11,39,2.6,2.6,51.3,43.6,5.1
2023,TROY AREA JSHS,Algebra I,White (not Hispanic),11,38,2.6,2.6,50,44.7,5.3
2023,TROY AREA JSHS,Algebra I,IEP,11,15,0,0,40,60,0
2023,TROY AREA JSHS,Algebra I,Economically Disadvantaged,11,27,0,0,48.1,51.9,0
2023,TROY AREA JSHS,Biology,All Students,11,77,14.3,22.1,44.2,19.5,36.4
2023,TROY AREA JSHS,Biology,White (not Hispanic),11,75,14.7,22.7,44,18.7,37.3
2023,TROY AREA JSHS,Biology,IEP,11,16,0,6.3,50,43.8,6.3
2023,TROY AREA JSHS,Biology,Economically Disadvantaged,11,37,8.1,10.8,54.1,27,18.9
2023,TROY AREA JSHS,Literature,All Students,11,79,6.3,48.1,34.2,11.4,54.4
2023,TROY AREA JSHS,Literature,White (not Hispanic),11,77,6.5,48.1,33.8,11.7,54.5
2023,TROY AREA JSHS,Literature,IEP,11,16,0,12.5,56.3,31.3,12.5
2023,TROY AREA JSHS,Literature,Economically Disadvantaged,11,37,2.7,40.5,35.1,21.6,43.2
2023,WYALUSING VALLEY JSHS,Algebra I,All Students,11,96,5.2,29.2,50,15.6,34.4
