Year,School Name,Subject,Grade,Group,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic
2016,YORK SUBURBAN SHS,Algebra I,11,Historically Underperforming,43,18.6,44.2,14.0,23.3
2016,YORK SUBURBAN SHS,Biology,11,All Students,166,62.0,29.5,4.8,3.6
2016,YORK SUBURBAN SHS,Biology,11,Historically Underperforming,44,29.5,40.9,15.9,13.6
2016,YORK SUBURBAN SHS,Literature,11,All Students,166,42.2,48.8,6.0,3.0
2016,YORK SUBURBAN SHS,Literature,11,Historically Underperforming,44,22.7,45.5,20.5,11.4
2017,BERMUDIAN SPRINGS HS,Algebra I,11,All Students,137,27.0,45.3,22.6,5.1
2017,BERMUDIAN SPRINGS HS,Algebra I,11,Historically Underperforming,60,8.3,45.0,36.7,10.0
2017,BERMUDIAN SPRINGS HS,Biology,11,All Students,138,29.7,37.0,24.6,8.7
2017,BERMUDIAN SPRINGS HS,Biology,11,Historically Underperforming,60,11.7,35.0,36.7,16.7
2017,BERMUDIAN SPRINGS HS,Literature,11,All Students,138,13.8,71.0,13.0,2.2
2017,BERMUDIAN SPRINGS HS,Literature,11,Historically Underperforming,60,1.7,71.7,21.7,5.0
2017,NEW OXFORD SHS,Algebra I,11,All Students,252,34.1,38.1,20.6,7.1
2017,NEW OXFORD SHS,Algebra I,11,Historically Underperforming,95,17.9,35.8,29.5,16.8
2017,NEW OXFORD SHS,Biology,11,All Students,253,37.9,36.4,15.4,10.3
2017,NEW OXFORD SHS,Biology,11,Historically Underperforming,94,19.1,35.1,22.3,23.4
2017,NEW OXFORD SHS,Literature,11,All Students,256,12.9,59.8,19.9,7.4
2017,NEW OXFORD SHS,Literature,11,Historically Underperforming,97,5.2,45.4,32.0,17.5
2017,FAIRFIELD AREA HS,Algebra I,11,All Students,69,36.2,52.2,5.8,5.8
2017,FAIRFIELD AREA HS,Algebra I,11,Historically Underperforming,19,31.6,31.6,15.8,21.1
2017,FAIRFIELD AREA HS,Biology,11,All Students,71,26.8,56.3,9.9,7.0
2017,FAIRFIELD AREA HS,Biology,11,Historically Underperforming,19,15.8,52.6,5.3,26.3
2017,FAIRFIELD AREA HS,Literature,11,All Students,69,10.1,72.5,11.6,5.8
2017,FAIRFIELD AREA HS,Literature,11,Historically Underperforming,19,0.0,63.2,15.8,21.1
2017,GETTYSBURG AREA HS,Algebra I,11,All Students,322,24.5,48.4,20.8,6.2
2017,GETTYSBURG AREA HS,Algebra I,11,Historically Underperforming,119,10.1,42.9,31.1,16.0
2017,GETTYSBURG AREA HS,Biology,11,All Students,325,29.2,40.0,23.4,7.4
2017,GETTYSBURG AREA HS,Biology,11,Historically Underperforming,121,12.4,35.5,36.4,15.7
2017,GETTYSBURG AREA HS,Literature,11,All Students,325,11.4,71.1,12.9,4.6
2017,GETTYSBURG AREA HS,Literature,11,Historically Underperforming,122,3.3,60.7,25.4,10.7
2017,LITTLESTOWN SHS,Algebra I,11,All Students,127,26.0,58.3,12.6,3.1
2017,LITTLESTOWN SHS,Algebra I,11,Historically Underperforming,45,15.6,51.1,24.4,8.9
2017,LITTLESTOWN SHS,Biology,11,All Students,127,38.6,41.7,10.2,9.4
2017,LITTLESTOWN SHS,Biology,11,Historically Underperforming,45,26.7,37.8,15.6,20.0
2017,LITTLESTOWN SHS,Literature,11,All Students,127,8.7,73.2,14.2,3.9
2017,LITTLESTOWN SHS,Literature,11,Historically Underperforming,45,6.7,60.0,22.2,11.1
2017,BIGLERVILLE HS,Algebra I,11,All Students,114,21.9,44.7,28.1,5.3
2017,BIGLERVILLE HS,Algebra I,11,Historically Underperforming,53,11.3,43.4,37.7,7.5
2017,BIGLERVILLE HS,Biology,11,All Students,113,35.4,37.2,24.8,2.7
2017,BIGLERVILLE HS,Biology,11,Historically Underperforming,52,25.0,38.5,30.8,5.8
2017,BIGLERVILLE HS,Literature,11,All Students,112,5.4,72.3,21.4,0.9
2017,BIGLERVILLE HS,Literature,11,Historically Underperforming,51,2.0,62.7,33.3,2.0
2017,ACADEMY CHARTER SCHOOL,Algebra I,11,All Students,14,0.0,0.0,7.1,92.9
2017,ACADEMY CHARTER SCHOOL,Algebra I,11,Historically Underperforming,13,0.0,0.0,7.7,92.3
2017,ACADEMY CHARTER SCHOOL,Biology,11,All Students,15,0.0,0.0,20.0,80.0
2017,ACADEMY CHARTER SCHOOL,Biology,11,Historically Underperforming,13,0.0,0.0,15.4,84.6
2017,ACADEMY CHARTER SCHOOL,Literature,11,All Students,12,0.0,8.3,16.7,75.0
2017,ACADEMY CHARTER SCHOOL,Literature,11,Historically Underperforming,12,0.0,8.3,16.7,75.0
2017,SPRINGDALE JSHS,Algebra I,11,All Students,83,12.0,53.0,27.7,7.2
2017,SPRINGDALE JSHS,Algebra I,11,Historically Underperforming,37,8.1,40.5,35.1,16.2
2017,SPRINGDALE JSHS,Biology,11,All Students,82,24.4,37.8,30.5,7.3
2017,SPRINGDALE JSHS,Biology,11,Historically Underperforming,36,13.9,33.3,38.9,13.9
2017,SPRINGDALE JSHS,Literature,11,All Students,83,6.0,72.3,14.5,7.2
2017,SPRINGDALE JSHS,Literature,11,Historically Underperforming,37,5.4,62.2,21.6,10.8
2017,AVONWORTH SHS,Algebra I,11,All Students,94,46.8,38.3,13.8,1.1
2017,AVONWORTH SHS,Algebra I,11,Historically Underperforming,16,12.5,31.3,50.0,6.3
2017,AVONWORTH SHS,Biology,11,All Students,94,42.6,39.4,12.8,5.3
2017,AVONWORTH SHS,Biology,11,Historically Underperforming,16,6.3,31.3,31.3,31.3
2017,AVONWORTH SHS,Literature,11,All Students,94,17.0,67.0,10.6,5.3
2017,AVONWORTH SHS,Literature,11,Historically Underperforming,16,0.0,50.0,25.0,25.0
2017,BALDWIN SHS,Algebra I,11,All Students,317,17.0,50.8,26.5,5.7
2017,BALDWIN SHS,Algebra I,11,Historically Underperforming,123,9.8,37.4,39.0,13.8
2017,BALDWIN SHS,Biology,11,All Students,317,27.1,38.5,24.0,10.4
2017,BALDWIN SHS,Biology,11,Historically Underperforming,114,12.3,31.6,32.5,23.7
2017,BALDWIN SHS,Literature,11,All Students,328,7.0,65.2,21.3,6.4
2017,BALDWIN SHS,Literature,11,Historically Underperforming,127,2.4,44.1,37.8,15.7
2017,BETHEL PARK SHS,Algebra I,11,All Students,400,19.0,53.0,21.3,6.8
2017,BETHEL PARK SHS,Algebra I,11,Historically Underperforming,95,13.7,35.8,26.3,24.2
2017,BETHEL PARK SHS,Biology,11,All Students,400,34.0,41.5,15.5,9.0
2017,BETHEL PARK SHS,Biology,11,Historically Underperforming,93,17.2,36.6,20.4,25.8
2017,BETHEL PARK SHS,Literature,11,All Students,399,10.8,73.9,12.5,2.8
2017,BETHEL PARK SHS,Literature,11,Historically Underperforming,92,6.5,58.7,26.1,8.7
2017,BRENTWOOD SHS,Algebra I,11,All Students,110,13.6,50.9,29.1,6.4
2017,BRENTWOOD SHS,Algebra I,11,Historically Underperforming,48,4.2,35.4,47.9,12.5
2017,BRENTWOOD SHS,Biology,11,All Students,110,20.9,46.4,21.8,10.9
2017,BRENTWOOD SHS,Biology,11,Historically Underperforming,48,4.2,39.6,31.3,25.0
2017,BRENTWOOD SHS,Literature,11,All Students,111,7.2,78.4,9.0,5.4
2017,BRENTWOOD SHS,Literature,11,Historically Underperforming,49,0.0,69.4,18.4,12.2
2017,CARLYNTON JSHS,Algebra I,11,All Students,92,10.9,42.4,40.2,6.5
2017,CARLYNTON JSHS,Algebra I,11,Historically Underperforming,39,12.8,20.5,56.4,10.3
2017,CARLYNTON JSHS,Biology,11,All Students,93,14.0,60.2,17.2,8.6
2017,CARLYNTON JSHS,Biology,11,Historically Underperforming,40,17.5,45.0,25.0,12.5
2017,CARLYNTON JSHS,Literature,11,All Students,92,5.4,72.8,14.1,7.6
2017,CARLYNTON JSHS,Literature,11,Historically Underperforming,39,5.1,66.7,20.5,7.7
2017,CHARTIERS VALLEY HS,Algebra I,11,All Students,263,14.1,58.2,23.6,4.2
2017,CHARTIERS VALLEY HS,Algebra I,11,Historically Underperforming,88,9.1,48.9,34.1,8.0
2017,CHARTIERS VALLEY HS,Biology,11,All Students,263,41.4,44.9,9.5,4.2
2017,CHARTIERS VALLEY HS,Biology,11,Historically Underperforming,88,28.4,40.9,22.7,8.0
2017,CHARTIERS VALLEY HS,Literature,11,All Students,260,4.6,72.3,17.7,5.4
2017,CHARTIERS VALLEY HS,Literature,11,Historically Underperforming,85,2.4,56.5,30.6,10.6
2017,CITY CHS,Algebra I,11,All Students,145,15.9,48.3,23.4,12.4
2017,CITY CHS,Algebra I,11,Historically Underperforming,90,13.3,44.4,26.7,15.6
2017,CITY CHS,Biology,11,All Students,145,13.8,42.1,20.7,23.4
2017,CITY CHS,Biology,11,Historically Underperforming,90,8.9,37.8,26.7,26.7
2017,CITY CHS,Literature,11,All Students,150,6.7,66.0,22.7,4.7
2017,CITY CHS,Literature,11,Historically Underperforming,96,5.2,60.4,27.1,7.3
2017,CLAIRTON MS/HS,Algebra I,11,All Students,49,0.0,20.4,67.3,12.2
2017,CLAIRTON MS/HS,Algebra I,11,Historically Underperforming,40,0.0,15.0,70.0,15.0
2017,CLAIRTON MS/HS,Biology,11,All Students,50,0.0,14.0,44.0,42.0
2017,CLAIRTON MS/HS,Biology,11,Historically Underperforming,40,0.0,10.0,40.0,50.0
2017,CLAIRTON MS/HS,Literature,11,All Students,49,0.0,38.8,55.1,6.1
2017,CLAIRTON MS/HS,Literature,11,Historically Underperforming,40,0.0,37.5,55.0,7.5
2017,CORNELL HS,Algebra I,11,All Students,46,2.2,32.6,47.8,17.4
2017,CORNELL HS,Algebra I,11,Historically Underperforming,46,2.2,32.6,47.8,17.4
2017,CORNELL HS,Biology,11,All Students,46,15.2,32.6,32.6,19.6
2017,CORNELL HS,Biology,11,Historically Underperforming,46,15.2,32.6,32.6,19.6
2017,CORNELL HS,Literature,11,All Students,46,0.0,58.7,32.6,8.7
2017,CORNELL HS,Literature,11,Historically Underperforming,46,0.0,58.7,32.6,8.7
2017,DEER LAKES HS,Algebra I,11,All Students,155,17.4,41.3,32.9,8.4
2017,DEER LAKES HS,Algebra I,11,Historically Underperforming,59,5.1,30.5,49.2,15.3
2017,DEER LAKES HS,Biology,11,All Students,157,34.4,33.1,25.5,7.0
2017,DEER LAKES HS,Biology,11,Historically Underperforming,61,16.4,31.1,37.7,14.8
2017,DEER LAKES HS,Literature,11,All Students,153,9.2,65.4,18.3,7.2
2017,DEER LAKES HS,Literature,11,Historically Underperforming,58,3.4,51.7,29.3,15.5
2017,EAST ALLEGHENY JSHS,Algebra I,11,All Students,106,10.4,34.0,33.0,22.6
2017,EAST ALLEGHENY JSHS,Algebra I,11,Historically Underperforming,63,3.2,33.3,38.1,25.4
2017,EAST ALLEGHENY JSHS,Biology,11,All Students,109,16.5,25.7,30.3,27.5
2017,EAST ALLEGHENY JSHS,Biology,11,Historically Underperforming,65,12.3,20.0,32.3,35.4
2017,EAST ALLEGHENY JSHS,Literature,11,All Students,107,1.9,43.0,37.4,17.8
2017,EAST ALLEGHENY JSHS,Literature,11,Historically Underperforming,62,3.2,32.3,40.3,24.2
2017,ELIZABETH FORWARD SH,Algebra I,11,All Students,194,9.3,59.3,26.8,4.6
2017,ELIZABETH FORWARD SH,Algebra I,11,Historically Underperforming,75,2.7,45.3,40.0,12.0
2017,ELIZABETH FORWARD SH,Biology,11,All Students,192,18.8,53.6,19.8,7.8
2017,ELIZABETH FORWARD SH,Biology,11,Historically Underperforming,74,10.8,39.2,32.4,17.6
2017,ELIZABETH FORWARD SH,Literature,11,All Students,185,6.5,66.5,18.9,8.1
2017,ELIZABETH FORWARD SH,Literature,11,Historically Underperforming,70,0.0,47.1,32.9,20.0
2017,FOX CHAPEL AREA SHS,Algebra I,11,All Students,334,39.8,50.6,9.3,0.3
2017,FOX CHAPEL AREA SHS,Algebra I,11,Historically Underperforming,79,20.3,51.9,26.6,1.3
2017,FOX CHAPEL AREA SHS,Biology,11,All Students,332,57.8,33.1,6.6,2.4
2017,FOX CHAPEL AREA SHS,Biology,11,Historically Underperforming,77,29.9,45.5,16.9,7.8
2017,FOX CHAPEL AREA SHS,Literature,11,All Students,332,25.6,70.8,3.0,0.6
2017,FOX CHAPEL AREA SHS,Literature,11,Historically Underperforming,77,3.9,81.8,11.7,2.6
2017,GATEWAY SHS,Algebra I,11,All Students,250,16.0,61.6,18.8,3.6
2017,GATEWAY SHS,Algebra I,11,Historically Underperforming,85,7.1,55.3,30.6,7.1
2017,GATEWAY SHS,Biology,11,All Students,248,35.9,40.7,17.3,6.0
2017,GATEWAY SHS,Biology,11,Historically Underperforming,85,21.2,36.5,30.6,11.8
2017,GATEWAY SHS,Literature,11,All Students,250,15.6,72.4,10.0,2.0
2017,GATEWAY SHS,Literature,11,Historically Underperforming,85,2.4,71.8,21.2,4.7
2017,HAMPTON HS,Algebra I,11,All Students,256,35.5,53.1,10.5,0.8
2017,HAMPTON HS,Algebra I,11,Historically Underperforming,27,7.4,48.1,37.0,7.4
2017,HAMPTON HS,Biology,11,All Students,258,45.3,41.9,10.5,2.3
2017,HAMPTON HS,Biology,11,Historically Underperforming,29,10.3,51.7,24.1,13.8
2017,HAMPTON HS,Literature,11,All Students,258,20.5,75.2,3.5,0.8
2017,HAMPTON HS,Literature,11,Historically Underperforming,29,3.4,65.5,24.1,6.9
2017,HIGHLANDS HS,Algebra I,11,All Students,163,6.7,46.0,35.0,12.3
2017,HIGHLANDS HS,Algebra I,11,Historically Underperforming,104,1.0,42.3,38.5,18.3
2017,HIGHLANDS HS,Biology,11,All Students,158,15.8,35.4,34.2,14.6
2017,HIGHLANDS HS,Biology,11,Historically Underperforming,99,9.1,34.3,38.4,18.2
2017,HIGHLANDS HS,Literature,11,All Students,158,3.8,44.3,37.3,14.6
2017,HIGHLANDS HS,Literature,11,Historically Underperforming,99,0.0,36.4,43.4,20.2
2017,HILL HOUSE PASSPORT ACADEMY CS,Algebra I,11,All Students,45,0.0,4.4,64.4,31.1
2017,HILL HOUSE PASSPORT ACADEMY CS,Algebra I,11,Historically Underperforming,40,0.0,5.0,62.5,32.5
2017,HILL HOUSE PASSPORT ACADEMY CS,Biology,11,All Students,44,0.0,0.0,20.5,79.5
2017,HILL HOUSE PASSPORT ACADEMY CS,Biology,11,Historically Underperforming,39,0.0,0.0,17.9,82.1
2017,HILL HOUSE PASSPORT ACADEMY CS,Literature,11,All Students,42,0.0,21.4,54.8,23.8
2017,HILL HOUSE PASSPORT ACADEMY CS,Literature,11,Historically Underperforming,38,0.0,23.7,52.6,23.7
2017,KEYSTONE OAKS HS,Algebra I,11,All Students,140,23.6,50.7,20.7,5.0
2017,KEYSTONE OAKS HS,Algebra I,11,Historically Underperforming,54,18.5,33.3,35.2,13.0
2017,KEYSTONE OAKS HS,Biology,11,All Students,140,20.7,51.4,18.6,9.3
2017,KEYSTONE OAKS HS,Biology,11,Historically Underperforming,54,16.7,37.0,25.9,20.4
2017,KEYSTONE OAKS HS,Literature,11,All Students,139,7.2,74.8,12.2,5.8
2017,KEYSTONE OAKS HS,Literature,11,Historically Underperforming,53,0.0,60.4,26.4,13.2
2017,MCKEESPORT AREA SHS,Algebra I,11,All Students,227,5.3,29.1,37.9,27.8
2017,MCKEESPORT AREA SHS,Algebra I,11,Historically Underperforming,129,2.3,24.0,36.4,37.2
2017,MCKEESPORT AREA SHS,Biology,11,All Students,225,10.7,24.0,22.2,43.1
2017,MCKEESPORT AREA SHS,Biology,11,Historically Underperforming,127,7.9,18.9,19.7,53.5
2017,MCKEESPORT AREA SHS,Literature,11,All Students,223,3.1,46.2,33.2,17.5
2017,MCKEESPORT AREA SHS,Literature,11,Historically Underperforming,124,0.8,34.7,41.1,23.4
2017,MONTOUR HS,Algebra I,11,All Students,257,28.0,55.3,14.8,1.9
2017,MONTOUR HS,Algebra I,11,Historically Underperforming,63,12.7,47.6,31.7,7.9
2017,MONTOUR HS,Biology,11,All Students,257,38.1,45.5,12.1,4.3
2017,MONTOUR HS,Biology,11,Historically Underperforming,63,22.2,38.1,27.0,12.7
2017,MONTOUR HS,Literature,11,All Students,257,5.8,77.4,15.6,1.2
2017,MONTOUR HS,Literature,11,Historically Underperforming,63,3.2,54.0,38.1,4.8
2017,MOON SHS,Algebra I,11,All Students,283,26.5,56.5,14.8,2.1
2017,MOON SHS,Algebra I,11,Historically Underperforming,78,9.0,48.7,35.9,6.4
2017,MOON SHS,Biology,11,All Students,281,49.8,36.7,10.3,3.2
2017,MOON SHS,Biology,11,Historically Underperforming,76,13.2,51.3,23.7,11.8
2017,MOON SHS,Literature,11,All Students,282,11.7,79.4,7.1,1.8
2017,MOON SHS,Literature,11,Historically Underperforming,76,2.6,75.0,15.8,6.6
2017,MT LEBANON SHS,Algebra I,11,All Students,431,43.4,49.9,4.6,2.1
2017,MT LEBANON SHS,Algebra I,11,Historically Underperforming,99,22.2,54.5,14.1,9.1
2017,MT LEBANON SHS,Biology,11,All Students,430,54.7,35.8,6.3,3.3
2017,MT LEBANON SHS,Biology,11,Historically Underperforming,98,33.7,36.7,15.3,14.3
2017,MT LEBANON SHS,Literature,11,All Students,429,20.0,76.2,3.5,0.2
2017,MT LEBANON SHS,Literature,11,Historically Underperforming,98,12.2,71.4,15.3,1.0
2017,NORTH ALLEGHENY HIGH SCHOOL,Algebra I,11,All Students,630,44.9,47.8,6.0,1.3
2017,NORTH ALLEGHENY HIGH SCHOOL,Algebra I,11,Historically Underperforming,67,14.9,46.3,26.9,11.9
2017,NORTH ALLEGHENY HIGH SCHOOL,Biology,11,All Students,625,54.6,33.8,8.6,3.0
2017,NORTH ALLEGHENY HIGH SCHOOL,Biology,11,Historically Underperforming,65,27.7,21.5,26.2,24.6
2017,NORTH ALLEGHENY HIGH SCHOOL,Literature,11,All Students,626,27.2,68.5,3.2,1.1
2017,NORTH ALLEGHENY HIGH SCHOOL,Literature,11,Historically Underperforming,65,7.7,60.0,21.5,10.8
2017,NORTH HILLS SHS,Algebra I,11,All Students,347,41.5,39.5,14.4,4.6
2017,NORTH HILLS SHS,Algebra I,11,Historically Underperforming,105,22.9,35.2,27.6,14.3
2017,NORTH HILLS SHS,Biology,11,All Students,347,37.2,45.8,11.2,5.8
2017,NORTH HILLS SHS,Biology,11,Historically Underperforming,105,21.0,41.9,21.9,15.2
2017,NORTH HILLS SHS,Literature,11,All Students,340,10.9,66.5,19.1,3.5
2017,NORTH HILLS SHS,Literature,11,Historically Underperforming,102,2.9,49.0,37.3,10.8
2017,NORTHGATE JSHS,Algebra I,11,All Students,64,6.3,40.6,39.1,14.1
2017,NORTHGATE JSHS,Algebra I,11,Historically Underperforming,35,5.7,25.7,45.7,22.9
2017,NORTHGATE JSHS,Biology,11,All Students,64,10.9,32.8,32.8,23.4
2017,NORTHGATE JSHS,Biology,11,Historically Underperforming,34,5.9,17.6,35.3,41.2
2017,NORTHGATE JSHS,Literature,11,All Students,65,7.7,67.7,20.0,4.6
2017,NORTHGATE JSHS,Literature,11,Historically Underperforming,35,5.7,54.3,31.4,8.6
2017,PA DISTANCE LEARNING CS,Algebra I,11,All Students,51,7.8,17.6,41.2,33.3
2017,PA DISTANCE LEARNING CS,Algebra I,11,Historically Underperforming,20,0.0,10.0,35.0,55.0
2017,PA DISTANCE LEARNING CS,Biology,11,All Students,51,5.9,25.5,37.3,31.4
2017,PA DISTANCE LEARNING CS,Biology,11,Historically Underperforming,20,0.0,10.0,50.0,40.0
2017,PA DISTANCE LEARNING CS,Literature,11,All Students,51,3.9,54.9,21.6,19.6
2017,PA DISTANCE LEARNING CS,Literature,11,Historically Underperforming,20,0.0,45.0,20.0,35.0
2017,PENN HILLS SHS,Algebra I,11,All Students,274,6.6,34.3,38.3,20.8
2017,PENN HILLS SHS,Algebra I,11,Historically Underperforming,169,3.0,26.6,40.2,30.2
2017,PENN HILLS SHS,Biology,11,All Students,269,17.5,23.8,27.5,31.2
2017,PENN HILLS SHS,Biology,11,Historically Underperforming,165,10.3,20.0,29.1,40.6
2017,PENN HILLS SHS,Literature,11,All Students,261,3.1,46.7,32.6,17.6
2017,PENN HILLS SHS,Literature,11,Historically Underperforming,158,3.2,36.7,36.7,23.4
2017,PINE-RICHLAND HS,Algebra I,11,All Students,351,43.9,46.4,8.8,0.9
2017,PINE-RICHLAND HS,Algebra I,11,Historically Underperforming,61,16.4,47.5,31.1,4.9
2017,PINE-RICHLAND HS,Biology,11,All Students,353,40.8,46.5,8.8,4.0
2017,PINE-RICHLAND HS,Biology,11,Historically Underperforming,61,23.0,44.3,14.8,18.0
2017,PINE-RICHLAND HS,Literature,11,All Students,353,12.5,82.2,4.8,0.6
2017,PINE-RICHLAND HS,Literature,11,Historically Underperforming,60,3.3,76.7,16.7,3.3
2017,ACADEMY AT WESTINGHOUSE,Algebra I,11,All Students,85,0.0,14.1,56.5,29.4
2017,ACADEMY AT WESTINGHOUSE,Algebra I,11,Historically Underperforming,73,0.0,12.3,56.2,31.5
2017,ACADEMY AT WESTINGHOUSE,Biology,11,All Students,84,0.0,13.1,27.4,59.5
2017,ACADEMY AT WESTINGHOUSE,Biology,11,Historically Underperforming,72,0.0,12.5,25.0,62.5
2017,ACADEMY AT WESTINGHOUSE,Literature,11,All Students,81,0.0,18.5,39.5,42.0
2017,ACADEMY AT WESTINGHOUSE,Literature,11,Historically Underperforming,69,0.0,13.0,42.0,44.9
2017,ALLDERDICE HS,Algebra I,11,All Students,311,18.3,45.7,29.6,6.4
2017,ALLDERDICE HS,Algebra I,11,Historically Underperforming,142,2.1,43.7,41.5,12.7
2017,ALLDERDICE HS,Biology,11,All Students,313,21.1,30.0,27.2,21.7
2017,ALLDERDICE HS,Biology,11,Historically Underperforming,144,5.6,20.8,36.1,37.5
2017,ALLDERDICE HS,Literature,11,All Students,312,10.3,59.6,22.4,7.7
2017,ALLDERDICE HS,Literature,11,Historically Underperforming,143,2.8,49.7,33.6,14.0
2017,BRASHEAR HS,Algebra I,11,All Students,261,5.7,26.8,39.1,28.4
2017,BRASHEAR HS,Algebra I,11,Historically Underperforming,192,3.6,20.8,40.6,34.9
2017,BRASHEAR HS,Biology,11,All Students,254,3.1,24.8,29.5,42.5
2017,BRASHEAR HS,Biology,11,Historically Underperforming,186,1.1,18.3,28.0,52.7
2017,BRASHEAR HS,Literature,11,All Students,263,2.3,51.3,27.0,19.4
2017,BRASHEAR HS,Literature,11,Historically Underperforming,192,1.6,41.7,30.7,26.0
2017,CARRICK HS,Algebra I,11,All Students,150,12.0,37.3,41.3,9.3
2017,CARRICK HS,Algebra I,11,Historically Underperforming,109,5.5,33.0,48.6,12.8
2017,CARRICK HS,Biology,11,All Students,149,10.7,20.8,40.3,28.2
2017,CARRICK HS,Biology,11,Historically Underperforming,108,7.4,13.9,44.4,34.3
2017,CARRICK HS,Literature,11,All Students,150,4.0,62.7,27.3,6.0
2017,CARRICK HS,Literature,11,Historically Underperforming,109,0.9,57.8,33.0,8.3
2017,PERRY TRADITIONAL ACAD HS,Algebra I,11,All Students,74,2.7,24.3,39.2,33.8
2017,PERRY TRADITIONAL ACAD HS,Algebra I,11,Historically Underperforming,62,1.6,17.7,40.3,40.3
2017,PERRY TRADITIONAL ACAD HS,Biology,11,All Students,75,1.3,20.0,29.3,49.3
2017,PERRY TRADITIONAL ACAD HS,Biology,11,Historically Underperforming,63,1.6,14.3,28.6,55.6
2017,PERRY TRADITIONAL ACAD HS,Literature,11,All Students,75,0.0,45.3,38.7,16.0
2017,PERRY TRADITIONAL ACAD HS,Literature,11,Historically Underperforming,63,0.0,42.9,38.1,19.0
2017,PITTSBURGH CAPA 6-12,Algebra I,11,All Students,141,28.4,53.9,16.3,1.4
2017,PITTSBURGH CAPA 6-12,Algebra I,11,Historically Underperforming,37,5.4,59.5,29.7,5.4
2017,PITTSBURGH CAPA 6-12,Biology,11,All Students,141,29.8,43.3,20.6,6.4
2017,PITTSBURGH CAPA 6-12,Biology,11,Historically Underperforming,37,10.8,40.5,35.1,13.5
2017,PITTSBURGH CAPA 6-12,Literature,11,All Students,141,17.7,75.9,5.0,1.4
2017,PITTSBURGH CAPA 6-12,Literature,11,Historically Underperforming,37,2.7,81.1,13.5,2.7
2017,PITTSBURGH MILLIONES 6-12,Algebra I,11,All Students,67,1.5,28.4,53.7,16.4
2017,PITTSBURGH MILLIONES 6-12,Algebra I,11,Historically Underperforming,59,1.7,30.5,49.2,18.6
2017,PITTSBURGH MILLIONES 6-12,Biology,11,All Students,65,0.0,3.1,23.1,73.8
2017,PITTSBURGH MILLIONES 6-12,Biology,11,Historically Underperforming,58,0.0,1.7,25.9,72.4
2017,PITTSBURGH MILLIONES 6-12,Literature,11,All Students,67,0.0,25.4,52.2,22.4
2017,PITTSBURGH MILLIONES 6-12,Literature,11,Historically Underperforming,59,0.0,23.7,50.8,25.4
2017,PITTSBURGH OBAMA 6-12,Algebra I,11,All Students,117,12.0,55.6,28.2,4.3
2017,PITTSBURGH OBAMA 6-12,Algebra I,11,Historically Underperforming,54,7.4,53.7,35.2,3.7
2017,PITTSBURGH OBAMA 6-12,Biology,11,All Students,116,17.2,35.3,37.1,10.3
2017,PITTSBURGH OBAMA 6-12,Biology,11,Historically Underperforming,54,7.4,35.2,44.4,13.0
2017,PITTSBURGH OBAMA 6-12,Literature,11,All Students,117,6.8,68.4,21.4,3.4
2017,PITTSBURGH OBAMA 6-12,Literature,11,Historically Underperforming,54,1.9,64.8,29.6,3.7
2017,PITTSBURGH ONLINE ACADEMY,Algebra I,11,All Students,24,4.2,25.0,50.0,20.8
2017,PITTSBURGH ONLINE ACADEMY,Algebra I,11,Historically Underperforming,11,0.0,9.1,54.5,36.4
2017,PITTSBURGH ONLINE ACADEMY,Biology,11,All Students,24,8.3,12.5,37.5,41.7
2017,PITTSBURGH ONLINE ACADEMY,Biology,11,Historically Underperforming,11,0.0,0.0,27.3,72.7
2017,PITTSBURGH ONLINE ACADEMY,Literature,11,All Students,22,0.0,54.5,31.8,13.6
2017,PITTSBURGH SCIENCE & TECH ACAD,Algebra I,11,All Students,70,20.0,70.0,10.0,0.0
2017,PITTSBURGH SCIENCE & TECH ACAD,Algebra I,11,Historically Underperforming,34,14.7,76.5,8.8,0.0
2017,PITTSBURGH SCIENCE & TECH ACAD,Biology,11,All Students,70,42.9,51.4,5.7,0.0
2017,PITTSBURGH SCIENCE & TECH ACAD,Biology,11,Historically Underperforming,34,35.3,61.8,2.9,0.0
2017,PITTSBURGH SCIENCE & TECH ACAD,Literature,11,All Students,70,10.0,84.3,5.7,0.0
2017,PITTSBURGH SCIENCE & TECH ACAD,Literature,11,Historically Underperforming,34,8.8,82.4,8.8,0.0
2017,PLUM SHS,Algebra I,11,All Students,302,17.5,58.6,19.2,4.6
2017,PLUM SHS,Algebra I,11,Historically Underperforming,87,9.2,44.8,32.2,13.8
2017,PLUM SHS,Biology,11,All Students,303,26.1,40.3,24.4,9.2
2017,PLUM SHS,Biology,11,Historically Underperforming,87,14.9,28.7,34.5,21.8
2017,PLUM SHS,Literature,11,All Students,300,8.0,67.7,15.7,8.7
2017,PLUM SHS,Literature,11,Historically Underperforming,86,5.8,44.2,31.4,18.6
2017,PROPEL CS - BRADDOCK HILLS,Algebra I,11,All Students,65,7.7,33.8,46.2,12.3
2017,PROPEL CS - BRADDOCK HILLS,Algebra I,11,Historically Underperforming,51,5.9,33.3,47.1,13.7
2017,PROPEL CS - BRADDOCK HILLS,Biology,11,All Students,64,3.1,23.4,45.3,28.1
2017,PROPEL CS - BRADDOCK HILLS,Biology,11,Historically Underperforming,50,0.0,22.0,46.0,32.0
2017,PROPEL CS - BRADDOCK HILLS,Literature,11,All Students,66,6.1,53.0,33.3,7.6
