Year,School Name,Subject,Grade,Student_Group_Name,N Scored,Pct. Advanced,Pct. Proficient,Pct. Basic,Pct. Below Basic
2015,CLAIRTON MS/HS,S,11,All Students,29,3.45,31.03,41.38,24.14
2015,CLAIRTON MS/HS,S,11,Historically Underperforming,21,4.76,42.86,33.33,19.05
2015,CLARION AREA JSHS,E,11,All Students,69,17.39,56.52,21.74,4.35
2015,CLARION AREA JSHS,E,11,Historically Underperforming,25,8,40,48,4
2015,CLARION AREA JSHS,M,11,All Students,69,27.54,42.03,18.84,11.59
2015,CLARION AREA JSHS,M,11,Historically Underperforming,26,3.85,42.31,30.77,23.08
2015,CLARION AREA JSHS,S,11,All Students,69,20.29,52.17,18.84,8.7
2015,CLARION AREA JSHS,S,11,Historically Underperforming,25,16,24,40,20
2015,CLARION-LIMESTONE AR,E,11,All Students,58,12.07,74.14,13.79,0
2015,CLARION-LIMESTONE AR,E,11,Historically Underperforming,18,5.56,72.22,22.22,0
2015,CLARION-LIMESTONE AR,M,11,All Students,58,22.41,63.79,10.34,3.45
2015,CLARION-LIMESTONE AR,M,11,Historically Underperforming,18,11.11,66.67,11.11,11.11
2015,CLARION-LIMESTONE AR,S,11,All Students,57,7.02,78.95,10.53,3.51
2015,CLARION-LIMESTONE AR,S,11,Historically Underperforming,18,0,83.33,5.56,11.11
2015,CLAYSBURG-KIMMEL HS,E,11,All Students,58,3.45,75.86,15.52,5.17
2015,CLAYSBURG-KIMMEL HS,E,11,Historically Underperforming,36,0,72.22,22.22,5.56
2015,CLAYSBURG-KIMMEL HS,M,11,All Students,58,6.9,46.55,36.21,10.34
2015,CLAYSBURG-KIMMEL HS,M,11,Historically Underperforming,36,0,41.67,47.22,11.11
2015,CLAYSBURG-KIMMEL HS,S,11,All Students,58,3.45,43.1,37.93,15.52
2015,CLAYSBURG-KIMMEL HS,S,11,Historically Underperforming,36,0,36.11,41.67,22.22
2015,CLEARFIELD AREA JSHS,E,11,All Students,179,0,60.34,23.46,16.2
2015,CLEARFIELD AREA JSHS,E,11,Historically Underperforming,82,0,37.8,31.71,30.49
2015,CLEARFIELD AREA JSHS,M,11,All Students,182,4.4,50,34.62,10.99
2015,CLEARFIELD AREA JSHS,M,11,Historically Underperforming,85,1.18,38.82,38.82,21.18
2015,CLEARFIELD AREA JSHS,S,11,All Students,179,8.38,40.22,27.93,23.46
2015,CLEARFIELD AREA JSHS,S,11,Historically Underperforming,83,4.82,27.71,26.51,40.96
2015,COATESVILLE AREA SHS,E,11,All Students,485,3.71,53.4,30.72,12.16
2015,COATESVILLE AREA SHS,E,11,Historically Underperforming,261,0,37.93,40.23,21.84
2015,COATESVILLE AREA SHS,M,11,All Students,472,5.72,51.48,29.24,13.56
2015,COATESVILLE AREA SHS,M,11,Historically Underperforming,251,1.99,37.85,36.65,23.51
2015,COATESVILLE AREA SHS,S,11,All Students,481,9.77,34.1,23.49,32.64
2015,COATESVILLE AREA SHS,S,11,Historically Underperforming,260,2.31,23.85,23.08,50.77
2015,COCALICO SHS,E,11,All Students,256,10.16,77.34,10.16,2.34
2015,COCALICO SHS,E,11,Historically Underperforming,72,2.78,66.67,22.22,8.33
2015,COCALICO SHS,M,11,All Students,251,25.9,59.36,14.34,0.4
2015,COCALICO SHS,M,11,Historically Underperforming,69,17.39,52.17,28.99,1.45
2015,COCALICO SHS,S,11,All Students,254,37.01,46.06,14.17,2.76
2015,COCALICO SHS,S,11,Historically Underperforming,72,18.06,43.06,30.56,8.33
2015,COLLEGIUM CS,E,11,All Students,64,7.81,62.5,29.69,0
2015,COLLEGIUM CS,E,11,Historically Underperforming,30,0,56.67,43.33,0
2015,COLLEGIUM CS,M,11,All Students,63,7.94,31.75,41.27,19.05
2015,COLLEGIUM CS,M,11,Historically Underperforming,30,3.33,16.67,50,30
2015,COLLEGIUM CS,S,11,All Students,64,14.06,46.88,32.81,6.25
2015,COLLEGIUM CS,S,11,Historically Underperforming,30,6.67,36.67,50,6.67
2015,PLYMOUTH-WHITEMARSH,E,11,All Students,347,21.04,69.16,7.2,2.59
2015,PLYMOUTH-WHITEMARSH,E,11,Historically Underperforming,149,9.4,72.48,12.08,6.04
2015,PLYMOUTH-WHITEMARSH,M,11,All Students,347,44.38,38.33,14.99,2.31
2015,PLYMOUTH-WHITEMARSH,M,11,Historically Underperforming,149,28.19,42.95,23.49,5.37
2015,PLYMOUTH-WHITEMARSH,S,11,All Students,350,39.14,40.57,16,4.29
2015,PLYMOUTH-WHITEMARSH,S,11,Historically Underperforming,151,22.52,47.68,21.19,8.61
2015,COLUMBIA - MONTOUR AVTS,E,11,All Students,153,0.65,41.18,50.98,7.19
2015,COLUMBIA - MONTOUR AVTS,E,11,Historically Underperforming,83,0,24.1,67.47,8.43
2015,COLUMBIA - MONTOUR AVTS,M,11,All Students,152,5.26,40.13,49.34,5.26
2015,COLUMBIA - MONTOUR AVTS,M,11,Historically Underperforming,82,2.44,28.05,60.98,8.54
2015,COLUMBIA - MONTOUR AVTS,S,11,All Students,152,7.89,25.66,38.16,28.29
2015,COLUMBIA - MONTOUR AVTS,S,11,Historically Underperforming,83,1.2,21.69,34.94,42.17
2015,COLUMBIA HS,E,11,All Students,64,1.56,60.94,31.25,6.25
2015,COLUMBIA HS,E,11,Historically Underperforming,43,2.33,51.16,37.21,9.3
2015,COLUMBIA HS,M,11,All Students,63,9.52,36.51,42.86,11.11
2015,COLUMBIA HS,M,11,Historically Underperforming,42,7.14,30.95,47.62,14.29
2015,COLUMBIA HS,S,11,All Students,64,6.25,42.19,31.25,20.31
2015,COLUMBIA HS,S,11,Historically Underperforming,43,2.33,34.88,37.21,25.58
2015,COMM ACAD OF PHILA CS,E,11,All Students,131,3.05,53.44,32.06,11.45
2015,COMM ACAD OF PHILA CS,E,11,Historically Underperforming,131,3.05,53.44,32.06,11.45
2015,COMM ACAD OF PHILA CS,M,11,All Students,130,4.62,36.92,39.23,19.23
2015,COMM ACAD OF PHILA CS,M,11,Historically Underperforming,130,4.62,36.92,39.23,19.23
2015,COMM ACAD OF PHILA CS,S,11,All Students,132,0.76,48.48,28.79,21.97
2015,COMM ACAD OF PHILA CS,S,11,Historically Underperforming,132,0.76,48.48,28.79,21.97
2015,COMMODORE PERRY JSHS,E,11,All Students,45,11.11,64.44,20,4.44
2015,COMMODORE PERRY JSHS,E,11,Historically Underperforming,22,0,54.55,36.36,9.09
2015,COMMODORE PERRY JSHS,M,11,All Students,45,13.33,53.33,22.22,11.11
2015,COMMODORE PERRY JSHS,M,11,Historically Underperforming,22,4.55,36.36,36.36,22.73
2015,COMMODORE PERRY JSHS,S,11,All Students,45,2.22,57.78,28.89,11.11
2015,COMMODORE PERRY JSHS,S,11,Historically Underperforming,22,0,31.82,45.45,22.73
2015,COMMONWEALTH CONNECTIONS ACAD CS,E,11,All Students,764,3.14,47.91,35.21,13.74
2015,COMMONWEALTH CONNECTIONS ACAD CS,E,11,Historically Underperforming,383,1.04,39.69,38.38,20.89
2015,COMMONWEALTH CONNECTIONS ACAD CS,M,11,All Students,766,9.53,24.28,43.08,23.11
2015,COMMONWEALTH CONNECTIONS ACAD CS,M,11,Historically Underperforming,383,5.48,18.8,42.56,33.16
2015,COMMONWEALTH CONNECTIONS ACAD CS,S,11,All Students,762,10.37,23.62,27.69,38.32
2015,COMMONWEALTH CONNECTIONS ACAD CS,S,11,Historically Underperforming,383,5.48,21.15,24.54,48.83
2015,CONEMAUGH TWP AREA J,E,11,All Students,76,6.58,76.32,13.16,3.95
2015,CONEMAUGH TWP AREA J,E,11,Historically Underperforming,36,5.56,58.33,27.78,8.33
2015,CONEMAUGH TWP AREA J,M,11,All Students,74,16.22,63.51,17.57,2.7
2015,CONEMAUGH TWP AREA J,M,11,Historically Underperforming,36,16.67,44.44,33.33,5.56
2015,CONEMAUGH TWP AREA J,S,11,All Students,75,14.67,52,26.67,6.67
2015,CONEMAUGH TWP AREA J,S,11,Historically Underperforming,36,8.33,38.89,38.89,13.89
2015,CONEMAUGH VALLEY JSH,E,11,All Students,58,8.62,75.86,12.07,3.45
2015,CONEMAUGH VALLEY JSH,E,11,Historically Underperforming,32,3.13,75,15.63,6.25
2015,CONEMAUGH VALLEY JSH,M,11,All Students,58,6.9,68.97,22.41,1.72
2015,CONEMAUGH VALLEY JSH,M,11,Historically Underperforming,32,3.13,62.5,31.25,3.13
2015,CONEMAUGH VALLEY JSH,S,11,All Students,58,3.45,58.62,24.14,13.79
2015,CONEMAUGH VALLEY JSH,S,11,Historically Underperforming,32,0,46.88,31.25,21.88
2015,CONESTOGA VALLEY SHS,E,11,All Students,309,14.56,74.11,9.39,1.94
2015,CONESTOGA VALLEY SHS,E,11,Historically Underperforming,128,4.69,73.44,17.97,3.91
2015,CONESTOGA VALLEY SHS,M,11,All Students,310,28.71,50.32,16.45,4.52
2015,CONESTOGA VALLEY SHS,M,11,Historically Underperforming,129,16.28,45.74,27.91,10.08
2015,CONESTOGA VALLEY SHS,S,11,All Students,307,25.41,50.81,16.94,6.84
2015,CONESTOGA VALLEY SHS,S,11,Historically Underperforming,127,13.39,45.67,28.35,12.6
2015,NEW OXFORD SHS,E,11,All Students,293,4.44,72.35,16.72,6.48
2015,NEW OXFORD SHS,E,11,Historically Underperforming,123,1.63,56.1,26.83,15.45
2015,NEW OXFORD SHS,M,11,All Students,289,37.72,41.52,15.57,5.19
2015,NEW OXFORD SHS,M,11,Historically Underperforming,120,24.17,39.17,25,11.67
2015,NEW OXFORD SHS,S,11,All Students,293,24.57,46.76,21.16,7.51
2015,NEW OXFORD SHS,S,11,Historically Underperforming,123,15.45,38.21,30.89,15.45
2015,CONNEAUT AREA SENIOR HIGH,E,11,All Students,142,2.82,72.54,21.13,3.52
2015,CONNEAUT AREA SENIOR HIGH,E,11,Historically Underperforming,65,1.54,56.92,35.38,6.15
2015,CONNEAUT AREA SENIOR HIGH,M,11,All Students,142,13.38,53.52,28.17,4.93
2015,CONNEAUT AREA SENIOR HIGH,M,11,Historically Underperforming,65,10.77,44.62,33.85,10.77
2015,CONNEAUT AREA SENIOR HIGH,S,11,All Students,142,13.38,40.14,32.39,14.08
2015,CONNEAUT AREA SENIOR HIGH,S,11,Historically Underperforming,65,9.23,30.77,38.46,21.54
2015,CONNELLSVILLE AREA CTC,E,11,All Students,108,0.93,32.41,48.15,18.52
2015,CONNELLSVILLE AREA CTC,E,11,Historically Underperforming,88,1.14,32.95,45.45,20.45
2015,CONNELLSVILLE AREA CTC,M,11,All Students,109,0.92,34.86,50.46,13.76
2015,CONNELLSVILLE AREA CTC,M,11,Historically Underperforming,88,0,34.09,50,15.91
2015,CONNELLSVILLE AREA CTC,S,11,All Students,108,2.78,21.3,36.11,39.81
2015,CONNELLSVILLE AREA CTC,S,11,Historically Underperforming,87,3.45,20.69,34.48,41.38
2015,CONNELLSVILLE AREA S,E,11,All Students,212,7.08,81.13,10.85,0.94
2015,CONNELLSVILLE AREA S,E,11,Historically Underperforming,98,4.08,78.57,15.31,2.04
2015,CONNELLSVILLE AREA S,M,11,All Students,213,12.21,68.54,17.37,1.88
2015,CONNELLSVILLE AREA S,M,11,Historically Underperforming,99,9.09,61.62,26.26,3.03
2015,CONNELLSVILLE AREA S,S,11,All Students,213,8.92,68.54,16.43,6.1
2015,CONNELLSVILLE AREA S,S,11,Historically Underperforming,99,5.05,61.62,24.24,9.09
2015,CONRAD WEISER HIGH SCHOOL,E,11,All Students,213,3.29,69.48,22.07,5.16
2015,CONRAD WEISER HIGH SCHOOL,E,11,Historically Underperforming,73,1.37,46.58,36.99,15.07
2015,CONRAD WEISER HIGH SCHOOL,M,11,All Students,214,15.89,52.34,27.57,4.21
2015,CONRAD WEISER HIGH SCHOOL,M,11,Historically Underperforming,73,1.37,39.73,46.58,12.33
2015,CONRAD WEISER HIGH SCHOOL,S,11,All Students,215,11.63,39.53,26.51,22.33
2015,CONRAD WEISER HIGH SCHOOL,S,11,Historically Underperforming,74,6.76,28.38,25.68,39.19
2015,CORNELL HS,E,11,All Students,39,2.56,58.97,23.08,15.38
2015,CORNELL HS,E,11,Historically Underperforming,28,0,57.14,21.43,21.43
2015,CORNELL HS,M,11,All Students,39,0,46.15,43.59,10.26
2015,CORNELL HS,M,11,Historically Underperforming,28,0,39.29,46.43,14.29
2015,CORNELL HS,S,11,All Students,39,2.56,56.41,23.08,17.95
2015,CORNELL HS,S,11,Historically Underperforming,28,0,53.57,25,21.43
2015,CEDAR CREST HS,E,11,All Students,356,8.99,73.31,12.08,5.62
2015,CEDAR CREST HS,E,11,Historically Underperforming,111,0.9,53.15,27.93,18.02
2015,CEDAR CREST HS,M,11,All Students,359,15.6,64.07,15.6,4.74
2015,CEDAR CREST HS,M,11,Historically Underperforming,114,4.39,45.61,35.96,14.04
2015,CEDAR CREST HS,S,11,All Students,358,36.59,34.36,18.99,10.06
2015,CEDAR CREST HS,S,11,Historically Underperforming,113,15.93,24.78,32.74,26.55
2015,CORRY AREA HS,E,11,All Students,164,1.83,59.76,28.66,9.76
2015,CORRY AREA HS,E,11,Historically Underperforming,103,0.97,47.57,36.89,14.56
2015,CORRY AREA HS,M,11,All Students,164,9.15,52.44,33.54,4.88
2015,CORRY AREA HS,M,11,Historically Underperforming,103,6.8,47.57,37.86,7.77
2015,CORRY AREA HS,S,11,All Students,164,12.8,40.85,27.44,18.9
2015,CORRY AREA HS,S,11,Historically Underperforming,103,10.68,31.07,32.04,26.21
2015,COUDERSPORT AREA JSH,E,11,All Students,50,2,58,40,0
2015,COUDERSPORT AREA JSH,E,11,Historically Underperforming,20,0,55,45,0
2015,COUDERSPORT AREA JSH,M,11,All Students,49,8.16,51.02,40.82,0
2015,COUDERSPORT AREA JSH,M,11,Historically Underperforming,20,5,40,55,0
2015,COUDERSPORT AREA JSH,S,11,All Students,49,18.37,48.98,32.65,0
2015,COUDERSPORT AREA JSH,S,11,Historically Underperforming,20,10,50,40,0
2015,COUNCIL ROCK NORTH SHS,E,11,All Students,414,17.63,69.32,9.9,3.14
2015,COUNCIL ROCK NORTH SHS,E,11,Historically Underperforming,59,3.39,54.24,25.42,16.95
2015,COUNCIL ROCK NORTH SHS,M,11,All Students,415,36.39,46.75,14.94,1.93
2015,COUNCIL ROCK NORTH SHS,M,11,Historically Underperforming,56,7.14,33.93,50,8.93
2015,COUNCIL ROCK NORTH SHS,S,11,All Students,417,52.52,29.5,13.19,4.8
2015,COUNCIL ROCK NORTH SHS,S,11,Historically Underperforming,60,21.67,25,35,18.33
2015,COUNCIL ROCK SOUTH SHS,E,11,All Students,528,16.48,59.47,15.91,8.14
2015,COUNCIL ROCK SOUTH SHS,E,11,Historically Underperforming,105,6.67,38.1,33.33,21.9
2015,COUNCIL ROCK SOUTH SHS,M,11,All Students,527,31.12,38.9,23.72,6.26
2015,COUNCIL ROCK SOUTH SHS,M,11,Historically Underperforming,104,11.54,22.12,41.35,25
2015,COUNCIL ROCK SOUTH SHS,S,11,All Students,527,33.4,39.47,14.04,13.09
2015,COUNCIL ROCK SOUTH SHS,S,11,Historically Underperforming,104,12.5,25.96,22.12,39.42
2015,CRANBERRY AREA JSHS,E,11,All Students,78,1.28,80.77,17.95,0
2015,CRANBERRY AREA JSHS,E,11,Historically Underperforming,29,0,72.41,27.59,0
2015,CRANBERRY AREA JSHS,M,11,All Students,79,2.53,67.09,26.58,3.8
2015,CRANBERRY AREA JSHS,M,11,Historically Underperforming,29,0,55.17,37.93,6.9
2015,CRANBERRY AREA JSHS,S,11,All Students,78,10.26,46.15,30.77,12.82
2015,CRANBERRY AREA JSHS,S,11,Historically Underperforming,29,0,31.03,51.72,17.24
2015,COCHRANTON AREA JSHS,E,11,All Students,65,12.31,70.77,12.31,4.62
2015,COCHRANTON AREA JSHS,E,11,Historically Underperforming,18,0,66.67,16.67,16.67
2015,COCHRANTON AREA JSHS,M,11,All Students,65,15.38,53.85,20,10.77
2015,COCHRANTON AREA JSHS,M,11,Historically Underperforming,18,0,44.44,22.22,33.33
2015,COCHRANTON AREA JSHS,S,11,All Students,65,10.77,63.08,13.85,12.31
2015,COCHRANTON AREA JSHS,S,11,Historically Underperforming,18,0,61.11,16.67,22.22
2015,MEADVILLE AREA HS,E,11,All Students,176,1.7,63.64,26.7,7.95
2015,MEADVILLE AREA HS,E,11,Historically Underperforming,89,1.12,50.56,34.83,13.48
2015,MEADVILLE AREA HS,M,11,All Students,172,11.63,42.44,32.56,13.37
2015,MEADVILLE AREA HS,M,11,Historically Underperforming,85,2.35,31.76,43.53,22.35
2015,MEADVILLE AREA HS,S,11,All Students,173,15.03,39.88,21.97,23.12
2015,MEADVILLE AREA HS,S,11,Historically Underperforming,86,9.3,31.4,26.74,32.56
2015,CRESTWOOD HS,E,11,All Students,238,7.98,69.75,16.39,5.88
2015,CRESTWOOD HS,E,11,Historically Underperforming,34,5.88,38.24,29.41,26.47
2015,CRESTWOOD HS,M,11,All Students,237,21.1,43.88,29.11,5.91
2015,CRESTWOOD HS,M,11,Historically Underperforming,33,6.06,9.09,57.58,27.27
2015,CRESTWOOD HS,S,11,All Students,240,15.83,46.25,27.92,10
2015,CRESTWOOD HS,S,11,Historically Underperforming,33,6.06,15.15,36.36,42.42
2015,CRISPUS ATTUCKS YOUTHBUILD CS,E,11,All Students,0,,,,
2015,CRISPUS ATTUCKS YOUTHBUILD CS,E,11,Historically Underperforming,0,,,,
2015,CRISPUS ATTUCKS YOUTHBUILD CS,M,11,All Students,0,,,,
2015,CRISPUS ATTUCKS YOUTHBUILD CS,M,11,Historically Underperforming,0,,,,
2015,CRISPUS ATTUCKS YOUTHBUILD CS,S,11,All Students,0,,,,
2015,CRISPUS ATTUCKS YOUTHBUILD CS,S,11,Historically Underperforming,0,,,,
2015,CTR FOR TECH STUDIES MONT CO,E,11,All Students,13,0,15.38,53.85,30.77
2015,CTR FOR TECH STUDIES MONT CO,M,11,All Students,15,6.67,6.67,33.33,53.33
2015,CTR FOR TECH STUDIES MONT CO,S,11,All Students,16,0,12.5,31.25,56.25
2015,CTR FOR TECH STUDIES MONT CO,S,11,Historically Underperforming,11,0,9.09,36.36,54.55
2015,CUMBERLAND VALLEY HS,E,11,All Students,574,16.2,67.77,12.72,3.31
2015,CUMBERLAND VALLEY HS,E,11,Historically Underperforming,131,2.29,51.15,33.59,12.98
2015,CUMBERLAND VALLEY HS,M,11,All Students,565,29.03,47.08,18.23,5.66
2015,CUMBERLAND VALLEY HS,M,11,Historically Underperforming,128,10.16,32.81,37.5,19.53
2015,CUMBERLAND VALLEY HS,S,11,All Students,573,21.12,41.54,25.48,11.87
2015,CUMBERLAND VALLEY HS,S,11,Historically Underperforming,131,7.63,30.53,26.72,35.11
2015,CURWENSVILLE AREA JSHS,E,11,All Students,98,7.14,62.24,24.49,6.12
2015,CURWENSVILLE AREA JSHS,E,11,Historically Underperforming,43,4.65,51.16,30.23,13.95
2015,CURWENSVILLE AREA JSHS,M,11,All Students,100,11,45,38,6
2015,CURWENSVILLE AREA JSHS,M,11,Historically Underperforming,44,4.55,34.09,47.73,13.64
2015,CURWENSVILLE AREA JSHS,S,11,All Students,98,19.39,32.65,33.67,14.29
2015,CURWENSVILLE AREA JSHS,S,11,Historically Underperforming,43,16.28,25.58,37.21,20.93
2015,DALLAS SHS,E,11,All Students,207,12.56,66.18,19.81,1.45
2015,DALLAS SHS,E,11,Historically Underperforming,64,4.69,48.44,43.75,3.13
2015,DALLAS SHS,M,11,All Students,210,13.33,43.33,36.67,6.67
2015,DALLAS SHS,M,11,Historically Underperforming,66,10.61,30.3,40.91,18.18
2015,DALLAS SHS,S,11,All Students,208,31.25,40.38,20.19,8.17
2015,DALLAS SHS,S,11,Historically Underperforming,65,16.92,36.92,26.15,20
2015,DALLASTOWN AREA SHS,E,11,All Students,376,14.36,67.55,14.36,3.72
2015,DALLASTOWN AREA SHS,E,11,Historically Underperforming,107,4.67,63.55,21.5,10.28
2015,DALLASTOWN AREA SHS,M,11,All Students,378,26.72,50.53,19.84,2.91
2015,DALLASTOWN AREA SHS,M,11,Historically Underperforming,107,11.21,43.93,37.38,7.48
2015,DALLASTOWN AREA SHS,S,11,All Students,377,45.62,32.63,16.18,5.57
2015,DALLASTOWN AREA SHS,S,11,Historically Underperforming,107,25.23,39.25,24.3,11.21
2015,DANIEL BOONE AREA HS,E,11,All Students,254,7.48,64.17,24.41,3.94
2015,DANIEL BOONE AREA HS,E,11,Historically Underperforming,80,1.25,50,36.25,12.5
2015,DANIEL BOONE AREA HS,M,11,All Students,256,13.67,55.47,27.34,3.52
2015,DANIEL BOONE AREA HS,M,11,Historically Underperforming,80,6.25,37.5,46.25,10
2015,DANIEL BOONE AREA HS,S,11,All Students,255,18.04,32.55,32.55,16.86
2015,DANIEL BOONE AREA HS,S,11,Historically Underperforming,79,10.13,15.19,46.84,27.85
2015,DANVILLE AREA SHS,E,11,All Students,127,23.62,69.29,5.51,1.57
2015,DANVILLE AREA SHS,E,11,Historically Underperforming,28,7.14,64.29,21.43,7.14
2015,DANVILLE AREA SHS,M,11,All Students,127,43.31,46.46,7.87,2.36
2015,DANVILLE AREA SHS,M,11,Historically Underperforming,28,21.43,46.43,21.43,10.71
2015,DANVILLE AREA SHS,S,11,All Students,125,30.4,48,13.6,8
2015,DANVILLE AREA SHS,S,11,Historically Underperforming,26,11.54,30.77,26.92,30.77
2015,DAUPHIN CO AVTS,E,11,All Students,212,0.47,48.11,41.98,9.43
2015,DAUPHIN CO AVTS,E,11,Historically Underperforming,137,0.73,40.88,45.26,13.14
2015,DAUPHIN CO AVTS,M,11,All Students,213,1.88,38.97,51.17,7.98
2015,DAUPHIN CO AVTS,M,11,Historically Underperforming,136,1.47,29.41,58.82,10.29
2015,DAUPHIN CO AVTS,S,11,All Students,212,8.49,25,33.02,33.49
2015,DAUPHIN CO AVTS,S,11,Historically Underperforming,137,5.84,18.98,34.31,40.88
2015,DEER LAKES HS,E,11,All Students,171,4.09,61.4,25.73,8.77
2015,DEER LAKES HS,E,11,Historically Underperforming,59,0,44.07,38.98,16.95
2015,DEER LAKES HS,M,11,All Students,167,11.98,50.9,32.34,4.79
2015,DEER LAKES HS,M,11,Historically Underperforming,55,1.82,41.82,43.64,12.73
2015,DEER LAKES HS,S,11,All Students,168,16.67,50,20.83,12.5
2015,DEER LAKES HS,S,11,Historically Underperforming,55,10.91,32.73,25.45,30.91
2015,DELAWARE VALLEY CHS,E,11,All Students,170,0,29.41,46.47,24.12
2015,DELAWARE VALLEY CHS,E,11,Historically Underperforming,156,0,29.49,46.15,24.36
2015,DELAWARE VALLEY CHS,M,11,All Students,175,1.14,24,44,30.86
2015,DELAWARE VALLEY CHS,M,11,Historically Underperforming,160,1.25,23.75,44.38,30.63
2015,DELAWARE VALLEY CHS,S,11,All Students,170,0,10.59,31.18,58.24
2015,DELAWARE VALLEY CHS,S,11,Historically Underperforming,157,0,10.19,33.12,56.69
2015,DELAWARE VALLEY HS,E,11,All Students,353,7.65,76.2,13.88,2.27
2015,DELAWARE VALLEY HS,E,11,Historically Underperforming,126,2.38,71.43,21.43,4.76
2015,DELAWARE VALLEY HS,M,11,All Students,355,17.75,54.65,23.66,3.94
2015,DELAWARE VALLEY HS,M,11,Historically Underperforming,124,9.68,47.58,32.26,10.48
2015,DELAWARE VALLEY HS,S,11,All Students,355,21.41,47.32,19.72,11.55
2015,DELAWARE VALLEY HS,S,11,Historically Underperforming,125,15.2,40,20.8,24
2015,DERRY AREA SHS,E,11,All Students,184,7.61,75,12.5,4.89
2015,DERRY AREA SHS,E,11,Historically Underperforming,72,5.56,62.5,26.39,5.56
2015,DERRY AREA SHS,M,11,All Students,184,19.02,57.07,18.48,5.43
2015,DERRY AREA SHS,M,11,Historically Underperforming,72,9.72,50,29.17,11.11
2015,DERRY AREA SHS,S,11,All Students,183,19.67,34.97,30.6,14.75
2015,DERRY AREA SHS,S,11,Historically Underperforming,72,5.56,37.5,34.72,22.22
2015,HERSHEY HS,E,11,All Students,262,20.61,70.23,6.87,2.29
2015,HERSHEY HS,E,11,Historically Underperforming,49,10.2,63.27,18.37,8.16
2015,HERSHEY HS,M,11,All Students,257,36.19,40.86,21.4,1.56
2015,HERSHEY HS,M,11,Historically Underperforming,47,21.28,31.91,42.55,4.26
2015,HERSHEY HS,S,11,All Students,260,48.08,35.38,10.38,6.15
2015,HERSHEY HS,S,11,Historically Underperforming,50,22,42,22,14
2015,DONEGAL SHS,E,11,All Students,209,2.87,72.25,19.62,5.26
2015,DONEGAL SHS,E,11,Historically Underperforming,87,3.45,57.47,27.59,11.49
2015,DONEGAL SHS,M,11,All Students,209,10.53,52.63,31.58,5.26
2015,DONEGAL SHS,M,11,Historically Underperforming,87,6.9,40.23,41.38,11.49
2015,DONEGAL SHS,S,11,All Students,210,16.67,45.24,27.14,10.95
2015,DONEGAL SHS,S,11,Historically Underperforming,87,6.9,42.53,31.03,19.54
2015,DOVER AREA HS,E,11,All Students,203,5.42,57.14,29.06,8.37
2015,DOVER AREA HS,E,11,Historically Underperforming,75,1.33,46.67,33.33,18.67
2015,DOVER AREA HS,M,11,All Students,212,7.55,58.02,28.77,5.66
2015,DOVER AREA HS,M,11,Historically Underperforming,80,6.25,42.5,36.25,15
2015,DOVER AREA HS,S,11,All Students,214,7.01,43.93,35.51,13.55
2015,DOVER AREA HS,S,11,Historically Underperforming,81,2.47,29.63,41.98,25.93
2015,DOWNINGTOWN HS EAST,E,11,All Students,384,13.02,78.65,5.99,2.34
2015,DOWNINGTOWN HS EAST,E,11,Historically Underperforming,106,5.66,69.81,16.98,7.55
2015,DOWNINGTOWN HS EAST,M,11,All Students,386,22.54,65.8,10.36,1.3
2015,DOWNINGTOWN HS EAST,M,11,Historically Underperforming,107,6.54,64.49,24.3,4.67
2015,DOWNINGTOWN HS EAST,S,11,All Students,385,27.79,47.79,17.92,6.49
2015,DOWNINGTOWN HS EAST,S,11,Historically Underperforming,106,15.09,39.62,26.42,18.87
2015,DOWNINGTOWN HS WEST,E,11,All Students,339,10.91,75.81,12.09,1.18
2015,DOWNINGTOWN HS WEST,E,11,Historically Underperforming,90,2.22,58.89,34.44,4.44
2015,DOWNINGTOWN HS WEST,M,11,All Students,342,18.13,56.14,23.1,2.63
2015,DOWNINGTOWN HS WEST,M,11,Historically Underperforming,92,3.26,40.22,46.74,9.78
2015,DOWNINGTOWN HS WEST,S,11,All Students,343,26.24,44.9,20.7,8.16
2015,DOWNINGTOWN HS WEST,S,11,Historically Underperforming,93,12.9,32.26,32.26,22.58
2015,DOWNINGTOWN STEM ACADEMY,E,11,All Students,199,20.6,79.4,0,0
2015,DOWNINGTOWN STEM ACADEMY,E,11,Historically Underperforming,20,20,80,0,0
2015,DOWNINGTOWN STEM ACADEMY,M,11,All Students,199,62.81,37.19,0,0
2015,DOWNINGTOWN STEM ACADEMY,M,11,Historically Underperforming,20,55,45,0,0
2015,DOWNINGTOWN STEM ACADEMY,S,11,All Students,199,88.44,11.56,0,0
2015,DOWNINGTOWN STEM ACADEMY,S,11,Historically Underperforming,20,65,35,0,0
2015,DUBOIS AREA SHS,E,11,All Students,247,14.98,71.66,11.34,2.02
2015,DUBOIS AREA SHS,E,11,Historically Underperforming,97,2.06,72.16,20.62,5.15
2015,DUBOIS AREA SHS,M,11,All Students,243,28.81,54.73,13.17,3.29
2015,DUBOIS AREA SHS,M,11,Historically Underperforming,94,11.7,61.7,18.09,8.51
2015,DUBOIS AREA SHS,S,11,All Students,247,25.51,44.94,20.65,8.91
2015,DUBOIS AREA SHS,S,11,Historically Underperforming,97,11.34,38.14,30.93,19.59
2015,DUNMORE JSHS,E,11,All Students,106,4.72,63.21,24.53,7.55
2015,DUNMORE JSHS,E,11,Historically Underperforming,43,4.65,39.53,37.21,18.6
